MarketId|MarketName|MarketSymbol|ContractName|ContractSymbol|Date|OpenPrice|LowPrice|HighPrice|ClosePrice|Volume
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-01-27|0.79|0.71|0.86|0.74|1102
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-01-28|0.74|0.74|0.78|0.78|1010
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-01-29|0.78|0.76|0.78|0.77|581
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-01-30|0.77|0.76|0.78|0.78|631
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-01-31|0.78|0.77|0.81|0.81|1378
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-01|0.81|0.79|0.82|0.8|768
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-02|0.8|0.79|0.8|0.79|50
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-03|0.79|0.78|0.8|0.78|592
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-04|0.78|0.78|0.79|0.79|10
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-05|0.79|0.79|0.8|0.8|6
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-06|0.8|0.77|0.8|0.79|1188
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-07|0.79|0.75|0.8|0.75|2395
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-08|0.75|0.75|0.78|0.77|114
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-09|0.77|0.76|0.78|0.76|560
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-10|0.76|0.76|0.78|0.76|151
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-11|0.76|0.76|0.78|0.76|185
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-12|0.76|0.76|0.78|0.78|95
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-13|0.78|0.76|0.79|0.76|1840
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-14|0.76|0.76|0.8|0.8|165
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-15|0.8|0.77|0.8|0.77|366
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-16|0.77|0.77|0.79|0.79|457
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-17|0.79|0.77|0.8|0.77|132
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-18|0.77|0.77|0.8|0.77|169
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-19|0.77|0.77|0.81|0.81|520
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-20|0.81|0.77|0.81|0.77|1
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-21|0.77|0.77|0.79|0.77|5
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-22|0.77|0.77|0.8|0.8|33
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-23|0.8|0.77|0.82|0.82|367
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-24|0.82|0.78|0.82|0.78|728
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-25|0.78|0.78|0.79|0.78|312
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-26|0.78|0.78|0.81|0.78|27
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-27|0.78|0.78|0.81|0.81|12
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-02-28|0.81|0.78|0.81|0.78|3
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-01|0.78|0.78|0.81|0.78|111
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-02|0.78|0.78|0.81|0.79|233
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-03|0.79|0.79|0.81|0.81|11
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-04|0.81|0.77|0.81|0.77|1247
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-05|0.77|0.77|0.79|0.79|50
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-06|0.79|0.79|0.82|0.82|1112
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-07|0.82|0.79|0.82|0.82|2
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-08|0.82|0.79|0.82|0.79|209
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-09|0.79|0.79|0.79|0.79|28
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-10|0.79|0.79|0.79|0.79|0
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-11|0.79|0.79|0.8|0.8|7
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-12|0.8|0.79|0.8|0.79|24
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-13|0.79|0.79|0.79|0.79|2
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-14|0.79|0.79|0.82|0.82|20
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-15|0.82|0.79|0.82|0.79|12
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-16|0.79|0.79|0.82|0.8|126
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-17|0.8|0.79|0.8|0.79|3
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-18|0.79|0.79|0.82|0.82|30
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-19|0.82|0.8|0.82|0.8|2
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-20|0.8|0.8|0.82|0.82|1
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-21|0.82|0.79|0.82|0.79|2
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-22|0.79|0.79|0.85|0.8|1041
2918|Will Elizabeth Warren be re-elected to the U.S. Senate in Massachusetts in 2018?|WARREN.MASENATE.2018|n/a|n/a|2017-03-23|0.8|0.8|0.83|0.81|135
