ID,ideology,leadership,name,party,description,introduced_bills_115,cosponsored_bills_115,unique_cosponsors_115,total_cosponsors_115,chamber
400364,0.22582284193721017,0.6393473294378345,Scott [VA3],Democrat,progressive Democratic leader,21,368,210,1023,house
412520,0.15035528858656344,0.41357809612593205,Takano,Democrat,progressive Democrat,28,630,127,285,house
400344,0.5621810422259258,0.95186718735279785,Ros-Lehtinen,Republican,centrist Republican leader,24,291,381,994,house
400068,0.7903107117699989,0.6529322652794514,Carter [TX31],Republican,rank-and-file Republican,8,114,110,136,house
400071,0.88321197815239,0.7477825914325122,Chabot,Republican,conservative Republican leader,34,301,253,545,house
412271,0.7712860738273608,0.6566808071551353,Coffman,Republican,rank-and-file Republican,26,396,280,530,house
412403,0.6838460290885308,0.7142014532477505,Denham,Republican,rank-and-file Republican,13,171,335,720,house
400108,0.654386438718319,0.47094762013179997,Diaz-Balart,Republican,centrist Republican,9,142,92,97,house
412480,0.9208869201167657,0.6154963986687256,Flores,Republican,conservative Republican,12,231,177,197,house
412444,0.9083796641889869,0.4833448379037412,Hartzler,Republican,conservative Republican,19,231,76,108,house
400170,0.15595856153292675,0.714016647849358,Hastings,Democrat,progressive Democratic leader,33,837,286,760,house
400209,0.8063442043403778,0.49196207051336416,Jones [NC3],Republican,rank-and-file Republican,24,521,70,99,house
412435,0.30816777494860514,0.36578263874605305,Keating,Democrat,rank-and-file Democrat,20,397,93,114,house
412465,0.8643551437912823,0.8886724235677503,Kelly [PA3],Republican,conservative Republican leader,32,285,408,991,house
400656,0.9110980205476424,0.511882378937597,Marchant,Republican,conservative Republican,16,181,63,87,house
412540,0.902471152284251,0.6744408577800336,Messer,Republican,conservative Republican,40,357,259,409,house
400348,0.6568996958384423,1,Royce,Republican,centrist Republican leader,34,212,426,1686,house
400373,0.7436096129040258,0.5695988306738354,Shimkus,Republican,rank-and-file Republican,6,148,157,165,house
412186,0.32010968091398734,0.39160732389735886,Sires,Democrat,rank-and-file Democrat,14,430,73,93,house
412461,0.8520578206149897,0.6144570648931053,Stivers,Republican,rank-and-file Republican,20,367,172,298,house
412579,0.3238091732030835,0.38693329153046346,Veasey,Democrat,rank-and-file Democrat,20,362,149,284,house
412192,0.3742700874871335,0.33579495925077385,Perlmutter,Democrat,rank-and-file Democrat,9,410,106,117,house
412257,0.3502729809687002,0.5090062948738826,Foster,Democrat,rank-and-file Democrat,30,373,152,324,house
412521,0.19946946238281116,0.5641510211681872,Lowenthal,Democrat,progressive Democrat,18,616,210,646,house
412293,0.35542706751436787,0.48702189534125334,Luján,Democrat,rank-and-file Democrat,43,323,165,446,house
400271,0.21983705681312293,0.4701628117582884,Meeks,Democrat,progressive Democrat,20,559,107,178,house
400289,0.16526135102948317,0.724624382778758,Nadler,Democrat,progressive Democratic leader,24,504,239,1069,house
408211,0.3766349666208063,0.3492774791076158,Nolan,Democrat,rank-and-file Democrat,31,400,126,175,house
400660,0.6280075445033516,0.8962002919653982,Reichert,Republican,centrist Republican leader,23,145,407,1163,house
412478,0.8831773979398415,0.942364395416127,Black,Republican,conservative Republican leader,28,167,257,744,house
400033,0.2364760599173448,0.6168517438490653,Blumenauer,Democrat,rank-and-file Democrat,32,796,181,420,house
412501,0.2566418463953525,0.42220014926515376,Bonamici,Democrat,rank-and-file Democrat,23,492,120,193,house
400639,0.3616952834225266,0.28977269623988944,Cleaver,Democrat,moderate Democratic follower,1,296,7,7,house
412193,0.38623648443681313,0.7356304661977214,Courtney,Democrat,centrist Democratic leader,12,351,218,476,house
400093,0.2664469015032003,0.3628706239722496,Davis [IL7],Democrat,rank-and-file Democrat,25,415,110,189,house
400154,0.8032612882443046,0.9395808350214906,Goodlatte,Republican,moderate Republican leader,31,186,251,765,house
412284,0.8742401734960493,0.8682612083644811,Jenkins [KS2],Republican,conservative Republican leader,28,278,340,722,house
400218,0.5331945747380052,0.5059957528423997,Kind,Democrat,centrist Democrat,21,454,101,134,house
412557,0.38594718652327187,0.3939948879793047,Kuster,Democrat,rank-and-file Democrat,26,502,108,161,house
400240,0.19856615698483354,0.6344528388814671,Lewis [GA5],Democrat,progressive Democratic leader,40,396,207,517,house
400659,0.7194597129363479,0.8243600606174619,McMorris Rodgers,Republican,moderate Republican leader,23,160,324,685,house
400291,0.4475427582190619,0.65602337412493394,Neal,Democrat,centrist Democratic leader,18,178,300,660,house
400309,0.3494720317770623,0.6882416824761881,Pascrell,Democrat,moderate Democratic leader,17,392,164,283,house
412303,0.736856330491871,0.9868254458645599,Paulsen,Republican,moderate Republican leader,51,203,418,1328,house
412393,0.6865418443349752,0.8622349716672016,Reed,Republican,moderate Republican leader,31,164,263,526,house
412202,0.7436428031635205,0.9385349533015013,Roskam,Republican,moderate Republican leader,20,204,372,772,house
400365,0.7960851238409654,0.8222271545372601,Sensenbrenner,Republican,moderate Republican leader,36,236,291,554,house
412317,0.8145657223603296,0.6482047516352949,Thompson [PA5],Republican,rank-and-file Republican,15,318,204,307,house
400403,0.401876386610969,0.7517152974887569,Thompson [CA5],Democrat,centrist Democratic leader,24,365,268,907,house
400406,0.75718738858076,0.8684620530866868,Tiberi,Republican,moderate Republican leader,18,100,362,721,house
412430,0.7834945738865167,0.7071023866921262,Yoder,Republican,rank-and-file Republican,7,185,169,192,house
412312,0.34004232285118813,0.21029624858638146,Sablan,Democrat,moderate Democratic follower,6,190,37,39,house
400041,0.33638363736742644,0.31071724333748957,Bordallo,Democrat,moderate Democratic follower,19,301,66,109,house
412511,0.21088204449137576,0.5759969403398175,Huffman,Democrat,progressive Democrat,34,500,215,851,house
400211,0.27176102313564193,0.46901614777539946,Kaptur,Democrat,rank-and-file Democrat,21,526,160,342,house
412558,0.30070330647478966,0.4427075509372171,Lujan Grisham,Democrat,rank-and-file Democrat,42,486,191,445,house
400259,0.2038915478002947,0.40008049829456893,McCollum,Democrat,progressive Democrat,7,574,82,99,house
412219,0.2755213805111165,0.31070755432380703,Shea-Porter,Democrat,moderate Democratic follower,20,731,104,146,house
400378,0.18685955162496096,0.5470119585729266,Slaughter,Democrat,progressive Democrat,10,455,147,282,house
400047,0.37859756480060003,0.30437927006643456,Brady [PA1],Democrat,moderate Democratic follower,7,375,107,140,house
412379,0.16021438828671963,0.5558259856081097,Chu,Democrat,progressive Democrat,26,584,190,546,house
400080,0.1410957077729104,0.6106623889984805,Conyers,Democrat,progressive Democrat,25,396,169,537,house
400122,0.29501365088541903,0.8409128851926404,Engel,Democrat,moderate Democratic leader,46,500,346,1289,house
400163,0.16867506495132104,0.3202296670538541,Gutiérrez,Democrat,lonely progressive Democratic,6,440,160,236,house
400204,0.28509652395034946,0.5703397522925211,Johnson [TX30],Democrat,rank-and-file Democrat,18,387,194,360,house
412199,0.2247435072814008,0.6202441202534918,Johnson [GA4],Democrat,progressive Democratic leader,21,597,199,644,house
400347,0.2234162204876098,0.6032849546913035,Roybal-Allard,Democrat,progressive Democrat,14,470,210,643,house
412563,0.8040640629178037,0.6574149523439679,Collins [NY27],Republican,rank-and-file Republican,20,248,275,459,house
412427,0.8219937349744911,0.5212692886236511,Bucshon,Republican,rank-and-file Republican,17,178,92,120,house
412258,0.2373202791870961,0.46190872188067655,Carson,Democrat,rank-and-file Democrat,19,540,138,179,house
412505,0.3621515947313965,0.5823829969985067,DelBene,Democrat,rank-and-file Democrat,24,416,203,545,house
412524,0.3534980601635681,0.5912785873162013,Esty,Democrat,rank-and-file Democrat,29,385,225,542,house
412422,0.8110621215633556,0.5608154593781262,Hultgren,Republican,rank-and-file Republican,23,256,144,247,house
412543,0.3257149266156062,0.6559066163824891,Kennedy,Democrat,moderate Democratic leader,13,390,205,345,house
412583,0.4120254695900889,0.5495594768851834,Kilmer,Democrat,centrist Democrat,30,640,177,315,house
400630,0.49196503804438363,0.5478920458800212,Lipinski,Democrat,centrist Democrat,25,433,168,297,house
412523,0.3635133836607488,0.4789635016084549,Peters,Democrat,rank-and-file Democrat,22,539,113,153,house
400379,0.23881370208076047,0.4729242129159707,Smith [WA9],Democrat,rank-and-file Democrat,14,466,170,281,house
400607,0.6932005896243397,0.4646588407716772,Sanford,Republican,rank-and-file Republican,14,132,88,116,house
412550,0.8909559745075635,0.7598040488667197,Hudson,Republican,conservative Republican leader,21,241,249,322,house
412512,0.4404496943549505,0.23029400404316502,Bera,Democrat,centrist Democratic follower,12,230,27,38,house
412470,0.2030607953388317,0.7682436967623241,Cicilline,Democrat,progressive Democratic leader,55,675,235,1689,house
400097,0.28610939137386876,0.692886777653579,Davis [CA53],Democrat,moderate Democratic leader,21,323,263,544,house
400101,0.33265175814792186,0.5328052675445778,DeGette,Democrat,rank-and-file Democrat,13,312,179,303,house
412544,0.42763436597357046,0.5349964767904837,Delaney,Democrat,centrist Democrat,21,408,167,301,house
412308,0.3251705940170405,0.6265263696827674,Polis,Democrat,moderate Democratic leader,31,510,222,465,house
412259,0.2505372133415043,0.6965043813751949,Speier,Democrat,moderate Democratic leader,29,444,242,785,house
412318,0.3009318653264177,0.5255784705332315,Titus,Democrat,rank-and-file Democrat,16,430,137,237,house
412254,0.27794313837727663,0.3044371336589982,Tsongas,Democrat,moderate Democratic follower,5,354,82,106,house
412278,0.8308808024674944,0.9224703289476436,Guthrie,Republican,moderate Republican leader,23,219,375,845,house
400219,0.621868715149116,0.714055346510058,King [NY2],Republican,centrist Republican,28,420,221,467,house
400244,0.602478657519855,0.43218941766568114,LoBiondo,Republican,centrist Republican,8,219,102,137,house
400367,0.9929263401312708,0.6310724415248932,Sessions,Republican,conservative Republican,39,379,149,187,house
400618,0.504077673365983,0.17465346916474978,Costa,Democrat,centrist Democratic follower,4,281,17,17,house
412196,0.6907664507477119,0.6864929498355725,Buchanan,Republican,rank-and-file Republican,18,123,275,343,house
412400,0.8376727069074608,0.4935263772366953,Crawford,Republican,rank-and-file Republican,12,144,99,146,house
412536,0.789654986745232,0.8167614712501807,Davis [IL13],Republican,moderate Republican leader,24,322,327,589,house
400100,0.3471999238026032,0.6200639112902844,DeFazio,Democrat,moderate Democratic leader,47,541,226,633,house
412482,0.9186589641490005,0.3993543744342183,Farenthold,Republican,conservative Republican,16,276,45,53,house
400361,0.27458110560009935,0.5287346837422678,Schiff,Democrat,rank-and-file Democrat,16,415,161,316,house
400414,0.6464333103735311,0.5941846611310468,Upton,Republican,centrist Republican,11,168,36,39,house
412515,0.7670535685718973,0.6721929048463671,Valadao,Republican,rank-and-file Republican,6,281,336,381,house
412255,0.8227229507156151,0.42121643562798095,Wittman,Republican,rank-and-file Republican,20,260,90,123,house
400440,0.722493008827191,0.6101133317229775,Young [AK0],Republican,rank-and-file Republican,71,271,212,360,house
400404,0.7138314764675527,0.5027670201037748,Thornberry,Republican,rank-and-file Republican,12,89,82,110,house
400046,0.7668354051044779,0.8286411969859929,Brady [TX8],Republican,moderate Republican leader,14,99,97,153,house
400052,0.8279147715196493,0.7244171104885565,Burgess,Republican,rank-and-file Republican,48,173,131,177,house
400077,0.8261178303377552,0.4597354224273508,Cole,Republican,rank-and-file Republican,24,343,106,121,house
400655,0.8303683544834854,0.82762730442321,Conaway,Republican,moderate Republican leader,24,124,305,650,house
412280,0.8315332042897035,0.7315072839251268,Harper,Republican,rank-and-file Republican,29,193,228,413,house
400175,0.8653806735772378,0.16664003085198004,Hensarling,Republican,lonley conservative Republican follower,3,133,41,41,house
412419,0.7448836799113854,0.6421899291485671,Labrador,Republican,rank-and-file Republican,9,108,91,131,house
412445,0.885344057796079,0.6635306099421581,Long,Republican,conservative Republican,12,180,181,237,house
412292,0.8785066169756957,0.750668636698654,Luetkemeyer,Republican,conservative Republican leader,19,228,133,237,house
412295,0.8630629664173355,0.6458896801743573,McClintock,Republican,conservative Republican,10,199,194,290,house
412487,0.7950227494762926,0.8584029435443752,McKinley,Republican,moderate Republican leader,38,263,334,950,house
412552,0.934212086776392,0.7316297473899903,Meadows,Republican,conservative Republican,50,356,123,237,house
412426,0.9650116711595357,0.6687737547743262,Rokita,Republican,conservative Republican,21,354,155,270,house
412311,0.759558011276886,0.3637314421585301,Rooney [FL17],Republican,rank-and-file Republican,9,203,51,57,house
400376,0.7069574353601251,0.5072034669069848,Simpson,Republican,rank-and-file Republican,15,106,103,115,house
412538,0.8230609325415258,0.6463988562631058,Walorski,Republican,rank-and-file Republican,21,260,172,220,house
412395,0.8875612023661059,0.4187662608955481,Brooks [AL5],Republican,conservative Republican,10,191,37,51,house
400340,0.6638625829372049,0.22220943709068713,Rogers [KY5],Republican,centrist Republican follower,6,88,41,41,house
412576,0.3626762856511322,0.40064756020519277,Castro,Democrat,rank-and-file Democrat,19,210,111,157,house
412529,0.3334720660136642,0.5804045147673359,Frankel,Democrat,rank-and-file Democrat,14,301,204,425,house
412532,0.3843435653341845,0.6466199344374927,Gabbard,Democrat,moderate Democratic leader,23,346,203,369,house
412382,0.2947546918722868,0.5068962736572206,Garamendi,Democrat,rank-and-file Democrat,10,503,245,362,house
400233,0.3808677586559991,0.680740514210171,Larson,Democrat,moderate Democratic leader,8,325,193,469,house
412575,0.341765289146586,0.4073328330736448,O’Rourke,Democrat,rank-and-file Democrat,27,371,115,192,house
412569,0.8367699883427041,0.43174127663879747,Perry,Republican,rank-and-file Republican,20,199,64,73,house
412567,0.8274798431599466,0.26500444529602263,Bridenstine,Republican,moderate Republican follower,1,83,1,1,house
400057,0.7823468448072168,0.42230027153920247,Calvert,Republican,rank-and-file Republican,16,181,121,166,house
412513,0.7561577001429572,0.4656350576118525,Cook,Republican,rank-and-file Republican,18,288,133,174,house
412553,0.7808331650918177,0.5886259697368497,Holding,Republican,rank-and-file Republican,14,144,148,196,house
412460,0.8849229746219821,0.48930092545959825,Johnson [OH6],Republican,conservative Republican,13,254,161,203,house
412421,0.723826558967979,0.7340791759809824,Kinzinger,Republican,rank-and-file Republican,22,189,233,359,house
412560,0.2662707514395904,0.6344204998786634,Meng,Democrat,moderate Democratic leader,56,431,254,736,house
412580,0.40510860623651146,0.11983365190879568,Vela,Democrat,centrist Democratic follower,6,307,30,37,house
412525,0.9088679899906766,0.8464348895190976,Yoho,Republican,conservative Republican leader,25,297,389,821,house
400160,0.45550167573167144,0.4591948616002521,Green [TX29],Democrat,centrist Democrat,14,355,133,164,house
400641,0.3282030364840475,0.36506743572128214,Higgins [NY26],Democrat,rank-and-file Democrat,9,392,66,78,house
412506,0.22129557643924178,0.4618737674581721,Payne,Democrat,progressive Democrat,19,530,119,216,house
400363,0.4550187480913228,0.36532304018897677,Scott [GA13],Democrat,centrist Democrat,8,280,140,230,house
412211,0.2941884011995938,0.3872350801963844,Yarmuth,Democrat,rank-and-file Democrat,8,406,75,108,house
400090,0.20718942679581703,0.4114729508246377,Cummings,Democrat,progressive Democrat,20,391,140,278,house
400196,0.6657882546867206,0.716735050555153,Issa,Republican,centrist Republican,36,155,217,433,house
412469,0.8414063104276013,0.5654891252032366,Barletta,Republican,rank-and-file Republican,20,259,54,94,house
400158,0.8037172085745666,0.8309475089000575,Graves [MO6],Republican,moderate Republican leader,14,149,299,403,house
412256,0.8987120014119938,0.7408459932962119,Latta,Republican,conservative Republican leader,29,202,119,201,house
400285,0.7398968403651669,0.680084035622648,Murphy [PA18],Republican,rank-and-file Republican,5,111,103,131,house
412310,0.973054020611422,0.9263912677887699,Roe,Republican,conservative Republican leader,37,309,382,1147,house
412570,0.8424620227789541,0.520850746759658,Rothfus,Republican,rank-and-file Republican,18,208,109,178,house
412519,0.39758045472363585,0.43636635459946166,Ruiz,Democrat,centrist Democrat,36,261,162,269,house
400380,0.6687743349141072,0.9365566245990795,Smith [NJ4],Republican,moderate Republican leader,47,256,348,896,house
412600,0.2282069782279255,0.6918617602518901,Clark,Democrat,progressive Democratic leader,18,469,282,642,house
412516,0.31305797272737357,0.47612750565291057,Brownley,Democrat,rank-and-file Democrat,30,514,134,235,house
400087,0.298715952336208,0.653773576373194,Crowley,Democrat,moderate Democratic leader,46,328,223,493,house
412385,0.3082599780076811,0.6448329746122491,Deutch,Democrat,moderate Democratic leader,24,440,187,359,house
412566,0.7784411609624209,0.45006545551102506,Joyce,Republican,rank-and-file Republican,12,245,168,252,house
400232,0.30455649298720444,0.41214707425036334,Larsen,Democrat,rank-and-file Democrat,11,308,141,216,house
412466,0.6755935220388728,0.7110516594872971,Meehan,Republican,rank-and-file Republican,15,281,208,302,house
412307,0.2719640290096105,0.35282680913365005,Pingree,Democrat,rank-and-file Democrat,13,595,107,192,house
400352,0.3424160504943651,0.4567590021495543,Ryan [OH13],Democrat,rank-and-file Democrat,26,665,134,239,house
412509,0.5673281682975805,0.34101578447737707,Sinema,Democrat,centrist Democrat,15,461,79,118,house
400623,0.25595084705728083,0.48171950844002626,Wasserman Schultz,Democrat,rank-and-file Democrat,12,585,130,219,house
412239,0.3337303974209492,0.41733110446645766,Welch,Democrat,rank-and-file Democrat,38,568,145,231,house
412541,0.89184247298496,0.7358302659873266,Barr,Republican,conservative Republican leader,26,268,267,471,house
400030,0.44147569759023947,0.34646855570228724,Bishop [GA2],Democrat,centrist Democrat,4,345,51,51,house
400032,0.9502611945211994,0.7901573684040332,Blackburn,Republican,conservative Republican leader,32,243,233,504,house
412601,0.8654302481150407,0.582068547849695,Byrne,Republican,conservative Republican,25,270,159,202,house
400074,0.29212842694506375,0.3279946260530743,Clay,Democrat,rank-and-file Democrat,7,395,80,102,house
412477,0.9061640748718705,0.45638931832206825,DesJarlais,Republican,conservative Republican,7,217,30,49,house
400114,0.3799700098855915,0.463557356305617,Doyle,Democrat,rank-and-file Democrat,7,292,198,282,house
412327,0.273154625359436,0.39998445756879464,Fudge,Democrat,rank-and-file Democrat,11,290,118,183,house
412463,0.8851766602415377,0.503306438443965,Gibbs,Republican,conservative Republican,11,225,123,195,house
412485,0.7606270632194381,0.761544122408985,Griffith,Republican,moderate Republican leader,31,173,277,526,house
400341,0.789500433607361,0.26215486070618604,Rogers [AL3],Republican,moderate Republican follower,8,121,48,52,house
412396,0.39785972263192726,0.6800755585024222,Sewell,Democrat,centrist Democratic leader,8,357,199,253,house
409888,0.7266124277545254,0.6197671634050638,Shuster,Republican,rank-and-file Republican,11,125,57,78,house
412581,0.8501904452775845,0.7121115046958629,Stewart,Republican,rank-and-file Republican,14,204,321,452,house
400402,0.3613790319355683,0.3933645159339384,Thompson [MS2],Democrat,rank-and-file Democrat,19,341,155,312,house
400411,0.731279912757188,0.6736761815728045,Turner,Republican,rank-and-file Republican,16,200,96,108,house
412564,0.8257486542081274,0.5303194413281042,Wenstrup,Republican,rank-and-file Republican,16,165,234,339,house
412584,0.36938589160405166,0.4381842953661556,Heck,Democrat,rank-and-file Democrat,11,362,118,175,house
400290,0.20641280701539447,0.37446854913589867,Napolitano,Democrat,progressive Democrat,9,641,131,203,house
412472,1,0.6381685503616521,Duncan [SC3],Republican,conservative Republican,10,300,195,315,house
400644,0.7274219718135848,0.6374982162560717,McHenry,Republican,rank-and-file Republican,12,69,231,327,house
400124,0.29582355229033136,0.47486317590676197,Eshoo,Democrat,rank-and-file Democrat,15,512,199,325,house
400663,0.2960795562679165,0.4009528275334798,Matsui,Democrat,rank-and-file Democrat,10,426,110,152,house
400230,0.28354920965614167,0.5516930611407473,Langevin,Democrat,rank-and-file Democrat,41,441,207,427,house
