ID,ideology,leadership,name,party,description,introduced_bills_115,cosponsored_bills_115,unique_cosponsors_115,total_cosponsors_115
412738,0.7544549526065897,0.2877480383793147,Norman,Republican,moderate Republican follower,31,303,80,115
412682,0.4786339898952032,0.2690551722592782,O’Halleran,Democrat,centrist Democratic follower,21,330,136,182
412724,0.6327220241510694,0.1982240079916311,Kustoff,Republican,centrist Republican follower ,13,122,66,75
412745,0.6039954705827496,0.17501553819720936,Lesko,Republican,centrist Republican follower ,3,96,45,51
412735,0.6401398332095768,0.04845953570214489,Estes,Republican,centrist Republican follower ,9,125,7,15
412736,0.6407029400288089,0.053435496906169666,Gianforte,Republican,centrist Republican follower ,15,150,16,18
412703,0.6026466228208788,0.15061164734485247,Hollingsworth,Republican,centrist Republican follower ,8,115,41,48
412747,0.4979027643324055,0.013285067838915083,Balderson,Republican,centrist Republican follower ,0,9,0,0
412740,0.5867508695140166,0.1050079132451873,Curtis,Republican,centrist Republican follower ,10,102,26,45
412726,0.676863281847517,0.09983153309332851,Arrington,Republican,moderate Republican follower,10,167,28,40
412737,0.6134783643646418,0.03581596725596627,Handel,Republican,centrist Republican follower ,5,118,8,8
412751,0.4712125786111831,0.008714378578870334,Wild,Democrat,centrist Democratic follower,1,13,0,0
412746,0.5435321790727409,0.0,Cloud,Republican,centrist Republican follower ,0,28,0,0
412748,0.4941475273585969,0.013285067838915083,Hern,Republican,centrist Republican follower ,0,3,0,0
412750,0.46854441415585835,0.007411337904372024,Scanlon,Democrat,centrist Democratic follower,1,14,0,0
412752,0.48556845025047646,0.016418297240197666,Jones [MI13],Democrat,centrist Democratic follower,2,4,1,2

