date,race,close,prob
2018-08-28,WV-S1,0.76,0.8556
2018-08-29,AZ-S1,0.52,0.7236
2018-08-29,CA-10,0.65,0.6938
2018-08-29,CA-12,0.95,1
2018-08-29,CA-21,0.32999999999999996,0.34
2018-08-29,CA-22,0.20999999999999996,0.0435
2018-08-29,CA-25,0.64,0.7304
2018-08-29,CA-39,0.5,0.4895
2018-08-29,CA-45,0.5900000000000001,0.5592
2018-08-29,CA-48,0.63,0.6566
2018-08-29,CA-49,0.77,0.8081
2018-08-29,CA-50,0.45999999999999996,0.1117
2018-08-29,CA-S1,0.9,1
2018-08-29,CO-05,0.030000000000000027,0.0198
2018-08-29,CO-06,0.62,0.6276
2018-08-29,CT-05,0.96,0.9682
2018-08-29,FL-15,0.17,0.2652
2018-08-29,FL-17,0.01,0.0028
2018-08-29,FL-26,0.48,0.4038
2018-08-29,FL-27,0.86,0.9755
2018-08-29,FL-S1,0.44,0.6095
2018-08-29,IL-06,0.43999999999999995,0.2326
2018-08-29,IL-12,0.53,0.367
2018-08-29,IL-13,0.26,0.2911
2018-08-29,IN-S1,0.42,0.835
2018-08-29,MA-S1,0.96,0.9991
2018-08-29,MD-06,0.97,0.9908
2018-08-29,ME-S1,0.040000000000000036,0
2018-08-29,MI-08,0.44,0.4057
2018-08-29,MI-11,0.65,0.663
2018-08-29,MI-S1,0.78,0.9868
2018-08-29,MN-01,0.59,0.3323
2018-08-29,MN-02,0.6,0.7924
2018-08-29,MN-03,0.48,0.6283
2018-08-29,MN-08,0.57,0.363
2018-08-29,MN-S1,0.84,0.9974
2018-08-29,MO-S1,0.6,0.6892
2018-08-29,MS-03,0.03,0.0049
2018-08-29,MS-S2,0.12,0.132
2018-08-29,MT-S1,0.63,0.8838
2018-08-29,NC-09,0.65,0.5784
2018-08-29,NC-13,0.35,0.371
2018-08-29,ND-S1,0.37,0.5879
2018-08-29,NE-02,0.43999999999999995,0.5602
2018-08-29,NE-S1,0.07999999999999996,0.0392
2018-08-29,NH-01,0.77,0.7938
2018-08-29,NJ-02,0.94,0.8866
2018-08-29,NJ-03,0.44999999999999996,0.413
2018-08-29,NJ-07,0.6,0.6216
2018-08-29,NJ-11,0.79,0.7243
2018-08-29,NJ-S1,0.7,0.9168
2018-08-29,NM-S1,0.82,0.9847
2018-08-29,NV-03,0.85,0.6698
2018-08-29,NV-04,0.84,0.849
2018-08-29,NV-S1,0.62,0.5421
2018-08-29,NY-01,0.16,0.0977
2018-08-29,NY-09,0.98,1
2018-08-29,NY-14,0.97,1
2018-08-29,NY-19,0.61,0.4799
2018-08-29,NY-27,0.91,0.1674
2018-08-29,OH-01,0.36,0.5679
2018-08-29,OH-12,0.39,0.4465
2018-08-29,OH-S1,0.86,0.9523
2018-08-29,PA-01,0.42000000000000004,0.2325
2018-08-29,PA-06,0.96,0.9826
2018-08-29,PA-09,0.03,0.0064
2018-08-29,PA-15,0.04,0
2018-08-29,PA-17,0.93,0.9737
2018-08-29,PA-S1,0.93,0.9487
2018-08-29,PA-S1,0.87,0.9487
2018-08-29,SC-04,0.02,2e-4
2018-08-29,TN-S1,0.44,0.2889
2018-08-29,TX-05,0.03,5e-4
2018-08-29,TX-06,0.04,0.063
2018-08-29,TX-07,0.51,0.5004
2018-08-29,TX-21,0.11,0.1476
2018-08-29,TX-23,0.5700000000000001,0.7142
2018-08-29,TX-29,0.98,0.9999
2018-08-29,TX-32,0.36,0.118
2018-08-29,TX-S1,0.33999999999999997,0.2835
2018-08-29,VA-02,0.43,0.2058
2018-08-29,VA-06,0.05,0.0032
2018-08-29,VA-07,0.43000000000000005,0.3038
2018-08-29,VA-10,0.8,0.7435
2018-08-29,VA-S1,0.97,0.9837
2018-08-29,VT-S1,0.95,1
2018-08-29,WA-08,0.62,0.5017
2018-08-29,WI-01,0.35,0.2527
2018-08-29,WI-S1,0.79,0.944
2018-08-29,WV-03,0.45,0.0619
2018-08-29,WV-S1,0.71,0.8634
2018-08-30,AZ-S1,0.47,0.7397
2018-08-30,CA-10,0.65,0.7043
2018-08-30,CA-12,0.95,1
2018-08-30,CA-21,0.32999999999999996,0.3512
2018-08-30,CA-22,0.21999999999999997,0.0446
2018-08-30,CA-25,0.64,0.7406
2018-08-30,CA-39,0.5,0.5005
2018-08-30,CA-45,0.5900000000000001,0.5659
2018-08-30,CA-48,0.62,0.6647
2018-08-30,CA-49,0.78,0.8163
2018-08-30,CA-50,0.37,0.148
2018-08-30,CA-S1,0.93,1
2018-08-30,CO-05,0.030000000000000027,0.0203
2018-08-30,CO-06,0.62,0.6395
2018-08-30,CT-05,0.96,0.9704
2018-08-30,FL-15,0.17,0.2769
2018-08-30,FL-17,0.01,0.0024
2018-08-30,FL-26,0.30000000000000004,0.4087
2018-08-30,FL-27,0.86,0.9774
2018-08-30,FL-S1,0.45,0.5796
2018-08-30,IA-01,0.64,0.8725
2018-08-30,IL-06,0.43999999999999995,0.2436
2018-08-30,IL-12,0.53,0.3812
2018-08-30,IL-13,0.26,0.3058
2018-08-30,IN-S1,0.42,0.8393
2018-08-30,MA-S1,0.96,0.9991
2018-08-30,MD-06,0.97,0.9919
2018-08-30,ME-S1,0.040000000000000036,0
2018-08-30,MI-08,0.44,0.4195
2018-08-30,MI-11,0.65,0.6754
2018-08-30,MI-S1,0.78,0.9876
2018-08-30,MN-01,0.59,0.3476
2018-08-30,MN-02,0.64,0.8026
2018-08-30,MN-03,0.48,0.6441
2018-08-30,MN-08,0.57,0.3785
2018-08-30,MN-S1,0.75,0.9972
2018-08-30,MO-S1,0.5800000000000001,0.7019
2018-08-30,MS-03,0.03,0.0057
2018-08-30,MS-S2,0.11,0.1688
2018-08-30,MT-S1,0.65,0.8879
2018-08-30,NC-09,0.65,0.6064
2018-08-30,NC-13,0.35,0.3898
2018-08-30,ND-S1,0.41,0.6035
2018-08-30,NE-02,0.43000000000000005,0.5715
2018-08-30,NE-S1,0.09999999999999998,0.0415
2018-08-30,NH-01,0.77,0.8095
2018-08-30,NJ-02,0.94,0.8941
2018-08-30,NJ-03,0.44999999999999996,0.4214
2018-08-30,NJ-07,0.59,0.6306
2018-08-30,NJ-11,0.79,0.7387
2018-08-30,NJ-S1,0.73,0.9155
2018-08-30,NM-S1,0.83,0.9854
2018-08-30,NV-03,0.85,0.6888
2018-08-30,NV-04,0.84,0.8566
2018-08-30,NV-S1,0.62,0.5593
2018-08-30,NY-01,0.15,0.1022
2018-08-30,NY-09,0.98,1
2018-08-30,NY-14,0.97,1
2018-08-30,NY-19,0.51,0.467
2018-08-30,NY-27,0.89,0.1782
2018-08-30,OH-01,0.38,0.5776
2018-08-30,OH-12,0.39,0.4687
2018-08-30,OH-S1,0.87,0.9537
2018-08-30,PA-01,0.32999999999999996,0.2435
2018-08-30,PA-06,0.96,0.9825
2018-08-30,PA-09,0.03,0.0071
2018-08-30,PA-15,0.04,1e-4
2018-08-30,PA-17,0.93,0.9768
2018-08-30,PA-S1,0.93,0.9514
2018-08-30,PA-S1,0.87,0.9514
2018-08-30,SC-04,0.02,3e-4
2018-08-30,TN-S1,0.43,0.2977
2018-08-30,TX-05,0.03,7e-4
2018-08-30,TX-06,0.04,0.0689
2018-08-30,TX-07,0.43000000000000005,0.5084
2018-08-30,TX-21,0.11,0.1535
2018-08-30,TX-23,0.5700000000000001,0.7244
2018-08-30,TX-29,0.98,0.9999
2018-08-30,TX-32,0.30000000000000004,0.1216
2018-08-30,TX-S1,0.35,0.2891
2018-08-30,VA-02,0.35,0.2172
2018-08-30,VA-06,0.05,0.0034
2018-08-30,VA-07,0.31000000000000005,0.3123
2018-08-30,VA-10,0.79,0.7568
2018-08-30,VA-S1,0.96,0.9836
2018-08-30,VT-S1,0.95,1
2018-08-30,WA-08,0.61,0.5181
2018-08-30,WI-01,0.35,0.2647
2018-08-30,WI-S1,0.78,0.9495
2018-08-30,WV-03,0.37,0.0623
2018-08-30,WV-S1,0.74,0.8695
2018-08-31,AZ-S1,0.48,0.74
2018-08-31,CA-10,0.65,0.7114
2018-08-31,CA-12,0.95,1
2018-08-31,CA-21,0.30000000000000004,0.3528
2018-08-31,CA-22,0.19999999999999996,0.0459
2018-08-31,CA-25,0.64,0.7467
2018-08-31,CA-39,0.5,0.5082
2018-08-31,CA-45,0.51,0.5693
2018-08-31,CA-48,0.61,0.6714
2018-08-31,CA-49,0.79,0.8178
2018-08-31,CA-50,0.43999999999999995,0.1472
2018-08-31,CA-S1,0.88,1
2018-08-31,CO-05,0.030000000000000027,0.022
2018-08-31,CO-06,0.5800000000000001,0.6472
2018-08-31,CT-05,0.96,0.9709
2018-08-31,FL-15,0.17,0.2811
2018-08-31,FL-17,0.01,0.003
2018-08-31,FL-26,0.26,0.411
2018-08-31,FL-27,0.86,0.9781
2018-08-31,FL-S1,0.47,0.5775
2018-08-31,IA-01,0.64,0.8793
2018-08-31,IL-06,0.38,0.2474
2018-08-31,IL-12,0.53,0.381
2018-08-31,IL-13,0.26,0.3095
2018-08-31,IN-S1,0.43,0.8406
2018-08-31,MA-S1,0.92,0.9991
2018-08-31,MD-06,0.97,0.9908
2018-08-31,ME-S1,0.040000000000000036,0
2018-08-31,MI-08,0.44,0.4269
2018-08-31,MI-11,0.74,0.6792
2018-08-31,MI-S1,0.78,0.9873
2018-08-31,MN-01,0.59,0.3539
2018-08-31,MN-02,0.45999999999999996,0.8041
2018-08-31,MN-03,0.48,0.6472
2018-08-31,MN-08,0.57,0.3824
2018-08-31,MN-S1,0.75,0.9976
2018-08-31,MO-S1,0.56,0.7037
2018-08-31,MS-03,0.03,0.0056
2018-08-31,MS-S2,0.12,0.1675
2018-08-31,MT-S1,0.64,0.8916
2018-08-31,NC-09,0.65,0.6129
2018-08-31,NC-13,0.35,0.3893
2018-08-31,ND-S1,0.43,0.6077
2018-08-31,NE-02,0.43000000000000005,0.5775
2018-08-31,NE-S1,0.06999999999999995,0.0418
2018-08-31,NH-01,0.77,0.8168
2018-08-31,NJ-02,0.94,0.8947
2018-08-31,NJ-03,0.49,0.4279
2018-08-31,NJ-07,0.59,0.6342
2018-08-31,NJ-11,0.79,0.7433
2018-08-31,NJ-S1,0.73,0.9159
2018-08-31,NM-S1,0.87,0.985
2018-08-31,NV-03,0.85,0.69
2018-08-31,NV-04,0.84,0.8582
2018-08-31,NV-S1,0.62,0.5674
2018-08-31,NY-01,0.15,0.102
2018-08-31,NY-09,0.98,1
2018-08-31,NY-14,0.97,1
2018-08-31,NY-19,0.51,0.4704
2018-08-31,NY-27,0.89,0.1804
2018-08-31,OH-01,0.38,0.5896
2018-08-31,OH-12,0.39,0.4735
2018-08-31,OH-S1,0.84,0.9542
2018-08-31,PA-01,0.4,0.2449
2018-08-31,PA-06,0.96,0.9826
2018-08-31,PA-09,0.03,0.0076
2018-08-31,PA-15,0.04,1e-4
2018-08-31,PA-17,0.93,0.9766
2018-08-31,PA-S1,0.93,0.9513
2018-08-31,PA-S1,0.86,0.9513
2018-08-31,SC-04,0.02,3e-4
2018-08-31,TN-S1,0.42,0.297
2018-08-31,TX-05,0.03,7e-4
2018-08-31,TX-06,0.04,0.0711
2018-08-31,TX-07,0.43000000000000005,0.5156
2018-08-31,TX-21,0.11,0.1593
2018-08-31,TX-23,0.5700000000000001,0.7302
2018-08-31,TX-29,0.98,0.9999
2018-08-31,TX-32,0.31999999999999995,0.1249
2018-08-31,TX-S1,0.33999999999999997,0.2877
2018-08-31,VA-02,0.35,0.2181
2018-08-31,VA-06,0.08,0.0044
2018-08-31,VA-07,0.43000000000000005,0.3181
2018-08-31,VA-10,0.84,0.7581
2018-08-31,VA-S1,0.96,0.9843
2018-08-31,VT-S1,0.96,0.9999
2018-08-31,WA-08,0.55,0.5264
2018-08-31,WI-01,0.35,0.2666
2018-08-31,WI-S1,0.78,0.9473
2018-08-31,WV-03,0.4,0.067
2018-08-31,WV-S1,0.76,0.8728
2018-09-01,AZ-S1,0.45,0.7412
2018-09-01,CA-10,0.65,0.7105
2018-09-01,CA-12,0.95,1
2018-09-01,CA-21,0.30000000000000004,0.3584
2018-09-01,CA-22,0.14,0.0449
2018-09-01,CA-25,0.64,0.7477
2018-09-01,CA-39,0.5,0.5055
2018-09-01,CA-45,0.51,0.5749
2018-09-01,CA-48,0.61,0.6734
2018-09-01,CA-49,0.79,0.8198
2018-09-01,CA-50,0.4,0.1481
2018-09-01,CA-S1,0.88,1
2018-09-01,CO-05,0.040000000000000036,0.0205
2018-09-01,CO-06,0.5800000000000001,0.6433
2018-09-01,CT-05,0.96,0.9706
2018-09-01,FL-15,0.17,0.2822
2018-09-01,FL-17,0.01,0.0032
2018-09-01,FL-26,0.26,0.4159
2018-09-01,FL-27,0.86,0.9769
2018-09-01,FL-S1,0.42,0.5841
2018-09-01,IA-01,0.64,0.8792
2018-09-01,IL-06,0.37,0.2487
2018-09-01,IL-12,0.5,0.384
2018-09-01,IL-13,0.26,0.3081
2018-09-01,IN-S1,0.44,0.8441
2018-09-01,MA-S1,0.96,0.9991
2018-09-01,MD-06,0.97,0.9922
2018-09-01,ME-S1,0.040000000000000036,1e-4
2018-09-01,MI-08,0.44,0.4258
2018-09-01,MI-11,0.74,0.6806
2018-09-01,MI-S1,0.81,0.9877
2018-09-01,MN-01,0.59,0.3509
2018-09-01,MN-02,0.45999999999999996,0.8095
2018-09-01,MN-03,0.48,0.6499
2018-09-01,MN-08,0.57,0.3814
2018-09-01,MN-S1,0.75,0.9974
2018-09-01,MO-S1,0.6,0.7049
2018-09-01,MS-03,0.03,0.006
2018-09-01,MS-S2,0.12,0.1669
2018-09-01,MT-S1,0.62,0.8911
2018-09-01,NC-09,0.65,0.6122
2018-09-01,NC-13,0.35,0.3957
2018-09-01,ND-S1,0.41,0.6062
2018-09-01,NE-02,0.43999999999999995,0.579
2018-09-01,NE-S1,0.06999999999999995,0.041
2018-09-01,NH-01,0.77,0.818
2018-09-01,NJ-02,0.94,0.8953
2018-09-01,NJ-03,0.44999999999999996,0.4299
2018-09-01,NJ-07,0.59,0.6421
2018-09-01,NJ-11,0.79,0.7431
2018-09-01,NJ-S1,0.73,0.918
2018-09-01,NM-S1,0.82,0.986
2018-09-01,NV-03,0.85,0.6942
2018-09-01,NV-04,0.84,0.8601
2018-09-01,NV-S1,0.65,0.5629
2018-09-01,NY-01,0.15,0.106
2018-09-01,NY-09,0.98,1
2018-09-01,NY-14,0.97,1
2018-09-01,NY-19,0.52,0.473
2018-09-01,NY-27,0.81,0.1806
2018-09-01,OH-01,0.38,0.588
2018-09-01,OH-12,0.39,0.4755
2018-09-01,OH-S1,0.86,0.9563
2018-09-01,PA-01,0.37,0.2441
2018-09-01,PA-06,0.96,0.9834
2018-09-01,PA-09,0.03,0.0081
2018-09-01,PA-15,0.04,0
2018-09-01,PA-17,0.93,0.9775
2018-09-01,PA-S1,0.93,0.9521
2018-09-01,PA-S1,0.87,0.9521
2018-09-01,SC-04,0.02,1e-4
2018-09-01,TN-S1,0.45,0.2975
2018-09-01,TX-05,0.04,0.001
2018-09-01,TX-06,0.04,0.0718
2018-09-01,TX-07,0.5,0.5165
2018-09-01,TX-21,0.13,0.159
2018-09-01,TX-23,0.56,0.7313
2018-09-01,TX-29,0.98,0.9999
2018-09-01,TX-32,0.31999999999999995,0.1256
2018-09-01,TX-S1,0.33999999999999997,0.2891
2018-09-01,VA-02,0.35,0.2191
2018-09-01,VA-06,0.08,0.0033
2018-09-01,VA-07,0.43000000000000005,0.3197
2018-09-01,VA-10,0.8,0.763
2018-09-01,VA-S1,0.96,0.9843
2018-09-01,VT-S1,0.96,0.9999
2018-09-01,WA-08,0.55,0.5215
2018-09-01,WI-01,0.36,0.2706
2018-09-01,WI-S1,0.78,0.9512
2018-09-01,WV-03,0.4,0.0647
2018-09-01,WV-S1,0.71,0.8702
2018-09-02,AZ-S1,0.49,0.7315
2018-09-02,CA-10,0.65,0.7007
2018-09-02,CA-12,0.95,1
2018-09-02,CA-21,0.30000000000000004,0.3466
2018-09-02,CA-22,0.15000000000000002,0.0438
2018-09-02,CA-25,0.64,0.7385
2018-09-02,CA-39,0.5,0.4987
2018-09-02,CA-45,0.56,0.5721
2018-09-02,CA-48,0.62,0.6675
2018-09-02,CA-49,0.78,0.8148
2018-09-02,CA-50,0.38,0.1454
2018-09-02,CA-S1,0.92,1
2018-09-02,CO-05,0.040000000000000036,0.0205
2018-09-02,CO-06,0.5800000000000001,0.6356
2018-09-02,CT-05,0.96,0.9687
2018-09-02,FL-15,0.27,0.2701
2018-09-02,FL-17,0.01,0.0028
2018-09-02,FL-26,0.25,0.4067
2018-09-02,FL-27,0.86,0.9768
2018-09-02,FL-S1,0.44,0.5797
2018-09-02,IA-01,0.65,0.873
2018-09-02,IL-06,0.37,0.2375
2018-09-02,IL-12,0.5,0.3752
2018-09-02,IL-13,0.29000000000000004,0.3006
2018-09-02,IN-S1,0.46,0.8383
2018-09-02,MA-S1,0.94,0.999
2018-09-02,MD-06,0.97,0.9902
2018-09-02,ME-S1,0.040000000000000036,0
2018-09-02,MI-08,0.44,0.4149
2018-09-02,MI-11,0.73,0.6737
2018-09-02,MI-S1,0.8,0.9869
2018-09-02,MN-01,0.59,0.3425
2018-09-02,MN-02,0.74,0.8026
2018-09-02,MN-03,0.59,0.6387
2018-09-02,MN-08,0.51,0.3725
2018-09-02,MN-S1,0.82,0.9974
2018-09-02,MO-S1,0.56,0.699
2018-09-02,MS-03,0.03,0.005
2018-09-02,MS-S2,0.12,0.1613
2018-09-02,MT-S1,0.67,0.8897
2018-09-02,NC-09,0.65,0.6021
2018-09-02,NC-13,0.35,0.3875
2018-09-02,ND-S1,0.41,0.6024
2018-09-02,NE-02,0.43999999999999995,0.5725
2018-09-02,NE-S1,0.06999999999999995,0.0407
2018-09-02,NH-01,0.77,0.808
2018-09-02,NJ-02,0.94,0.8927
2018-09-02,NJ-03,0.5,0.4221
2018-09-02,NJ-07,0.6,0.6277
2018-09-02,NJ-11,0.79,0.7367
2018-09-02,NJ-S1,0.73,0.9179
2018-09-02,NM-S1,0.82,0.9858
2018-09-02,NV-03,0.85,0.6866
2018-09-02,NV-04,0.84,0.8561
2018-09-02,NV-S1,0.61,0.5569
2018-09-02,NY-01,0.15,0.1035
2018-09-02,NY-09,0.98,1
2018-09-02,NY-14,0.92,1
2018-09-02,NY-19,0.53,0.467
2018-09-02,NY-27,0.9,0.173
2018-09-02,OH-01,0.38,0.5734
2018-09-02,OH-12,0.39,0.4591
2018-09-02,OH-S1,0.86,0.9549
2018-09-02,PA-01,0.37,0.2387
2018-09-02,PA-06,0.96,0.9811
2018-09-02,PA-09,0.03,0.0069
2018-09-02,PA-15,0.04,0
2018-09-02,PA-17,0.93,0.977
2018-09-02,PA-S1,0.93,0.9515
2018-09-02,PA-S1,0.88,0.9515
2018-09-02,SC-04,0.02,2e-4
2018-09-02,TN-S1,0.42,0.2954
2018-09-02,TX-05,0.04,7e-4
2018-09-02,TX-06,0.08,0.0677
2018-09-02,TX-07,0.48,0.5119
2018-09-02,TX-21,0.13,0.1535
2018-09-02,TX-23,0.64,0.7222
2018-09-02,TX-29,0.98,1
2018-09-02,TX-32,0.39,0.1203
2018-09-02,TX-S1,0.33999999999999997,0.2872
2018-09-02,VA-02,0.32,0.2118
2018-09-02,VA-06,0.08,0.0036
2018-09-02,VA-07,0.33999999999999997,0.3109
2018-09-02,VA-10,0.8,0.755
2018-09-02,VA-S1,0.96,0.9847
2018-09-02,VT-S1,0.96,0.9999
2018-09-02,WA-08,0.55,0.5132
2018-09-02,WI-01,0.39,0.2624
2018-09-02,WI-S1,0.8,0.9476
2018-09-02,WV-03,0.45,0.0616
2018-09-02,WV-S1,0.75,0.8688
2018-09-03,AZ-S1,0.48,0.736
2018-09-03,CA-10,0.5800000000000001,0.7025
2018-09-03,CA-12,0.95,1
2018-09-03,CA-21,0.22999999999999998,0.3467
2018-09-03,CA-22,0.19999999999999996,0.045
2018-09-03,CA-25,0.6,0.7391
2018-09-03,CA-39,0.5,0.4968
2018-09-03,CA-45,0.56,0.5691
2018-09-03,CA-48,0.62,0.6636
2018-09-03,CA-49,0.78,0.8123
2018-09-03,CA-50,0.39,0.1464
2018-09-03,CA-S1,0.92,1
2018-09-03,CO-05,0.040000000000000036,0.021
2018-09-03,CO-06,0.5700000000000001,0.6361
2018-09-03,CT-05,0.96,0.9707
2018-09-03,FL-15,0.27,0.2714
2018-09-03,FL-17,0.01,0.0026
2018-09-03,FL-26,0.30000000000000004,0.4107
2018-09-03,FL-27,0.86,0.9762
2018-09-03,FL-S1,0.44,0.5586
2018-09-03,IA-01,0.62,0.8747
2018-09-03,IL-06,0.37,0.2413
2018-09-03,IL-12,0.5,0.3773
2018-09-03,IL-13,0.29000000000000004,0.2992
2018-09-03,IN-S1,0.44,0.8421
2018-09-03,MA-S1,0.94,0.9989
2018-09-03,MD-06,0.97,0.9911
2018-09-03,ME-S1,0.040000000000000036,0
2018-09-03,MI-08,0.43,0.4183
2018-09-03,MI-11,0.73,0.6711
2018-09-03,MI-S1,0.79,0.9873
2018-09-03,MN-01,0.57,0.3434
2018-09-03,MN-02,0.64,0.8019
2018-09-03,MN-03,0.59,0.6401
2018-09-03,MN-08,0.55,0.3773
2018-09-03,MN-S1,0.82,0.9973
2018-09-03,MO-S1,0.5800000000000001,0.7
2018-09-03,MS-03,0.03,0.0055
2018-09-03,MS-S2,0.12,0.1627
2018-09-03,MT-S1,0.67,0.8915
2018-09-03,NC-09,0.65,0.6029
2018-09-03,NC-13,0.35,0.3877
2018-09-03,ND-S1,0.4,0.5962
2018-09-03,NE-02,0.43000000000000005,0.5722
2018-09-03,NE-S1,0.06999999999999995,0.0403
2018-09-03,NH-01,0.77,0.8115
2018-09-03,NJ-02,0.94,0.8926
2018-09-03,NJ-03,0.48,0.4205
2018-09-03,NJ-07,0.6,0.6304
2018-09-03,NJ-11,0.79,0.7392
2018-09-03,NJ-S1,0.73,0.9183
2018-09-03,NM-S1,0.82,0.9857
2018-09-03,NV-03,0.85,0.6861
2018-09-03,NV-04,0.84,0.8549
2018-09-03,NV-S1,0.6,0.5573
2018-09-03,NY-01,0.15,0.103
2018-09-03,NY-09,0.99,1
2018-09-03,NY-14,0.94,1
2018-09-03,NY-19,0.54,0.4684
2018-09-03,NY-27,0.72,0.1736
2018-09-03,OH-01,0.36,0.5759
2018-09-03,OH-12,0.39,0.4616
2018-09-03,OH-S1,0.86,0.9555
2018-09-03,PA-01,0.37,0.238
2018-09-03,PA-06,0.96,0.9826
2018-09-03,PA-09,0.03,0.0067
2018-09-03,PA-15,0.04,0
2018-09-03,PA-17,0.85,0.975
2018-09-03,PA-S1,0.93,0.9521
2018-09-03,PA-S1,0.88,0.9521
2018-09-03,SC-04,0.02,2e-4
2018-09-03,TN-S1,0.42,0.294
2018-09-03,TX-05,0.06,8e-4
2018-09-03,TX-06,0.08,0.0663
2018-09-03,TX-07,0.48,0.5065
2018-09-03,TX-21,0.17,0.1512
2018-09-03,TX-23,0.64,0.7226
2018-09-03,TX-29,0.98,0.9999
2018-09-03,TX-32,0.32999999999999996,0.1205
2018-09-03,TX-S1,0.37,0.2861
2018-09-03,VA-02,0.41,0.2103
2018-09-03,VA-06,0.08,0.0033
2018-09-03,VA-07,0.36,0.3118
2018-09-03,VA-10,0.8,0.757
2018-09-03,VA-S1,0.96,0.9855
2018-09-03,VT-S1,0.96,0.9998
2018-09-03,WA-08,0.59,0.5132
2018-09-03,WI-01,0.39,0.2611
2018-09-03,WI-S1,0.78,0.9476
2018-09-03,WV-03,0.45,0.0615
2018-09-03,WV-S1,0.76,0.8694
2018-09-04,AZ-S1,0.48,0.734
2018-09-04,CA-10,0.5800000000000001,0.7087
2018-09-04,CA-12,0.96,1
2018-09-04,CA-21,0.21999999999999997,0.353
2018-09-04,CA-22,0.19999999999999996,0.0447
2018-09-04,CA-25,0.61,0.7457
2018-09-04,CA-39,0.5,0.5029
2018-09-04,CA-45,0.56,0.5705
2018-09-04,CA-48,0.63,0.6701
2018-09-04,CA-49,0.77,0.8176
2018-09-04,CA-50,0.38,0.1483
2018-09-04,CA-S1,0.91,1
2018-09-04,CO-05,0.040000000000000036,0.0205
2018-09-04,CO-06,0.5700000000000001,0.645
2018-09-04,CT-05,0.96,0.9706
2018-09-04,FL-15,0.27,0.2715
2018-09-04,FL-17,0.01,0.0032
2018-09-04,FL-26,0.30000000000000004,0.4086
2018-09-04,FL-27,0.86,0.9003
2018-09-04,FL-S1,0.44,0.5558
2018-09-04,IA-01,0.6699999999999999,0.8748
2018-09-04,IL-06,0.41000000000000003,0.2481
2018-09-04,IL-12,0.5,0.3783
2018-09-04,IL-13,0.29000000000000004,0.3075
2018-09-04,IN-S1,0.4,0.838
2018-09-04,MA-S1,0.94,0.999
2018-09-04,MD-06,0.97,0.9912
2018-09-04,ME-S1,0.040000000000000036,0
2018-09-04,MI-08,0.43,0.4243
2018-09-04,MI-11,0.7,0.6771
2018-09-04,MI-S1,0.81,0.9865
2018-09-04,MN-01,0.57,0.3445
2018-09-04,MN-02,0.64,0.8091
2018-09-04,MN-03,0.63,0.6465
2018-09-04,MN-08,0.55,0.3757
2018-09-04,MN-S1,0.82,0.9974
2018-09-04,MO-S1,0.5700000000000001,0.6984
2018-09-04,MS-03,0.03,0.0056
2018-09-04,MS-S2,0.12,0.1616
2018-09-04,MT-S1,0.65,0.8888
2018-09-04,NC-09,0.65,0.6033
2018-09-04,NC-13,0.35,0.3846
2018-09-04,ND-S1,0.39,0.6007
2018-09-04,NE-02,0.44999999999999996,0.5773
2018-09-04,NE-S1,0.06999999999999995,0.0413
2018-09-04,NH-01,0.77,0.8131
2018-09-04,NJ-02,0.9,0.8937
2018-09-04,NJ-03,0.51,0.4278
2018-09-04,NJ-07,0.63,0.6348
2018-09-04,NJ-11,0.85,0.7376
2018-09-04,NJ-S1,0.75,0.9172
2018-09-04,NM-S1,0.82,0.9864
2018-09-04,NV-03,0.85,0.6906
2018-09-04,NV-04,0.84,0.8576
2018-09-04,NV-S1,0.65,0.5604
2018-09-04,NY-01,0.2,0.1063
2018-09-04,NY-09,0.99,1
2018-09-04,NY-14,0.94,1
2018-09-04,NY-19,0.5,0.478
2018-09-04,NY-27,0.85,0.1768
2018-09-04,OH-01,0.36,0.586
2018-09-04,OH-12,0.39,0.4728
2018-09-04,OH-S1,0.8,0.9027
2018-09-04,PA-01,0.37,0.2447
2018-09-04,PA-06,0.96,0.9827
2018-09-04,PA-09,0.03,0.008
2018-09-04,PA-15,0.04,1e-4
2018-09-04,PA-17,0.85,0.977
2018-09-04,PA-S1,0.93,0.9517
2018-09-04,PA-S1,0.8,0.9517
2018-09-04,SC-04,0.02,2e-4
2018-09-04,TN-S1,0.41,0.2941
2018-09-04,TX-05,0.05,9e-4
2018-09-04,TX-06,0.08,0.0663
2018-09-04,TX-07,0.48,0.5145
2018-09-04,TX-21,0.17,0.1879
2018-09-04,TX-23,0.65,0.7252
2018-09-04,TX-29,0.98,0.9999
2018-09-04,TX-32,0.32999999999999996,0.1239
2018-09-04,TX-S1,0.35,0.2892
2018-09-04,VA-02,0.42,0.221
2018-09-04,VA-06,0.08,0.004
2018-09-04,VA-07,0.43999999999999995,0.3176
2018-09-04,VA-10,0.81,0.7603
2018-09-04,VA-S1,0.96,0.9842
2018-09-04,VT-S1,0.96,1
2018-09-04,WA-08,0.55,0.5171
2018-09-04,WI-01,0.37,0.2651
2018-09-04,WI-S1,0.78,0.948
2018-09-04,WV-03,0.4,0.0617
2018-09-04,WV-S1,0.7,0.8702
2018-09-05,AZ-S1,0.51,0.7373
2018-09-05,CA-10,0.5800000000000001,0.7079
2018-09-05,CA-12,0.94,1
2018-09-05,CA-21,0.21999999999999997,0.3499
2018-09-05,CA-22,0.27,0.0439
