date,race,method,prob,winner,correct
2018-08-21,FL-15,market,0.15,FALSE,TRUE
2018-08-21,FL-17,model,0.0028,FALSE,TRUE
2018-08-21,FL-17,market,0.09,FALSE,TRUE
2018-08-21,FL-26,model,0.3803,TRUE,FALSE
2018-08-21,FL-26,market,0.49,TRUE,FALSE
2018-08-21,FL-27,model,0.9731,TRUE,TRUE
2018-08-21,FL-27,market,0.91,TRUE,TRUE
2018-08-21,FL-S1,model,0.5933,FALSE,FALSE
2018-08-21,FL-S1,market,0.46,FALSE,TRUE
2018-08-21,IL-06,model,0.2151,TRUE,FALSE
2018-08-21,IL-06,market,0.6799999999999999,TRUE,TRUE
2018-08-21,IL-12,model,0.3529,FALSE,TRUE
2018-08-21,IL-12,market,0.49,FALSE,TRUE
2018-08-21,IL-13,model,0.2801,FALSE,TRUE
2018-08-21,IL-13,market,0.22999999999999998,FALSE,TRUE
2018-08-21,IN-S1,model,0.8548,FALSE,FALSE
2018-08-21,IN-S1,market,0.43,FALSE,TRUE
2018-08-21,MA-S1,model,0.9987,TRUE,TRUE
2018-08-21,MA-S1,market,0.93,TRUE,TRUE
2018-08-21,MD-06,model,0.988,TRUE,TRUE
2018-08-21,MD-06,market,0.97,TRUE,TRUE
2018-08-21,ME-S1,model,0,TRUE,FALSE
2018-08-21,ME-S1,market,0.030000000000000027,TRUE,FALSE
2018-08-21,MI-08,model,0.3932,TRUE,FALSE
2018-08-21,MI-08,market,0.48,TRUE,FALSE
2018-08-21,MI-11,model,0.6422,TRUE,TRUE
2018-08-21,MI-11,market,0.67,TRUE,TRUE
2018-08-21,MI-S1,model,0.9851,TRUE,TRUE
2018-08-21,MI-S1,market,0.83,TRUE,TRUE
2018-08-21,MN-01,model,0.4426,FALSE,TRUE
2018-08-21,MN-01,market,0.51,FALSE,FALSE
2018-08-21,MN-02,model,0.7808,TRUE,TRUE
2018-08-21,MN-02,market,0.24,TRUE,FALSE
2018-08-21,MN-03,model,0.6116,TRUE,TRUE
2018-08-21,MN-03,market,0.59,TRUE,TRUE
2018-08-21,MN-08,model,0.3452,FALSE,TRUE
2018-08-21,MN-08,market,0.52,FALSE,FALSE
2018-08-21,MN-S1,model,0.9972,TRUE,TRUE
2018-08-21,MN-S1,market,0.84,TRUE,TRUE
2018-08-21,MO-S1,model,0.6964,FALSE,FALSE
2018-08-21,MO-S1,market,0.54,FALSE,FALSE
2018-08-21,MS-03,model,0.0048,FALSE,TRUE
2018-08-21,MS-03,market,0.1,FALSE,TRUE
2018-08-21,MS-S2,model,0.1303,FALSE,TRUE
2018-08-21,MS-S2,market,0.09,FALSE,TRUE
2018-08-21,MT-S1,model,0.8882,TRUE,TRUE
2018-08-21,MT-S1,market,0.65,TRUE,TRUE
2018-08-21,NC-09,model,0.5779,NA,NA
2018-08-21,NC-09,market,0.57,NA,NA
2018-08-21,NC-13,model,0.3643,FALSE,TRUE
2018-08-21,NC-13,market,0.5,FALSE,TRUE
2018-08-21,ND-S1,model,0.5714,FALSE,FALSE
2018-08-21,ND-S1,market,0.4,FALSE,TRUE
2018-08-21,NE-02,model,0.5437,FALSE,FALSE
2018-08-21,NE-02,market,0.5,FALSE,TRUE
2018-08-21,NE-S1,model,0.0375,FALSE,TRUE
2018-08-21,NE-S1,market,0.050000000000000044,FALSE,TRUE
2018-08-21,NH-01,model,0.7848,TRUE,TRUE
2018-08-21,NH-01,market,0.82,TRUE,TRUE
2018-08-21,NJ-02,model,0.8729,TRUE,TRUE
2018-08-21,NJ-02,market,0.9,TRUE,TRUE
2018-08-21,NJ-07,model,0.6024,TRUE,TRUE
2018-08-21,NJ-07,market,0.69,TRUE,TRUE
2018-08-21,NJ-11,model,0.7071,TRUE,TRUE
2018-08-21,NJ-11,market,0.8,TRUE,TRUE
2018-08-21,NJ-S1,model,0.9189,TRUE,TRUE
2018-08-21,NJ-S1,market,0.75,TRUE,TRUE
2018-08-21,NM-S1,model,0.9839,TRUE,TRUE
2018-08-21,NM-S1,market,0.85,TRUE,TRUE
2018-08-21,NV-03,model,0.6571,TRUE,TRUE
2018-08-21,NV-03,market,0.89,TRUE,TRUE
2018-08-21,NV-04,model,0.8354,TRUE,TRUE
2018-08-21,NV-04,market,0.82,TRUE,TRUE
2018-08-21,NV-S1,model,0.5357,TRUE,TRUE
2018-08-21,NV-S1,market,0.64,TRUE,TRUE
2018-08-21,NY-01,model,0.093,FALSE,TRUE
2018-08-21,NY-01,market,0.22,FALSE,TRUE
2018-08-21,NY-09,model,1,TRUE,TRUE
2018-08-21,NY-09,market,0.98,TRUE,TRUE
2018-08-21,NY-14,model,1,TRUE,TRUE
2018-08-21,NY-14,market,0.96,TRUE,TRUE
2018-08-21,NY-19,model,0.5067,TRUE,TRUE
2018-08-21,NY-19,market,0.56,TRUE,TRUE
2018-08-21,OH-S1,model,0.9485,TRUE,TRUE
2018-08-21,OH-S1,market,0.87,TRUE,TRUE
2018-08-21,PA-06,model,0.9787,TRUE,TRUE
2018-08-21,PA-06,market,0.96,TRUE,TRUE
2018-08-21,PA-09,model,0.0068,FALSE,TRUE
2018-08-21,PA-09,market,0.03,FALSE,TRUE
2018-08-21,PA-15,model,0,FALSE,TRUE
2018-08-21,PA-15,market,0.08,FALSE,TRUE
2018-08-21,PA-17,model,0.9721,TRUE,TRUE
2018-08-21,PA-17,market,0.94,TRUE,TRUE
2018-08-21,PA-S1,model,0.9449,TRUE,TRUE
2018-08-21,PA-S1,market,0.92,TRUE,TRUE
2018-08-21,PA-S1,market,0.9,TRUE,TRUE
2018-08-21,SC-04,model,3e-4,FALSE,TRUE
2018-08-21,SC-04,market,0.02,FALSE,TRUE
2018-08-21,TN-S1,model,0.2561,FALSE,TRUE
2018-08-21,TN-S1,market,0.46,FALSE,TRUE
2018-08-21,TX-05,model,8e-4,FALSE,TRUE
2018-08-21,TX-05,market,0.03,FALSE,TRUE
2018-08-21,TX-06,model,0.0582,FALSE,TRUE
2018-08-21,TX-06,market,0.12,FALSE,TRUE
2018-08-21,TX-21,model,0.137,FALSE,TRUE
2018-08-21,TX-21,market,0.14,FALSE,TRUE
2018-08-21,TX-23,model,0.6971,FALSE,FALSE
2018-08-21,TX-23,market,0.65,FALSE,FALSE
2018-08-21,TX-29,model,0.9999,TRUE,TRUE
2018-08-21,TX-29,market,0.97,TRUE,TRUE
2018-08-21,TX-S1,model,0.2494,FALSE,TRUE
2018-08-21,TX-S1,market,0.31999999999999995,FALSE,TRUE
2018-08-21,VA-02,model,0.1944,TRUE,FALSE
2018-08-21,VA-02,market,0.35,TRUE,FALSE
2018-08-21,VA-06,model,0.0029,FALSE,TRUE
2018-08-21,VA-06,market,0.07,FALSE,TRUE
2018-08-21,VA-10,model,0.7301,TRUE,TRUE
2018-08-21,VA-10,market,0.77,TRUE,TRUE
2018-08-21,VA-S1,model,0.993,TRUE,TRUE
2018-08-21,VA-S1,market,0.97,TRUE,TRUE
2018-08-21,VT-S1,model,0.9999,TRUE,TRUE
2018-08-21,VT-S1,market,0.96,TRUE,TRUE
2018-08-21,WA-08,model,0.4817,TRUE,FALSE
2018-08-21,WA-08,market,0.48,TRUE,FALSE
2018-08-21,WI-01,model,0.2379,FALSE,TRUE
2018-08-21,WI-01,market,0.4,FALSE,TRUE
2018-08-21,WI-S1,model,0.9524,TRUE,TRUE
2018-08-21,WI-S1,market,0.15000000000000002,TRUE,FALSE
2018-08-21,WV-03,model,0.0578,FALSE,TRUE
2018-08-21,WV-03,market,0.38,FALSE,TRUE
2018-08-21,WV-S1,model,0.8533,TRUE,TRUE
2018-08-21,WV-S1,market,0.71,TRUE,TRUE
2018-08-22,AZ-S1,model,0.696,TRUE,TRUE
2018-08-22,AZ-S1,market,0.62,TRUE,TRUE
2018-08-22,CA-10,model,0.6713,TRUE,TRUE
2018-08-22,CA-10,market,0.6699999999999999,TRUE,TRUE
2018-08-22,CA-12,model,1,TRUE,TRUE
2018-08-22,CA-12,market,0.95,TRUE,TRUE
2018-08-22,CA-21,model,0.3152,NA,NA
2018-08-22,CA-21,market,0.22999999999999998,NA,NA
2018-08-22,CA-22,model,0.0378,FALSE,TRUE
2018-08-22,CA-22,market,0.27,FALSE,TRUE
2018-08-22,CA-25,model,0.7119,TRUE,TRUE
2018-08-22,CA-25,market,0.6599999999999999,TRUE,TRUE
2018-08-22,CA-39,model,0.4502,TRUE,FALSE
2018-08-22,CA-39,market,0.52,TRUE,TRUE
2018-08-22,CA-45,model,0.53,TRUE,TRUE
2018-08-22,CA-45,market,0.5900000000000001,TRUE,TRUE
2018-08-22,CA-48,model,0.6281,TRUE,TRUE
2018-08-22,CA-48,market,0.65,TRUE,TRUE
2018-08-22,CA-49,model,0.7864,TRUE,TRUE
2018-08-22,CA-49,market,0.71,TRUE,TRUE
2018-08-22,CA-S1,model,1,TRUE,TRUE
2018-08-22,CA-S1,market,0.95,TRUE,TRUE
2018-08-22,CO-05,model,0.0177,FALSE,TRUE
2018-08-22,CO-05,market,0.040000000000000036,FALSE,TRUE
2018-08-22,CO-06,model,0.6079,TRUE,TRUE
2018-08-22,CO-06,market,0.5700000000000001,TRUE,TRUE
2018-08-22,CT-05,model,0.9611,TRUE,TRUE
2018-08-22,CT-05,market,0.96,TRUE,TRUE
2018-08-22,FL-15,model,0.2402,FALSE,TRUE
2018-08-22,FL-15,market,0.2,FALSE,TRUE
2018-08-22,FL-17,model,0.0024,FALSE,TRUE
2018-08-22,FL-17,market,0.09,FALSE,TRUE
2018-08-22,FL-26,model,0.3723,TRUE,FALSE
2018-08-22,FL-26,market,0.49,TRUE,FALSE
2018-08-22,FL-27,model,0.97,TRUE,TRUE
2018-08-22,FL-27,market,0.91,TRUE,TRUE
2018-08-22,FL-S1,model,0.5878,FALSE,FALSE
2018-08-22,FL-S1,market,0.46,FALSE,TRUE
2018-08-22,IL-06,model,0.216,TRUE,FALSE
2018-08-22,IL-06,market,0.35,TRUE,FALSE
2018-08-22,IL-12,model,0.3482,FALSE,TRUE
2018-08-22,IL-12,market,0.56,FALSE,FALSE
2018-08-22,IL-13,model,0.2761,FALSE,TRUE
2018-08-22,IL-13,market,0.4,FALSE,TRUE
2018-08-22,IN-S1,model,0.8524,FALSE,FALSE
2018-08-22,IN-S1,market,0.45,FALSE,TRUE
2018-08-22,MA-S1,model,0.9989,TRUE,TRUE
2018-08-22,MA-S1,market,0.97,TRUE,TRUE
2018-08-22,MD-06,model,0.9883,TRUE,TRUE
2018-08-22,MD-06,market,0.97,TRUE,TRUE
2018-08-22,ME-S1,model,0,TRUE,FALSE
2018-08-22,ME-S1,market,0.030000000000000027,TRUE,FALSE
2018-08-22,MI-08,model,0.3873,TRUE,FALSE
2018-08-22,MI-08,market,0.48,TRUE,FALSE
2018-08-22,MI-11,model,0.631,TRUE,TRUE
2018-08-22,MI-11,market,0.67,TRUE,TRUE
2018-08-22,MI-S1,model,0.9841,TRUE,TRUE
2018-08-22,MI-S1,market,0.8,TRUE,TRUE
2018-08-22,MN-01,model,0.433,FALSE,TRUE
2018-08-22,MN-01,market,0.52,FALSE,FALSE
2018-08-22,MN-02,model,0.7726,TRUE,TRUE
2018-08-22,MN-02,market,0.24,TRUE,FALSE
2018-08-22,MN-03,model,0.6054,TRUE,TRUE
2018-08-22,MN-03,market,0.63,TRUE,TRUE
2018-08-22,MN-08,model,0.3378,FALSE,TRUE
2018-08-22,MN-08,market,0.52,FALSE,FALSE
2018-08-22,MN-S1,model,0.9973,TRUE,TRUE
2018-08-22,MN-S1,market,0.84,TRUE,TRUE
2018-08-22,MO-S1,model,0.687,FALSE,FALSE
2018-08-22,MO-S1,market,0.5700000000000001,FALSE,FALSE
2018-08-22,MS-03,model,0.0047,FALSE,TRUE
2018-08-22,MS-03,market,0.1,FALSE,TRUE
2018-08-22,MS-S2,model,0.1295,FALSE,TRUE
2018-08-22,MS-S2,market,0.1,FALSE,TRUE
2018-08-22,MT-S1,model,0.8679,TRUE,TRUE
2018-08-22,MT-S1,market,0.67,TRUE,TRUE
2018-08-22,NC-09,model,0.5714,NA,NA
2018-08-22,NC-09,market,0.45,NA,NA
2018-08-22,NC-13,model,0.3613,FALSE,TRUE
2018-08-22,NC-13,market,0.53,FALSE,FALSE
2018-08-22,ND-S1,model,0.5692,FALSE,FALSE
2018-08-22,ND-S1,market,0.38,FALSE,TRUE
2018-08-22,NE-02,model,0.5325,FALSE,FALSE
2018-08-22,NE-02,market,0.47,FALSE,TRUE
2018-08-22,NE-S1,model,0.0363,FALSE,TRUE
2018-08-22,NE-S1,market,0.050000000000000044,FALSE,TRUE
2018-08-22,NH-01,model,0.7755,TRUE,TRUE
2018-08-22,NH-01,market,0.82,TRUE,TRUE
2018-08-22,NJ-02,model,0.8707,TRUE,TRUE
2018-08-22,NJ-02,market,0.93,TRUE,TRUE
2018-08-22,NJ-03,model,0.385,TRUE,FALSE
2018-08-22,NJ-03,market,0.64,TRUE,TRUE
2018-08-22,NJ-07,model,0.5937,TRUE,TRUE
2018-08-22,NJ-07,market,0.61,TRUE,TRUE
2018-08-22,NJ-11,model,0.699,TRUE,TRUE
2018-08-22,NJ-11,market,0.8,TRUE,TRUE
2018-08-22,NJ-S1,model,0.9144,TRUE,TRUE
2018-08-22,NJ-S1,market,0.75,TRUE,TRUE
2018-08-22,NM-S1,model,0.9839,TRUE,TRUE
2018-08-22,NM-S1,market,0.85,TRUE,TRUE
2018-08-22,NV-03,model,0.6437,TRUE,TRUE
2018-08-22,NV-03,market,0.89,TRUE,TRUE
2018-08-22,NV-04,model,0.8305,TRUE,TRUE
2018-08-22,NV-04,market,0.82,TRUE,TRUE
2018-08-22,NV-S1,model,0.5293,TRUE,TRUE
2018-08-22,NV-S1,market,0.63,TRUE,TRUE
2018-08-22,NY-01,model,0.0928,FALSE,TRUE
2018-08-22,NY-01,market,0.22,FALSE,TRUE
2018-08-22,NY-09,model,1,TRUE,TRUE
2018-08-22,NY-09,market,0.98,TRUE,TRUE
2018-08-22,NY-14,model,1,TRUE,TRUE
2018-08-22,NY-14,market,0.96,TRUE,TRUE
2018-08-22,NY-19,model,0.5008,TRUE,TRUE
2018-08-22,NY-19,market,0.56,TRUE,TRUE
2018-08-22,OH-S1,model,0.9467,TRUE,TRUE
2018-08-22,OH-S1,market,0.85,TRUE,TRUE
2018-08-22,PA-06,model,0.9765,TRUE,TRUE
2018-08-22,PA-06,market,0.96,TRUE,TRUE
2018-08-22,PA-09,model,0.0062,FALSE,TRUE
2018-08-22,PA-09,market,0.03,FALSE,TRUE
2018-08-22,PA-15,model,1e-4,FALSE,TRUE
2018-08-22,PA-15,market,0.07,FALSE,TRUE
2018-08-22,PA-17,model,0.9702,TRUE,TRUE
2018-08-22,PA-17,market,0.85,TRUE,TRUE
2018-08-22,PA-S1,model,0.9433,TRUE,TRUE
2018-08-22,PA-S1,market,0.89,TRUE,TRUE
2018-08-22,PA-S1,market,0.85,TRUE,TRUE
2018-08-22,SC-04,model,3e-4,FALSE,TRUE
2018-08-22,SC-04,market,0.02,FALSE,TRUE
2018-08-22,TN-S1,model,0.2545,FALSE,TRUE
2018-08-22,TN-S1,market,0.46,FALSE,TRUE
2018-08-22,TX-05,model,6e-4,FALSE,TRUE
2018-08-22,TX-05,market,0.03,FALSE,TRUE
2018-08-22,TX-06,model,0.0581,FALSE,TRUE
2018-08-22,TX-06,market,0.04,FALSE,TRUE
2018-08-22,TX-21,model,0.1358,FALSE,TRUE
2018-08-22,TX-21,market,0.13,FALSE,TRUE
2018-08-22,TX-23,model,0.6912,FALSE,FALSE
2018-08-22,TX-23,market,0.62,FALSE,FALSE
2018-08-22,TX-29,model,0.9999,TRUE,TRUE
2018-08-22,TX-29,market,0.97,TRUE,TRUE
2018-08-22,TX-S1,model,0.2444,FALSE,TRUE
2018-08-22,TX-S1,market,0.32999999999999996,FALSE,TRUE
2018-08-22,VA-02,model,0.1875,TRUE,FALSE
2018-08-22,VA-02,market,0.35,TRUE,FALSE
2018-08-22,VA-06,model,0.0031,FALSE,TRUE
2018-08-22,VA-06,market,0.07,FALSE,TRUE
2018-08-22,VA-10,model,0.7219,TRUE,TRUE
2018-08-22,VA-10,market,0.77,TRUE,TRUE
2018-08-22,VA-S1,model,0.992,TRUE,TRUE
2018-08-22,VA-S1,market,0.96,TRUE,TRUE
2018-08-22,VT-S1,model,0.9999,TRUE,TRUE
2018-08-22,VT-S1,market,0.96,TRUE,TRUE
2018-08-22,WA-08,model,0.474,TRUE,FALSE
2018-08-22,WA-08,market,0.48,TRUE,FALSE
2018-08-22,WI-01,model,0.2324,FALSE,TRUE
2018-08-22,WI-01,market,0.25,FALSE,TRUE
2018-08-22,WI-S1,model,0.9509,TRUE,TRUE
2018-08-22,WI-S1,market,0.18000000000000005,TRUE,FALSE
2018-08-22,WV-03,model,0.0559,FALSE,TRUE
2018-08-22,WV-03,market,0.52,FALSE,FALSE
2018-08-22,WV-S1,model,0.8496,TRUE,TRUE
2018-08-22,WV-S1,market,0.71,TRUE,TRUE
2018-08-23,AZ-S1,model,0.7012,TRUE,TRUE
2018-08-23,AZ-S1,market,0.59,TRUE,TRUE
2018-08-23,CA-10,model,0.6615,TRUE,TRUE
2018-08-23,CA-10,market,0.6699999999999999,TRUE,TRUE
2018-08-23,CA-12,model,1,TRUE,TRUE
2018-08-23,CA-12,market,0.9,TRUE,TRUE
2018-08-23,CA-21,model,0.3103,NA,NA
2018-08-23,CA-21,market,0.35,NA,NA
2018-08-23,CA-22,model,0.0356,FALSE,TRUE
2018-08-23,CA-22,market,0.29000000000000004,FALSE,TRUE
2018-08-23,CA-25,model,0.7084,TRUE,TRUE
2018-08-23,CA-25,market,0.6599999999999999,TRUE,TRUE
2018-08-23,CA-39,model,0.4495,TRUE,FALSE
2018-08-23,CA-39,market,0.51,TRUE,TRUE
2018-08-23,CA-45,model,0.522,TRUE,TRUE
2018-08-23,CA-45,market,0.5,TRUE,FALSE
2018-08-23,CA-48,model,0.6221,TRUE,TRUE
2018-08-23,CA-48,market,0.65,TRUE,TRUE
2018-08-23,CA-49,model,0.7815,TRUE,TRUE
2018-08-23,CA-49,market,0.77,TRUE,TRUE
2018-08-23,CA-S1,model,1,TRUE,TRUE
2018-08-23,CA-S1,market,0.92,TRUE,TRUE
2018-08-23,CO-05,model,0.0176,FALSE,TRUE
2018-08-23,CO-05,market,0.040000000000000036,FALSE,TRUE
2018-08-23,CO-06,model,0.5977,TRUE,TRUE
2018-08-23,CO-06,market,0.5700000000000001,TRUE,TRUE
2018-08-23,CT-05,model,0.961,TRUE,TRUE
2018-08-23,CT-05,market,0.96,TRUE,TRUE
2018-08-23,FL-15,model,0.2357,FALSE,TRUE
2018-08-23,FL-15,market,0.19,FALSE,TRUE
2018-08-23,FL-17,model,0.0024,FALSE,TRUE
2018-08-23,FL-17,market,0.02,FALSE,TRUE
2018-08-23,FL-26,model,0.3675,TRUE,FALSE
2018-08-23,FL-26,market,0.41000000000000003,TRUE,FALSE
2018-08-23,FL-27,model,0.9699,TRUE,TRUE
2018-08-23,FL-27,market,0.91,TRUE,TRUE
2018-08-23,FL-S1,model,0.5814,FALSE,FALSE
2018-08-23,FL-S1,market,0.49,FALSE,TRUE
2018-08-23,IL-06,model,0.2122,TRUE,FALSE
2018-08-23,IL-06,market,0.31999999999999995,TRUE,FALSE
2018-08-23,IL-12,model,0.3368,FALSE,TRUE
2018-08-23,IL-12,market,0.39,FALSE,TRUE
2018-08-23,IL-13,model,0.2642,FALSE,TRUE
2018-08-23,IL-13,market,0.24,FALSE,TRUE
2018-08-23,IN-S1,model,0.8519,FALSE,FALSE
2018-08-23,IN-S1,market,0.47,FALSE,TRUE
2018-08-23,MA-S1,model,0.9983,TRUE,TRUE
2018-08-23,MA-S1,market,0.95,TRUE,TRUE
2018-08-23,MD-06,model,0.988,TRUE,TRUE
2018-08-23,MD-06,market,0.97,TRUE,TRUE
2018-08-23,ME-S1,model,0,TRUE,FALSE
2018-08-23,ME-S1,market,0.030000000000000027,TRUE,FALSE
2018-08-23,MI-08,model,0.3754,TRUE,FALSE
2018-08-23,MI-08,market,0.47,TRUE,FALSE
2018-08-23,MI-11,model,0.6345,TRUE,TRUE
2018-08-23,MI-11,market,0.67,TRUE,TRUE
2018-08-23,MI-S1,model,0.9839,TRUE,TRUE
2018-08-23,MI-S1,market,0.8,TRUE,TRUE
2018-08-23,MN-01,model,0.4282,FALSE,TRUE
2018-08-23,MN-01,market,0.5,FALSE,TRUE
2018-08-23,MN-02,model,0.7753,TRUE,TRUE
2018-08-23,MN-02,market,0.31,TRUE,FALSE
2018-08-23,MN-03,model,0.5943,TRUE,TRUE
2018-08-23,MN-03,market,0.63,TRUE,TRUE
2018-08-23,MN-08,model,0.3324,FALSE,TRUE
2018-08-23,MN-08,market,0.52,FALSE,FALSE
2018-08-23,MN-S1,model,0.997,TRUE,TRUE
2018-08-23,MN-S1,market,0.82,TRUE,TRUE
2018-08-23,MO-S1,model,0.6855,FALSE,FALSE
2018-08-23,MO-S1,market,0.5900000000000001,FALSE,FALSE
2018-08-23,MS-03,model,0.0047,FALSE,TRUE
2018-08-23,MS-03,market,0.1,FALSE,TRUE
2018-08-23,MS-S2,model,0.1276,FALSE,TRUE
2018-08-23,MS-S2,market,0.1,FALSE,TRUE
2018-08-23,MT-S1,model,0.8695,TRUE,TRUE
2018-08-23,MT-S1,market,0.66,TRUE,TRUE
2018-08-23,NC-09,model,0.5664,NA,NA
2018-08-23,NC-09,market,0.5,NA,NA
2018-08-23,NC-13,model,0.351,FALSE,TRUE
2018-08-23,NC-13,market,0.32,FALSE,TRUE
2018-08-23,ND-S1,model,0.5638,FALSE,FALSE
2018-08-23,ND-S1,market,0.41,FALSE,TRUE
2018-08-23,NE-02,model,0.5285,FALSE,FALSE
2018-08-23,NE-02,market,0.47,FALSE,TRUE
2018-08-23,NE-S1,model,0.0348,FALSE,TRUE
2018-08-23,NE-S1,market,0.050000000000000044,FALSE,TRUE
2018-08-23,NH-01,model,0.774,TRUE,TRUE
2018-08-23,NH-01,market,0.77,TRUE,TRUE
2018-08-23,NJ-02,model,0.8698,TRUE,TRUE
2018-08-23,NJ-02,market,0.93,TRUE,TRUE
2018-08-23,NJ-03,model,0.3846,TRUE,FALSE
2018-08-23,NJ-03,market,0.47,TRUE,FALSE
2018-08-23,NJ-07,model,0.59,TRUE,TRUE
2018-08-23,NJ-07,market,0.6,TRUE,TRUE
2018-08-23,NJ-11,model,0.7012,TRUE,TRUE
2018-08-23,NJ-11,market,0.77,TRUE,TRUE
2018-08-23,NJ-S1,model,0.9157,TRUE,TRUE
2018-08-23,NJ-S1,market,0.72,TRUE,TRUE
2018-08-23,NM-S1,model,0.9832,TRUE,TRUE
2018-08-23,NM-S1,market,0.81,TRUE,TRUE
2018-08-23,NV-03,model,0.6444,TRUE,TRUE
2018-08-23,NV-03,market,0.85,TRUE,TRUE
2018-08-23,NV-04,model,0.8328,TRUE,TRUE
2018-08-23,NV-04,market,0.82,TRUE,TRUE
2018-08-23,NV-S1,model,0.521,TRUE,TRUE
2018-08-23,NV-S1,market,0.61,TRUE,TRUE
2018-08-23,NY-01,model,0.0888,FALSE,TRUE
2018-08-23,NY-01,market,0.19,FALSE,TRUE
2018-08-23,NY-09,model,1,TRUE,TRUE
2018-08-23,NY-09,market,0.98,TRUE,TRUE
2018-08-23,NY-14,model,1,TRUE,TRUE
2018-08-23,NY-14,market,0.97,TRUE,TRUE
2018-08-23,NY-19,model,0.49370000000000003,TRUE,FALSE
2018-08-23,NY-19,market,0.56,TRUE,TRUE
2018-08-23,OH-01,model,0.5329,FALSE,FALSE
2018-08-23,OH-01,market,0.30000000000000004,FALSE,TRUE
2018-08-23,OH-12,model,0.4251,FALSE,TRUE
2018-08-23,OH-12,market,0.57,FALSE,FALSE
2018-08-23,OH-S1,model,0.9456,TRUE,TRUE
2018-08-23,OH-S1,market,0.84,TRUE,TRUE
2018-08-23,PA-06,model,0.9769,TRUE,TRUE
2018-08-23,PA-06,market,0.96,TRUE,TRUE
2018-08-23,PA-09,model,0.0053,FALSE,TRUE
2018-08-23,PA-09,market,0.03,FALSE,TRUE
2018-08-23,PA-15,model,1e-4,FALSE,TRUE
2018-08-23,PA-15,market,0.04,FALSE,TRUE
2018-08-23,PA-17,model,0.9701,TRUE,TRUE
2018-08-23,PA-17,market,0.85,TRUE,TRUE
2018-08-23,PA-S1,model,0.942,TRUE,TRUE
2018-08-23,PA-S1,market,0.94,TRUE,TRUE
2018-08-23,PA-S1,market,0.86,TRUE,TRUE
2018-08-23,SC-04,model,2e-4,FALSE,TRUE
2018-08-23,SC-04,market,0.02,FALSE,TRUE
2018-08-23,TN-S1,model,0.2452,FALSE,TRUE
2018-08-23,TN-S1,market,0.41,FALSE,TRUE
2018-08-23,TX-05,model,6e-4,FALSE,TRUE
2018-08-23,TX-05,market,0.03,FALSE,TRUE
2018-08-23,TX-06,model,0.0547,FALSE,TRUE
2018-08-23,TX-06,market,0.04,FALSE,TRUE
2018-08-23,TX-21,model,0.132,FALSE,TRUE
2018-08-23,TX-21,market,0.18,FALSE,TRUE
2018-08-23,TX-23,model,0.6888,FALSE,FALSE
2018-08-23,TX-23,market,0.5800000000000001,FALSE,FALSE
2018-08-23,TX-29,model,0.9999,TRUE,TRUE
2018-08-23,TX-29,market,0.97,TRUE,TRUE
2018-08-23,TX-S1,model,0.2367,FALSE,TRUE
2018-08-23,TX-S1,market,0.32999999999999996,FALSE,TRUE
2018-08-23,VA-02,model,0.1848,TRUE,FALSE
2018-08-23,VA-02,market,0.47,TRUE,FALSE
2018-08-23,VA-06,model,0.0028,FALSE,TRUE
2018-08-23,VA-06,market,0.07,FALSE,TRUE
2018-08-23,VA-10,model,0.7181,TRUE,TRUE
2018-08-23,VA-10,market,0.78,TRUE,TRUE
2018-08-23,VA-S1,model,0.9927,TRUE,TRUE
2018-08-23,VA-S1,market,0.97,TRUE,TRUE
2018-08-23,VT-S1,model,0.9998,TRUE,TRUE
2018-08-23,VT-S1,market,0.95,TRUE,TRUE
2018-08-23,WA-08,model,0.4683,TRUE,FALSE
2018-08-23,WA-08,market,0.53,TRUE,TRUE
2018-08-23,WI-01,model,0.2302,FALSE,TRUE
2018-08-23,WI-01,market,0.25,FALSE,TRUE
2018-08-23,WI-S1,model,0.9525,TRUE,TRUE
2018-08-23,WI-S1,market,0.26,TRUE,FALSE
2018-08-23,WV-03,model,0.0541,FALSE,TRUE
2018-08-23,WV-03,market,0.52,FALSE,FALSE
2018-08-23,WV-S1,model,0.8491,TRUE,TRUE
2018-08-23,WV-S1,market,0.73,TRUE,TRUE
2018-08-24,AZ-S1,model,0.6956,TRUE,TRUE
2018-08-24,AZ-S1,market,0.61,TRUE,TRUE
2018-08-24,CA-10,model,0.6636,TRUE,TRUE
2018-08-24,CA-10,market,0.5900000000000001,TRUE,TRUE
2018-08-24,CA-12,model,1,TRUE,TRUE
2018-08-24,CA-12,market,0.97,TRUE,TRUE
2018-08-24,CA-21,model,0.3091,NA,NA
2018-08-24,CA-21,market,0.25,NA,NA
2018-08-24,CA-22,model,0.0349,FALSE,TRUE
2018-08-24,CA-22,market,0.20999999999999996,FALSE,TRUE
2018-08-24,CA-25,model,0.7092,TRUE,TRUE
2018-08-24,CA-25,market,0.6599999999999999,TRUE,TRUE
2018-08-24,CA-39,model,0.4473,TRUE,FALSE
2018-08-24,CA-39,market,0.5,TRUE,FALSE
2018-08-24,CA-45,model,0.5252,TRUE,TRUE
2018-08-24,CA-45,market,0.5,TRUE,FALSE
2018-08-24,CA-48,model,0.6232,TRUE,TRUE
2018-08-24,CA-48,market,0.65,TRUE,TRUE
2018-08-24,CA-49,model,0.7884,TRUE,TRUE
2018-08-24,CA-49,market,0.77,TRUE,TRUE
