date,mid,race,party,open,low,high,close,vol
2018-06-02,3490,OH-99,D,0.78,0.78,0.78,0.78,0
2018-06-03,3490,OH-99,D,0.78,0.76,0.78,0.76,30
2018-06-04,3490,OH-99,D,0.76,0.76,0.76,0.76,0
2018-06-05,3490,OH-99,D,0.76,0.76,0.78,0.78,23
2018-06-06,3490,OH-99,D,0.78,0.76,0.79,0.79,178
2018-06-07,3490,OH-99,D,0.79,0.77,0.79,0.77,44
2018-06-08,3490,OH-99,D,0.77,0.77,0.79,0.77,75
2018-06-09,3490,OH-99,D,0.77,0.77,0.77,0.77,174
2018-06-10,3490,OH-99,D,0.77,0.77,0.79,0.77,7
2018-06-11,3490,OH-99,D,0.77,0.76,0.78,0.78,190
2018-06-12,3490,OH-99,D,0.78,0.78,0.78,0.78,202
2018-06-13,3490,OH-99,D,0.78,0.78,0.85,0.85,683
2018-06-14,3490,OH-99,D,0.85,0.85,0.85,0.85,362
2018-06-15,3490,OH-99,D,0.85,0.81,0.85,0.84,54
2018-06-16,3490,OH-99,D,0.84,0.84,0.84,0.84,1
2018-06-17,3490,OH-99,D,0.84,0.84,0.84,0.84,0
2018-06-18,3490,OH-99,D,0.84,0.84,0.84,0.84,3
2018-06-19,3490,OH-99,D,0.84,0.82,0.84,0.82,31
2018-06-20,3490,OH-99,D,0.82,0.82,0.84,0.84,1
2018-06-21,3490,OH-99,D,0.84,0.83,0.84,0.83,3
2018-06-22,3490,OH-99,D,0.83,0.83,0.84,0.84,51
2018-06-23,3490,OH-99,D,0.84,0.84,0.84,0.84,3
2018-06-24,3490,OH-99,D,0.84,0.83,0.84,0.84,108
2018-06-25,3490,OH-99,D,0.84,0.83,0.84,0.83,20
2018-06-26,3490,OH-99,D,0.83,0.8,0.83,0.82,516
2018-06-27,3490,OH-99,D,0.82,0.82,0.83,0.83,283
2018-06-28,3490,OH-99,D,0.83,0.83,0.83,0.83,3
2018-06-29,3490,OH-99,D,0.83,0.81,0.85,0.85,169
2018-06-30,3490,OH-99,D,0.85,0.85,0.85,0.85,0
2018-07-01,3490,OH-99,D,0.85,0.8,0.85,0.85,12
2018-07-02,3490,OH-99,D,0.85,0.8,0.85,0.85,328
2018-07-03,3490,OH-99,D,0.85,0.8,0.85,0.85,5
2018-07-04,3490,OH-99,D,0.85,0.85,0.85,0.85,0
2018-07-05,3490,OH-99,D,0.85,0.81,0.86,0.81,903
2018-07-06,3490,OH-99,D,0.81,0.81,0.81,0.81,0
2018-07-07,3490,OH-99,D,0.81,0.81,0.85,0.84,160
2018-07-08,3490,OH-99,D,0.84,0.81,0.84,0.81,225
2018-07-09,3490,OH-99,D,0.81,0.81,0.85,0.85,640
2018-07-10,3490,OH-99,D,0.85,0.84,0.85,0.84,21
2018-07-11,3490,OH-99,D,0.84,0.83,0.84,0.83,100
2018-07-12,3490,OH-99,D,0.83,0.83,0.84,0.84,180
2018-07-13,3490,OH-99,D,0.84,0.82,0.84,0.82,5
2018-07-14,3490,OH-99,D,0.82,0.82,0.82,0.82,0
2018-07-15,3490,OH-99,D,0.82,0.82,0.82,0.82,0
2018-07-16,3490,OH-99,D,0.82,0.82,0.82,0.82,0
2018-07-17,3490,OH-99,D,0.82,0.82,0.82,0.82,0
2018-07-18,3490,OH-99,D,0.82,0.82,0.82,0.82,0
2018-07-19,3490,OH-99,D,0.82,0.82,0.85,0.85,110
2018-07-20,3490,OH-99,D,0.85,0.85,0.86,0.86,417
2018-07-21,3490,OH-99,D,0.86,0.86,0.86,0.86,1
2018-07-22,3490,OH-99,D,0.86,0.83,0.86,0.83,1
2018-07-23,3490,OH-99,D,0.83,0.83,0.83,0.83,32
2018-07-24,3490,OH-99,D,0.83,0.83,0.87,0.87,2
2018-07-25,3490,OH-99,D,0.87,0.86,0.87,0.86,500
2018-07-26,3490,OH-99,D,0.86,0.86,0.86,0.86,200
2018-07-27,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-07-28,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-07-29,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-07-30,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-07-31,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-08-01,3490,OH-99,D,0.86,0.84,0.86,0.84,5
2018-08-02,3490,OH-99,D,0.84,0.84,0.84,0.84,11
2018-08-03,3490,OH-99,D,0.84,0.84,0.85,0.84,40
2018-08-04,3490,OH-99,D,0.84,0.84,0.86,0.85,322
2018-08-05,3490,OH-99,D,0.85,0.85,0.88,0.88,386
2018-08-06,3490,OH-99,D,0.88,0.88,0.88,0.88,0
2018-08-07,3490,OH-99,D,0.88,0.8,0.88,0.83,561
2018-08-08,3490,OH-99,D,0.83,0.81,0.83,0.82,452
2018-08-09,3490,OH-99,D,0.82,0.82,0.86,0.86,55
2018-08-10,3490,OH-99,D,0.86,0.82,0.86,0.82,341
2018-08-11,3490,OH-99,D,0.82,0.82,0.86,0.82,83
2018-08-12,3490,OH-99,D,0.82,0.82,0.88,0.88,916
2018-08-13,3490,OH-99,D,0.88,0.88,0.88,0.88,0
2018-08-14,3490,OH-99,D,0.88,0.83,0.88,0.83,100
2018-08-15,3490,OH-99,D,0.83,0.83,0.83,0.83,0
2018-08-16,3490,OH-99,D,0.83,0.83,0.86,0.86,52
2018-08-17,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-08-18,3490,OH-99,D,0.86,0.85,0.86,0.85,50
2018-08-19,3490,OH-99,D,0.85,0.85,0.86,0.86,9
2018-08-20,3490,OH-99,D,0.86,0.86,0.86,0.86,43
2018-08-21,3490,OH-99,D,0.86,0.85,0.87,0.87,153
2018-08-22,3490,OH-99,D,0.87,0.85,0.87,0.85,228
2018-08-23,3490,OH-99,D,0.85,0.84,0.85,0.84,53
2018-08-24,3490,OH-99,D,0.84,0.84,0.86,0.86,5
2018-08-25,3490,OH-99,D,0.86,0.85,0.86,0.86,21
2018-08-26,3490,OH-99,D,0.86,0.85,0.86,0.85,21
2018-08-27,3490,OH-99,D,0.85,0.85,0.86,0.85,255
2018-08-28,3490,OH-99,D,0.85,0.85,0.87,0.87,291
2018-08-29,3490,OH-99,D,0.87,0.86,0.87,0.86,44
2018-08-30,3490,OH-99,D,0.86,0.85,0.87,0.87,127
2018-08-31,3490,OH-99,D,0.87,0.84,0.87,0.84,322
2018-09-01,3490,OH-99,D,0.84,0.84,0.86,0.86,1
2018-09-02,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-09-03,3490,OH-99,D,0.86,0.86,0.86,0.86,0
2018-09-04,3490,OH-99,D,0.86,0.8,0.86,0.8,1824
2018-09-05,3490,OH-99,D,0.8,0.8,0.86,0.83,222
2018-09-06,3490,OH-99,D,0.83,0.82,0.84,0.83,539
2018-09-07,3490,OH-99,D,0.83,0.81,0.84,0.83,247
2018-09-08,3490,OH-99,D,0.83,0.82,0.83,0.82,22
2018-09-09,3490,OH-99,D,0.82,0.82,0.82,0.82,788
2018-09-10,3490,OH-99,D,0.82,0.81,0.82,0.82,1257
2018-09-11,3490,OH-99,D,0.82,0.82,0.87,0.84,1618
2018-09-12,3490,OH-99,D,0.84,0.83,0.86,0.86,783
2018-09-13,3490,OH-99,D,0.86,0.84,0.87,0.85,1614
2018-09-14,3490,OH-99,D,0.85,0.84,0.86,0.86,1708
2018-09-15,3490,OH-99,D,0.86,0.85,0.87,0.85,490
2018-09-16,3490,OH-99,D,0.85,0.83,0.85,0.83,548
2018-09-17,3490,OH-99,D,0.83,0.83,0.86,0.83,1451
2018-09-18,3490,OH-99,D,0.83,0.83,0.86,0.86,603
2018-09-19,3490,OH-99,D,0.86,0.85,0.86,0.85,370
2018-09-20,3490,OH-99,D,0.85,0.85,0.88,0.88,1425
2018-09-21,3490,OH-99,D,0.88,0.86,0.88,0.86,105
2018-09-22,3490,OH-99,D,0.86,0.85,0.87,0.87,865
2018-09-23,3490,OH-99,D,0.87,0.85,0.88,0.88,1940
2018-09-24,3490,OH-99,D,0.88,0.85,0.88,0.85,335
2018-09-25,3490,OH-99,D,0.85,0.85,0.88,0.86,359
2018-09-26,3490,OH-99,D,0.86,0.85,0.87,0.85,1234
2018-09-27,3490,OH-99,D,0.85,0.84,0.87,0.87,524
2018-09-28,3490,OH-99,D,0.87,0.84,0.87,0.86,615
2018-09-29,3490,OH-99,D,0.86,0.84,0.86,0.86,62
2018-09-30,3490,OH-99,D,0.86,0.84,0.86,0.85,707
2018-10-01,3490,OH-99,D,0.85,0.85,0.88,0.88,1465
2018-10-02,3490,OH-99,D,0.88,0.88,0.89,0.89,1028
2018-10-03,3490,OH-99,D,0.89,0.85,0.89,0.88,1023
2018-10-04,3490,OH-99,D,0.88,0.88,0.89,0.89,431
2018-10-05,3490,OH-99,D,0.89,0.86,0.89,0.86,355
2018-10-06,3490,OH-99,D,0.86,0.86,0.9,0.9,2696
2018-10-07,3490,OH-99,D,0.9,0.88,0.9,0.88,1268
2018-10-08,3490,OH-99,D,0.88,0.88,0.9,0.89,1890
2018-10-09,3490,OH-99,D,0.89,0.88,0.9,0.88,2398
2018-10-10,3490,OH-99,D,0.88,0.88,0.91,0.89,2768
2018-10-11,3490,OH-99,D,0.89,0.89,0.91,0.91,1240
2018-10-12,3490,OH-99,D,0.91,0.89,0.91,0.89,1309
2018-10-13,3490,OH-99,D,0.89,0.89,0.91,0.89,3278
2018-10-14,3490,OH-99,D,0.89,0.89,0.91,0.9,3272
2018-10-15,3490,OH-99,D,0.9,0.9,0.91,0.91,1900
2018-10-16,3490,OH-99,D,0.91,0.9,0.92,0.92,830
2018-10-17,3490,OH-99,D,0.92,0.91,0.92,0.91,950
2018-10-18,3490,OH-99,D,0.91,0.9,0.92,0.9,3260
2018-10-19,3490,OH-99,D,0.9,0.89,0.92,0.89,2373
2018-10-20,3490,OH-99,D,0.89,0.89,0.91,0.91,244
2018-10-21,3490,OH-99,D,0.91,0.89,0.91,0.91,1393
2018-10-22,3490,OH-99,D,0.91,0.89,0.91,0.9,2611
2018-10-23,3490,OH-99,D,0.9,0.88,0.91,0.89,631
2018-10-24,3490,OH-99,D,0.89,0.87,0.91,0.89,2742
2018-10-25,3490,OH-99,D,0.89,0.87,0.91,0.89,1339
2018-10-26,3490,OH-99,D,0.89,0.87,0.9,0.87,2004
2018-10-27,3490,OH-99,D,0.87,0.84,0.91,0.89,6897
2018-10-28,3490,OH-99,D,0.89,0.84,0.89,0.88,1240
2018-10-29,3490,OH-99,D,0.88,0.87,0.9,0.89,1769
2018-10-30,3490,OH-99,D,0.89,0.88,0.9,0.88,3550
2018-10-31,3490,OH-99,D,0.88,0.87,0.9,0.89,4602
2018-11-01,3490,OH-99,D,0.89,0.85,0.89,0.89,8347
2018-11-02,3490,OH-99,D,0.89,0.88,0.9,0.89,5235
2018-11-03,3490,OH-99,D,0.89,0.88,0.91,0.91,7295
2018-11-04,3490,OH-99,D,0.91,0.88,0.92,0.88,4063
2018-11-05,3490,OH-99,D,0.89,0.83,0.91,0.91,36710
2018-11-06,3490,OH-99,D,0.91,0.85,0.99,0.99,60661
2018-11-07,3490,OH-99,D,0.99,0.99,0.99,0.99,4326
2017-07-20,3496,NJ-99,D,0.79,0.65,0.79,0.66,76
2017-07-21,3496,NJ-99,D,0.66,0.46,0.67,0.64,288
2017-07-22,3496,NJ-99,D,0.64,0.42,0.64,0.59,50
2017-07-23,3496,NJ-99,D,0.59,0.58,0.59,0.58,23
2017-07-24,3496,NJ-99,D,0.58,0.22,0.58,0.5,84
2017-07-25,3496,NJ-99,D,0.5,0.5,0.5,0.5,0
2017-07-26,3496,NJ-99,D,0.5,0.5,0.5,0.5,0
2017-07-27,3496,NJ-99,D,0.5,0.5,0.5,0.5,0
2017-07-28,3496,NJ-99,D,0.5,0.33,0.5,0.33,31
2017-07-29,3496,NJ-99,D,0.33,0.33,0.43,0.43,2
2017-07-30,3496,NJ-99,D,0.43,0.43,0.43,0.43,0
2017-07-31,3496,NJ-99,D,0.43,0.43,0.43,0.43,0
2017-08-01,3496,NJ-99,D,0.43,0.43,0.43,0.43,0
2017-08-02,3496,NJ-99,D,0.43,0.43,0.43,0.43,0
2017-08-03,3496,NJ-99,D,0.43,0.4,0.43,0.4,5
2017-08-04,3496,NJ-99,D,0.4,0.4,0.48,0.48,8
2017-08-05,3496,NJ-99,D,0.48,0.48,0.5,0.5,8
2017-08-06,3496,NJ-99,D,0.5,0.5,0.5,0.5,0
2017-08-07,3496,NJ-99,D,0.5,0.41,0.5,0.41,3
2017-08-08,3496,NJ-99,D,0.41,0.41,0.41,0.41,0
2017-08-09,3496,NJ-99,D,0.41,0.37,0.49,0.37,94
2017-08-10,3496,NJ-99,D,0.37,0.37,0.37,0.37,0
2017-08-11,3496,NJ-99,D,0.37,0.37,0.37,0.37,0
2017-08-12,3496,NJ-99,D,0.37,0.37,0.37,0.37,0
2017-08-13,3496,NJ-99,D,0.37,0.37,0.37,0.37,0
2017-08-14,3496,NJ-99,D,0.37,0.37,0.37,0.37,0
2017-08-15,3496,NJ-99,D,0.37,0.37,0.37,0.37,0
2017-08-16,3496,NJ-99,D,0.37,0.37,0.44,0.44,20
2017-08-17,3496,NJ-99,D,0.44,0.05,0.45,0.05,301
2017-08-18,3496,NJ-99,D,0.05,0.05,0.13,0.13,17
2017-08-19,3496,NJ-99,D,0.13,0.13,0.21,0.21,8
2017-08-20,3496,NJ-99,D,0.21,0.21,0.25,0.25,5
2017-08-21,3496,NJ-99,D,0.25,0.25,0.35,0.35,5
2017-08-22,3496,NJ-99,D,0.35,0.35,0.35,0.35,0
2017-08-23,3496,NJ-99,D,0.35,0.28,0.35,0.28,5
2017-08-24,3496,NJ-99,D,0.28,0.28,0.28,0.28,0
2017-08-25,3496,NJ-99,D,0.28,0.22,0.3,0.3,66
2017-08-26,3496,NJ-99,D,0.3,0.22,0.3,0.22,2
2017-08-27,3496,NJ-99,D,0.22,0.22,0.22,0.22,0
2017-08-28,3496,NJ-99,D,0.22,0.22,0.31,0.31,3
2017-08-29,3496,NJ-99,D,0.31,0.31,0.31,0.31,0
2017-08-30,3496,NJ-99,D,0.31,0.25,0.31,0.25,50
2017-08-31,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-09-01,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-09-02,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-09-03,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-09-04,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-09-05,3496,NJ-99,D,0.25,0.25,0.27,0.27,10
2017-09-06,3496,NJ-99,D,0.27,0.13,0.27,0.13,261
2017-09-07,3496,NJ-99,D,0.13,0.1,0.22,0.1,500
2017-09-08,3496,NJ-99,D,0.1,0.1,0.1,0.1,0
2017-09-09,3496,NJ-99,D,0.1,0.1,0.1,0.1,0
2017-09-10,3496,NJ-99,D,0.1,0.1,0.1,0.1,0
2017-09-11,3496,NJ-99,D,0.1,0.1,0.1,0.1,0
2017-09-12,3496,NJ-99,D,0.1,0.1,0.1,0.1,0
2017-09-13,3496,NJ-99,D,0.1,0.1,0.1,0.1,0
2017-09-14,3496,NJ-99,D,0.1,0.1,0.3,0.3,65
2017-09-15,3496,NJ-99,D,0.3,0.3,0.3,0.3,0
2017-09-16,3496,NJ-99,D,0.3,0.12,0.3,0.12,92
2017-09-17,3496,NJ-99,D,0.12,0.12,0.12,0.12,0
2017-09-18,3496,NJ-99,D,0.12,0.12,0.12,0.12,0
2017-09-19,3496,NJ-99,D,0.12,0.12,0.12,0.12,0
2017-09-20,3496,NJ-99,D,0.12,0.12,0.17,0.17,50
2017-09-21,3496,NJ-99,D,0.17,0.13,0.17,0.13,15
2017-09-22,3496,NJ-99,D,0.13,0.13,0.13,0.13,0
2017-09-23,3496,NJ-99,D,0.13,0.13,0.13,0.13,0
2017-09-24,3496,NJ-99,D,0.13,0.13,0.17,0.17,10
2017-09-25,3496,NJ-99,D,0.17,0.17,0.17,0.17,10
2017-09-26,3496,NJ-99,D,0.17,0.17,0.26,0.24,102
2017-09-27,3496,NJ-99,D,0.24,0.23,0.25,0.25,45
2017-09-28,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-09-29,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-09-30,3496,NJ-99,D,0.25,0.24,0.25,0.25,30
2017-10-01,3496,NJ-99,D,0.25,0.25,0.25,0.25,0
2017-10-02,3496,NJ-99,D,0.25,0.16,0.26,0.26,35
2017-10-03,3496,NJ-99,D,0.26,0.16,0.26,0.16,35
2017-10-04,3496,NJ-99,D,0.16,0.16,0.24,0.24,43
2017-10-05,3496,NJ-99,D,0.24,0.24,0.24,0.24,0
2017-10-06,3496,NJ-99,D,0.24,0.24,0.24,0.24,0
2017-10-07,3496,NJ-99,D,0.24,0.24,0.26,0.26,25
2017-10-08,3496,NJ-99,D,0.26,0.26,0.26,0.26,0
2017-10-09,3496,NJ-99,D,0.26,0.26,0.26,0.26,0
2017-10-10,3496,NJ-99,D,0.26,0.26,0.28,0.28,20
2017-10-11,3496,NJ-99,D,0.28,0.28,0.28,0.28,5
2017-10-12,3496,NJ-99,D,0.28,0.28,0.28,0.28,0
2017-10-13,3496,NJ-99,D,0.28,0.28,0.3,0.3,148
2017-10-14,3496,NJ-99,D,0.3,0.3,0.3,0.3,0
2017-10-15,3496,NJ-99,D,0.3,0.25,0.3,0.25,10
2017-10-16,3496,NJ-99,D,0.25,0.17,0.25,0.17,55
2017-10-17,3496,NJ-99,D,0.17,0.17,0.17,0.17,5
2017-10-18,3496,NJ-99,D,0.17,0.17,0.2,0.2,4
2017-10-19,3496,NJ-99,D,0.2,0.16,0.2,0.16,1
2017-10-20,3496,NJ-99,D,0.16,0.16,0.16,0.16,0
2017-10-21,3496,NJ-99,D,0.16,0.16,0.16,0.16,0
2017-10-22,3496,NJ-99,D,0.16,0.16,0.16,0.16,0
2017-10-23,3496,NJ-99,D,0.16,0.16,0.16,0.16,0
2017-10-24,3496,NJ-99,D,0.16,0.16,0.22,0.16,40
2017-10-25,3496,NJ-99,D,0.16,0.16,0.16,0.16,0
2017-10-26,3496,NJ-99,D,0.16,0.16,0.17,0.17,1
2017-10-27,3496,NJ-99,D,0.17,0.17,0.17,0.17,15
2017-10-28,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-10-29,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-10-30,3496,NJ-99,D,0.17,0.14,0.17,0.14,1
2017-10-31,3496,NJ-99,D,0.14,0.14,0.17,0.17,20
2017-11-01,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-11-02,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-11-03,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-11-04,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-11-05,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-11-06,3496,NJ-99,D,0.17,0.17,0.17,0.17,0
2017-11-07,3496,NJ-99,D,0.17,0.16,0.17,0.16,16
2017-11-08,3496,NJ-99,D,0.16,0.16,0.16,0.16,0
2017-11-09,3496,NJ-99,D,0.16,0.1,0.16,0.1,60
2017-11-10,3496,NJ-99,D,0.1,0.1,0.41,0.41,248
2017-11-11,3496,NJ-99,D,0.41,0.41,0.41,0.41,0
2017-11-12,3496,NJ-99,D,0.41,0.41,0.41,0.41,0
2017-11-13,3496,NJ-99,D,0.41,0.35,0.41,0.35,10
2017-11-14,3496,NJ-99,D,0.35,0.35,0.35,0.35,10
2017-11-15,3496,NJ-99,D,0.35,0.35,0.36,0.36,1
2017-11-16,3496,NJ-99,D,0.36,0.36,0.66,0.5,331
2017-11-17,3496,NJ-99,D,0.5,0.5,0.59,0.59,27
2017-11-18,3496,NJ-99,D,0.59,0.59,0.78,0.78,42
2017-11-19,3496,NJ-99,D,0.78,0.57,0.78,0.57,30
2017-11-20,3496,NJ-99,D,0.57,0.57,0.69,0.69,74
2017-11-21,3496,NJ-99,D,0.69,0.69,0.72,0.72,2
2017-11-22,3496,NJ-99,D,0.72,0.6,0.72,0.6,1
2017-11-23,3496,NJ-99,D,0.6,0.6,0.69,0.69,10
2017-11-24,3496,NJ-99,D,0.69,0.57,0.69,0.57,101
2017-11-25,3496,NJ-99,D,0.57,0.57,0.57,0.57,0
2017-11-26,3496,NJ-99,D,0.57,0.57,0.57,0.57,0
2017-11-27,3496,NJ-99,D,0.57,0.57,0.57,0.57,0
2017-11-28,3496,NJ-99,D,0.57,0.57,0.7,0.7,1
2017-11-29,3496,NJ-99,D,0.7,0.7,0.7,0.7,0
2017-11-30,3496,NJ-99,D,0.7,0.57,0.7,0.57,1
2017-12-01,3496,NJ-99,D,0.57,0.57,0.57,0.57,10
2017-12-02,3496,NJ-99,D,0.57,0.57,0.57,0.57,0
2017-12-03,3496,NJ-99,D,0.57,0.57,0.57,0.57,0
2017-12-04,3496,NJ-99,D,0.57,0.57,0.58,0.58,5
2017-12-05,3496,NJ-99,D,0.58,0.58,0.58,0.58,5
2017-12-06,3496,NJ-99,D,0.58,0.56,0.58,0.56,162
2017-12-07,3496,NJ-99,D,0.56,0.45,0.69,0.69,106
2017-12-08,3496,NJ-99,D,0.69,0.31,0.69,0.64,2
2017-12-09,3496,NJ-99,D,0.64,0.37,0.64,0.37,1
2017-12-10,3496,NJ-99,D,0.37,0.37,0.6,0.6,62
2017-12-11,3496,NJ-99,D,0.6,0.6,0.7,0.7,149
2017-12-12,3496,NJ-99,D,0.7,0.35,0.7,0.65,232
2017-12-13,3496,NJ-99,D,0.65,0.55,0.65,0.57,93
2017-12-14,3496,NJ-99,D,0.57,0.57,0.62,0.62,1
2017-12-15,3496,NJ-99,D,0.62,0.56,0.62,0.56,25
2017-12-16,3496,NJ-99,D,0.56,0.56,0.63,0.63,194
2017-12-17,3496,NJ-99,D,0.63,0.63,0.64,0.64,20
2017-12-18,3496,NJ-99,D,0.64,0.64,0.64,0.64,1
2017-12-19,3496,NJ-99,D,0.64,0.64,0.64,0.64,39
2017-12-20,3496,NJ-99,D,0.64,0.62,0.68,0.63,10
2017-12-21,3496,NJ-99,D,0.63,0.63,0.63,0.63,0
2017-12-22,3496,NJ-99,D,0.63,0.63,0.68,0.68,31
2017-12-23,3496,NJ-99,D,0.68,0.68,0.68,0.68,0
2017-12-24,3496,NJ-99,D,0.68,0.66,0.68,0.66,16
2017-12-25,3496,NJ-99,D,0.66,0.66,0.66,0.66,0
2017-12-26,3496,NJ-99,D,0.66,0.66,0.66,0.66,0
2017-12-27,3496,NJ-99,D,0.66,0.66,0.69,0.69,18
2017-12-28,3496,NJ-99,D,0.69,0.69,0.69,0.69,1
2017-12-29,3496,NJ-99,D,0.69,0.67,0.69,0.67,4
2017-12-30,3496,NJ-99,D,0.67,0.67,0.67,0.67,0
2017-12-31,3496,NJ-99,D,0.67,0.67,0.69,0.69,1
2018-01-01,3496,NJ-99,D,0.69,0.69,0.71,0.71,89
2018-01-02,3496,NJ-99,D,0.71,0.71,0.72,0.72,68
2018-01-03,3496,NJ-99,D,0.72,0.7,0.72,0.7,1
2018-01-04,3496,NJ-99,D,0.7,0.7,0.7,0.7,15
2018-01-05,3496,NJ-99,D,0.7,0.7,0.71,0.71,10
2018-01-06,3496,NJ-99,D,0.71,0.71,0.71,0.71,0
2018-01-07,3496,NJ-99,D,0.71,0.67,0.71,0.67,30
2018-01-08,3496,NJ-99,D,0.67,0.67,0.72,0.72,42
2018-01-09,3496,NJ-99,D,0.72,0.72,0.72,0.72,0
2018-01-10,3496,NJ-99,D,0.72,0.66,0.72,0.66,21
2018-01-11,3496,NJ-99,D,0.66,0.66,0.68,0.68,39
2018-01-12,3496,NJ-99,D,0.68,0.68,0.7,0.7,1
2018-01-13,3496,NJ-99,D,0.7,0.7,0.7,0.7,0
2018-01-14,3496,NJ-99,D,0.7,0.7,0.7,0.7,0
2018-01-15,3496,NJ-99,D,0.7,0.7,0.7,0.7,0
2018-01-16,3496,NJ-99,D,0.7,0.7,0.7,0.7,0
2018-01-17,3496,NJ-99,D,0.7,0.7,0.7,0.7,0
2018-01-18,3496,NJ-99,D,0.7,0.7,0.7,0.7,0
2018-01-19,3496,NJ-99,D,0.7,0.41,0.7,0.57,597
2018-01-20,3496,NJ-99,D,0.57,0.49,0.57,0.56,37
2018-01-21,3496,NJ-99,D,0.56,0.56,0.6,0.6,123
2018-01-22,3496,NJ-99,D,0.6,0.6,0.64,0.64,13
2018-01-23,3496,NJ-99,D,0.64,0.47,0.64,0.64,17
2018-01-24,3496,NJ-99,D,0.64,0.64,0.64,0.64,120
2018-01-25,3496,NJ-99,D,0.64,0.64,0.64,0.64,24
2018-01-26,3496,NJ-99,D,0.64,0.64,0.64,0.64,0
2018-01-27,3496,NJ-99,D,0.64,0.55,0.64,0.64,11
2018-01-28,3496,NJ-99,D,0.64,0.64,0.64,0.64,2
2018-01-29,3496,NJ-99,D,0.64,0.64,0.64,0.64,0
2018-01-30,3496,NJ-99,D,0.64,0.64,0.64,0.64,0
2018-01-31,3496,NJ-99,D,0.64,0.63,0.9,0.75,874
2018-02-01,3496,NJ-99,D,0.75,0.66,0.87,0.87,305
2018-02-02,3496,NJ-99,D,0.87,0.87,0.87,0.87,0
2018-02-03,3496,NJ-99,D,0.87,0.8,0.87,0.8,2
2018-02-04,3496,NJ-99,D,0.8,0.8,0.81,0.81,3
2018-02-05,3496,NJ-99,D,0.81,0.81,0.86,0.84,115
2018-02-06,3496,NJ-99,D,0.84,0.83,0.85,0.83,24
2018-02-07,3496,NJ-99,D,0.83,0.8,0.83,0.81,2
2018-02-08,3496,NJ-99,D,0.81,0.81,0.82,0.82,7
2018-02-09,3496,NJ-99,D,0.82,0.82,0.84,0.84,21
2018-02-10,3496,NJ-99,D,0.84,0.84,0.84,0.84,0
2018-02-11,3496,NJ-99,D,0.84,0.84,0.84,0.84,0
2018-02-12,3496,NJ-99,D,0.84,0.84,0.84,0.84,0
2018-02-13,3496,NJ-99,D,0.84,0.76,0.85,0.76,256
2018-02-14,3496,NJ-99,D,0.76,0.76,0.76,0.76,10
2018-02-15,3496,NJ-99,D,0.76,0.76,0.76,0.76,0
2018-02-16,3496,NJ-99,D,0.76,0.76,0.8,0.8,8
2018-02-17,3496,NJ-99,D,0.8,0.76,0.8,0.76,1
2018-02-18,3496,NJ-99,D,0.76,0.76,0.78,0.77,100
2018-02-19,3496,NJ-99,D,0.77,0.77,0.77,0.77,10
2018-02-20,3496,NJ-99,D,0.77,0.77,0.77,0.77,0
2018-02-21,3496,NJ-99,D,0.77,0.77,0.77,0.77,32
2018-02-22,3496,NJ-99,D,0.77,0.77,0.78,0.78,1
2018-02-23,3496,NJ-99,D,0.78,0.78,0.78,0.78,0
2018-02-24,3496,NJ-99,D,0.78,0.78,0.78,0.78,0
2018-02-25,3496,NJ-99,D,0.78,0.78,0.8,0.8,39
2018-02-26,3496,NJ-99,D,0.8,0.77,0.8,0.77,13
2018-02-27,3496,NJ-99,D,0.77,0.77,0.77,0.77,3
2018-02-28,3496,NJ-99,D,0.77,0.77,0.81,0.81,25
2018-03-01,3496,NJ-99,D,0.81,0.75,0.81,0.75,419
2018-03-02,3496,NJ-99,D,0.75,0.75,0.81,0.8,36
2018-03-03,3496,NJ-99,D,0.8,0.8,0.8,0.8,0
2018-03-04,3496,NJ-99,D,0.8,0.8,0.81,0.81,404
2018-03-05,3496,NJ-99,D,0.81,0.81,0.81,0.81,0
2018-03-06,3496,NJ-99,D,0.81,0.8,0.81,0.8,4
2018-03-07,3496,NJ-99,D,0.8,0.8,0.8,0.8,0
2018-03-08,3496,NJ-99,D,0.8,0.8,0.8,0.8,0
