date,race,method,prob,pred,winner,hit,brier
2018-08-06,WV-S1,model,0.8766,TRUE,TRUE,TRUE,0.0152
2018-08-07,AZ-S1,market,0.65,TRUE,TRUE,TRUE,0.1225
2018-08-07,AZ-S1,model,0.7285,TRUE,TRUE,TRUE,0.0737
2018-08-07,CA-12,market,0.94,TRUE,TRUE,TRUE,0.0036
2018-08-07,CA-12,model,1,TRUE,TRUE,TRUE,0
2018-08-07,CA-22,market,0.29000000000000004,FALSE,FALSE,TRUE,0.0841
2018-08-07,CA-22,model,0.0406,FALSE,FALSE,TRUE,0.0016
2018-08-07,CA-25,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-07,CA-25,model,0.7376,TRUE,TRUE,TRUE,0.0689
2018-08-07,CA-39,market,0.58,TRUE,TRUE,TRUE,0.1764
2018-08-07,CA-39,model,0.4663,FALSE,TRUE,FALSE,0.2848
2018-08-07,CA-48,market,0.72,TRUE,TRUE,TRUE,0.0784
2018-08-07,CA-48,model,0.6541,TRUE,TRUE,TRUE,0.1196
2018-08-07,CA-49,market,0.77,TRUE,TRUE,TRUE,0.0529
2018-08-07,CA-49,model,0.8019,TRUE,TRUE,TRUE,0.0392
2018-08-07,CA-S1,market,0.9,TRUE,TRUE,TRUE,0.01
2018-08-07,CA-S1,model,1,TRUE,TRUE,TRUE,0
2018-08-07,CO-05,market,0.06999999999999995,FALSE,FALSE,TRUE,0.0049
2018-08-07,CO-05,model,0.0243,FALSE,FALSE,TRUE,6e-4
2018-08-07,CO-06,market,0.5700000000000001,TRUE,TRUE,TRUE,0.1849
2018-08-07,CO-06,model,0.6363,TRUE,TRUE,TRUE,0.1323
2018-08-07,CT-05,market,0.96,TRUE,TRUE,TRUE,0.0016
2018-08-07,CT-05,model,0.9671,TRUE,TRUE,TRUE,0.0011
2018-08-07,FL-15,market,0.23,FALSE,FALSE,TRUE,0.0529
2018-08-07,FL-15,model,0.2549,FALSE,FALSE,TRUE,0.065
2018-08-07,FL-17,market,0.1,FALSE,FALSE,TRUE,0.01
2018-08-07,FL-17,model,0.0035,FALSE,FALSE,TRUE,0
2018-08-07,FL-26,market,0.56,TRUE,TRUE,TRUE,0.1936
2018-08-07,FL-26,model,0.3862,FALSE,TRUE,FALSE,0.3768
2018-08-07,FL-27,market,0.89,TRUE,TRUE,TRUE,0.0121
2018-08-07,FL-27,model,0.9724,TRUE,TRUE,TRUE,8e-4
2018-08-07,FL-S1,market,0.52,TRUE,FALSE,FALSE,0.2704
2018-08-07,FL-S1,model,0.6116,TRUE,FALSE,FALSE,0.3741
2018-08-07,IL-12,market,0.42,FALSE,FALSE,TRUE,0.1764
2018-08-07,IL-12,model,0.3813,FALSE,FALSE,TRUE,0.1454
2018-08-07,IN-S1,market,0.38,FALSE,FALSE,TRUE,0.1444
2018-08-07,IN-S1,model,0.8615,TRUE,FALSE,FALSE,0.7422
2018-08-07,MA-S1,market,0.94,TRUE,TRUE,TRUE,0.0036
2018-08-07,MA-S1,model,0.9988,TRUE,TRUE,TRUE,0
2018-08-07,MD-06,market,0.84,TRUE,TRUE,TRUE,0.0256
2018-08-07,MD-06,model,0.9897,TRUE,TRUE,TRUE,1e-4
2018-08-07,ME-S1,market,0.97,TRUE,TRUE,TRUE,9e-4
2018-08-07,ME-S1,model,0.9983,TRUE,TRUE,TRUE,0
2018-08-07,MI-08,market,0.55,TRUE,TRUE,TRUE,0.2025
2018-08-07,MI-08,model,0.4187,FALSE,TRUE,FALSE,0.3379
2018-08-07,MI-11,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-07,MI-11,model,0.6709,TRUE,TRUE,TRUE,0.1083
2018-08-07,MI-S1,market,0.8,TRUE,TRUE,TRUE,0.04
2018-08-07,MI-S1,model,0.986,TRUE,TRUE,TRUE,2e-4
2018-08-07,MN-01,market,0.5,FALSE,FALSE,TRUE,0.25
2018-08-07,MN-01,model,0.4807,FALSE,FALSE,TRUE,0.2311
2018-08-07,MN-02,market,0.91,TRUE,TRUE,TRUE,0.0081
2018-08-07,MN-02,model,0.7545,TRUE,TRUE,TRUE,0.0603
2018-08-07,MN-03,market,0.54,TRUE,TRUE,TRUE,0.2116
2018-08-07,MN-03,model,0.6419,TRUE,TRUE,TRUE,0.1282
2018-08-07,MN-08,market,0.51,TRUE,FALSE,FALSE,0.2601
2018-08-07,MN-08,model,0.3758,FALSE,FALSE,TRUE,0.1412
2018-08-07,MN-S1,market,0.81,TRUE,TRUE,TRUE,0.0361
2018-08-07,MN-S1,model,0.998,TRUE,TRUE,TRUE,0
2018-08-07,MO-S1,market,0.48,FALSE,FALSE,TRUE,0.2304
2018-08-07,MO-S1,model,0.6884,TRUE,FALSE,FALSE,0.4739
2018-08-07,MS-03,market,0.12,FALSE,FALSE,TRUE,0.0144
2018-08-07,MS-03,model,0.0061,FALSE,FALSE,TRUE,0
2018-08-07,MS-S1,market,0.12,FALSE,FALSE,TRUE,0.0144
2018-08-07,MS-S1,model,0.0159,FALSE,FALSE,TRUE,3e-4
2018-08-07,MT-S1,market,0.66,TRUE,TRUE,TRUE,0.1156
2018-08-07,MT-S1,model,0.8929,TRUE,TRUE,TRUE,0.0115
2018-08-07,NC-13,market,0.55,TRUE,FALSE,FALSE,0.3025
2018-08-07,NC-13,model,0.384,FALSE,FALSE,TRUE,0.1475
2018-08-07,ND-S1,market,0.42,FALSE,FALSE,TRUE,0.1764
2018-08-07,ND-S1,model,0.592,TRUE,FALSE,FALSE,0.3505
2018-08-07,NE-02,market,0.5,FALSE,FALSE,TRUE,0.25
2018-08-07,NE-02,model,0.5747,TRUE,FALSE,FALSE,0.3303
2018-08-07,NE-S1,market,0.08999999999999997,FALSE,FALSE,TRUE,0.0081
2018-08-07,NE-S1,model,0.0439,FALSE,FALSE,TRUE,0.0019
2018-08-07,NH-01,market,0.82,TRUE,TRUE,TRUE,0.0324
2018-08-07,NH-01,model,0.805,TRUE,TRUE,TRUE,0.038
2018-08-07,NJ-02,market,0.91,TRUE,TRUE,TRUE,0.0081
2018-08-07,NJ-02,model,0.8889,TRUE,TRUE,TRUE,0.0123
2018-08-07,NJ-07,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-07,NJ-07,model,0.6192,TRUE,TRUE,TRUE,0.145
2018-08-07,NJ-11,market,0.79,TRUE,TRUE,TRUE,0.0441
2018-08-07,NJ-11,model,0.7216,TRUE,TRUE,TRUE,0.0775
2018-08-07,NJ-S1,market,0.78,TRUE,TRUE,TRUE,0.0484
2018-08-07,NJ-S1,model,0.9431,TRUE,TRUE,TRUE,0.0032
2018-08-07,NM-S1,market,0.91,TRUE,TRUE,TRUE,0.0081
2018-08-07,NM-S1,model,0.9674,TRUE,TRUE,TRUE,0.0011
2018-08-07,NV-03,market,0.89,TRUE,TRUE,TRUE,0.0121
2018-08-07,NV-03,model,0.6802,TRUE,TRUE,TRUE,0.1023
2018-08-07,NV-04,market,0.73,TRUE,TRUE,TRUE,0.0729
2018-08-07,NV-04,model,0.8414,TRUE,TRUE,TRUE,0.0252
2018-08-07,NV-S1,market,0.62,TRUE,TRUE,TRUE,0.1444
2018-08-07,NV-S1,model,0.5374,TRUE,TRUE,TRUE,0.214
2018-08-07,NY-01,market,0.36,FALSE,FALSE,TRUE,0.1296
2018-08-07,NY-01,model,0.1088,FALSE,FALSE,TRUE,0.0118
2018-08-07,NY-09,market,0.98,TRUE,TRUE,TRUE,4e-4
2018-08-07,NY-09,model,1,TRUE,TRUE,TRUE,0
2018-08-07,NY-14,market,0.9,TRUE,TRUE,TRUE,0.01
2018-08-07,NY-14,model,1,TRUE,TRUE,TRUE,0
2018-08-07,NY-19,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-07,NY-19,model,0.5352,TRUE,TRUE,TRUE,0.216
2018-08-07,OH-S1,market,0.83,TRUE,TRUE,TRUE,0.0289
2018-08-07,OH-S1,model,0.95,TRUE,TRUE,TRUE,0.0025
2018-08-07,PA-06,market,0.96,TRUE,TRUE,TRUE,0.0016
2018-08-07,PA-06,model,0.9803,TRUE,TRUE,TRUE,4e-4
2018-08-07,PA-09,market,0.03,FALSE,FALSE,TRUE,9e-4
2018-08-07,PA-09,model,0.0084,FALSE,FALSE,TRUE,1e-4
2018-08-07,PA-15,market,0.06999999999999995,FALSE,FALSE,TRUE,0.0049
2018-08-07,PA-15,model,0,FALSE,FALSE,TRUE,0
2018-08-07,PA-17,market,0.94,TRUE,TRUE,TRUE,0.0036
2018-08-07,PA-17,model,0.9725,TRUE,TRUE,TRUE,8e-4
2018-08-07,PA-S1,market,0.91,TRUE,TRUE,TRUE,0.0081
2018-08-07,PA-S1,model,0.9521,TRUE,TRUE,TRUE,0.0023
2018-08-07,SC-04,market,0.02,FALSE,FALSE,TRUE,4e-4
2018-08-07,SC-04,model,2e-4,FALSE,FALSE,TRUE,0
2018-08-07,TN-S1,market,0.45,FALSE,FALSE,TRUE,0.2025
2018-08-07,TN-S1,model,0.3615,FALSE,FALSE,TRUE,0.1307
2018-08-07,TX-05,market,0.10999999999999999,FALSE,FALSE,TRUE,0.0121
2018-08-07,TX-05,model,0.0011,FALSE,FALSE,TRUE,0
2018-08-07,TX-06,market,0.15,FALSE,FALSE,TRUE,0.0225
2018-08-07,TX-06,model,0.0707,FALSE,FALSE,TRUE,0.005
2018-08-07,TX-21,market,0.050000000000000044,FALSE,FALSE,TRUE,0.0025
2018-08-07,TX-21,model,0.1563,FALSE,FALSE,TRUE,0.0244
2018-08-07,TX-23,market,0.74,TRUE,FALSE,FALSE,0.5476
2018-08-07,TX-23,model,0.722,TRUE,FALSE,FALSE,0.5213
2018-08-07,TX-29,market,0.96,TRUE,TRUE,TRUE,0.0016
2018-08-07,TX-29,model,1,TRUE,TRUE,TRUE,0
2018-08-07,TX-S1,market,0.24,FALSE,FALSE,TRUE,0.0576
2018-08-07,TX-S1,model,0.2586,FALSE,FALSE,TRUE,0.0669
2018-08-07,VA-02,market,0.7,TRUE,TRUE,TRUE,0.09
2018-08-07,VA-02,model,0.2215,FALSE,TRUE,FALSE,0.6061
2018-08-07,VA-06,market,0.1,FALSE,FALSE,TRUE,0.01
2018-08-07,VA-06,model,0.004,FALSE,FALSE,TRUE,0
2018-08-07,VA-10,market,0.81,TRUE,TRUE,TRUE,0.0361
2018-08-07,VA-10,model,0.7451,TRUE,TRUE,TRUE,0.065
2018-08-07,VA-S1,market,0.95,TRUE,TRUE,TRUE,0.0025
2018-08-07,VA-S1,model,0.9926,TRUE,TRUE,TRUE,1e-4
2018-08-07,VT-S1,market,0.95,TRUE,TRUE,TRUE,0.0025
2018-08-07,VT-S1,model,0.9999,TRUE,TRUE,TRUE,0
2018-08-07,WA-08,market,0.58,TRUE,TRUE,TRUE,0.1764
2018-08-07,WA-08,model,0.4918,FALSE,TRUE,FALSE,0.2583
2018-08-07,WI-01,market,0.48,FALSE,FALSE,TRUE,0.2304
2018-08-07,WI-01,model,0.2602,FALSE,FALSE,TRUE,0.0677
2018-08-07,WI-S1,market,0.82,TRUE,TRUE,TRUE,0.0324
2018-08-07,WI-S1,model,0.9787,TRUE,TRUE,TRUE,5e-4
2018-08-07,WV-03,market,0.7,TRUE,FALSE,FALSE,0.49
2018-08-07,WV-03,model,0.0618,FALSE,FALSE,TRUE,0.0038
2018-08-07,WV-S1,market,0.75,TRUE,TRUE,TRUE,0.0625
2018-08-07,WV-S1,model,0.8583,TRUE,TRUE,TRUE,0.0201
2018-08-08,AZ-S1,market,0.61,TRUE,TRUE,TRUE,0.1521
2018-08-08,AZ-S1,model,0.724,TRUE,TRUE,TRUE,0.0762
2018-08-08,CA-12,market,0.94,TRUE,TRUE,TRUE,0.0036
2018-08-08,CA-12,model,1,TRUE,TRUE,TRUE,0
2018-08-08,CA-22,market,0.32999999999999996,FALSE,FALSE,TRUE,0.1089
2018-08-08,CA-22,model,0.0398,FALSE,FALSE,TRUE,0.0016
2018-08-08,CA-25,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-08,CA-25,model,0.7321,TRUE,TRUE,TRUE,0.0718
2018-08-08,CA-39,market,0.58,TRUE,TRUE,TRUE,0.1764
2018-08-08,CA-39,model,0.4596,FALSE,TRUE,FALSE,0.292
2018-08-08,CA-48,market,0.68,TRUE,TRUE,TRUE,0.1024
2018-08-08,CA-48,model,0.6471,TRUE,TRUE,TRUE,0.1245
2018-08-08,CA-49,market,0.76,TRUE,TRUE,TRUE,0.0576
2018-08-08,CA-49,model,0.7961,TRUE,TRUE,TRUE,0.0416
2018-08-08,CA-S1,market,0.95,TRUE,TRUE,TRUE,0.0025
2018-08-08,CA-S1,model,1,TRUE,TRUE,TRUE,0
2018-08-08,CO-05,market,0.06000000000000005,FALSE,FALSE,TRUE,0.0036
2018-08-08,CO-05,model,0.0218,FALSE,FALSE,TRUE,5e-4
2018-08-08,CO-06,market,0.6,TRUE,TRUE,TRUE,0.16
2018-08-08,CO-06,model,0.6304,TRUE,TRUE,TRUE,0.1366
2018-08-08,CT-05,market,0.96,TRUE,TRUE,TRUE,0.0016
2018-08-08,CT-05,model,0.9642,TRUE,TRUE,TRUE,0.0013
2018-08-08,FL-15,market,0.33,FALSE,FALSE,TRUE,0.1089
2018-08-08,FL-15,model,0.2511,FALSE,FALSE,TRUE,0.0631
2018-08-08,FL-17,market,0.1,FALSE,FALSE,TRUE,0.01
2018-08-08,FL-17,model,0.0031,FALSE,FALSE,TRUE,0
2018-08-08,FL-26,market,0.56,TRUE,TRUE,TRUE,0.1936
2018-08-08,FL-26,model,0.3811,FALSE,TRUE,FALSE,0.383
2018-08-08,FL-27,market,0.89,TRUE,TRUE,TRUE,0.0121
2018-08-08,FL-27,model,0.9711,TRUE,TRUE,TRUE,8e-4
2018-08-08,FL-S1,market,0.5,FALSE,FALSE,TRUE,0.25
2018-08-08,FL-S1,model,0.607,TRUE,FALSE,FALSE,0.3684
2018-08-08,IL-12,market,0.42,FALSE,FALSE,TRUE,0.1764
2018-08-08,IL-12,model,0.3772,FALSE,FALSE,TRUE,0.1423
2018-08-08,IN-S1,market,0.38,FALSE,FALSE,TRUE,0.1444
2018-08-08,IN-S1,model,0.8577,TRUE,FALSE,FALSE,0.7356
2018-08-08,MA-S1,market,0.97,TRUE,TRUE,TRUE,9e-4
2018-08-08,MA-S1,model,0.9986,TRUE,TRUE,TRUE,0
2018-08-08,MD-06,market,0.84,TRUE,TRUE,TRUE,0.0256
2018-08-08,MD-06,model,0.9896,TRUE,TRUE,TRUE,1e-4
2018-08-08,ME-S1,market,0.97,TRUE,TRUE,TRUE,9e-4
2018-08-08,ME-S1,model,0.9988,TRUE,TRUE,TRUE,0
2018-08-08,MI-08,market,0.55,TRUE,TRUE,TRUE,0.2025
2018-08-08,MI-08,model,0.4131,FALSE,TRUE,FALSE,0.3445
2018-08-08,MI-11,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-08,MI-11,model,0.6611,TRUE,TRUE,TRUE,0.1149
2018-08-08,MI-S1,market,0.77,TRUE,TRUE,TRUE,0.0529
2018-08-08,MI-S1,model,0.9854,TRUE,TRUE,TRUE,2e-4
2018-08-08,MN-01,market,0.5,FALSE,FALSE,TRUE,0.25
2018-08-08,MN-01,model,0.4654,FALSE,FALSE,TRUE,0.2166
2018-08-08,MN-02,market,0.84,TRUE,TRUE,TRUE,0.0256
2018-08-08,MN-02,model,0.7458,TRUE,TRUE,TRUE,0.0646
2018-08-08,MN-03,market,0.55,TRUE,TRUE,TRUE,0.2025
2018-08-08,MN-03,model,0.6349,TRUE,TRUE,TRUE,0.1333
2018-08-08,MN-08,market,0.55,TRUE,FALSE,FALSE,0.3025
2018-08-08,MN-08,model,0.3718,FALSE,FALSE,TRUE,0.1382
2018-08-08,MN-S1,market,0.81,TRUE,TRUE,TRUE,0.0361
2018-08-08,MN-S1,model,0.9983,TRUE,TRUE,TRUE,0
2018-08-08,MO-S1,market,0.48,FALSE,FALSE,TRUE,0.2304
2018-08-08,MO-S1,model,0.6787,TRUE,FALSE,FALSE,0.4606
2018-08-08,MS-03,market,0.12,FALSE,FALSE,TRUE,0.0144
2018-08-08,MS-03,model,0.0057,FALSE,FALSE,TRUE,0
2018-08-08,MS-S1,market,0.13,FALSE,FALSE,TRUE,0.0169
2018-08-08,MS-S1,model,0.0152,FALSE,FALSE,TRUE,2e-4
2018-08-08,MT-S1,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-08,MT-S1,model,0.8903,TRUE,TRUE,TRUE,0.012
2018-08-08,NC-13,market,0.55,TRUE,FALSE,FALSE,0.3025
2018-08-08,NC-13,model,0.3781,FALSE,FALSE,TRUE,0.143
2018-08-08,ND-S1,market,0.43,FALSE,FALSE,TRUE,0.1849
2018-08-08,ND-S1,model,0.5823,TRUE,FALSE,FALSE,0.3391
2018-08-08,NE-02,market,0.44999999999999996,FALSE,FALSE,TRUE,0.2025
2018-08-08,NE-02,model,0.5667,TRUE,FALSE,FALSE,0.3211
2018-08-08,NE-S1,market,0.08999999999999997,FALSE,FALSE,TRUE,0.0081
2018-08-08,NE-S1,model,0.0407,FALSE,FALSE,TRUE,0.0017
2018-08-08,NH-01,market,0.82,TRUE,TRUE,TRUE,0.0324
2018-08-08,NH-01,model,0.7958,TRUE,TRUE,TRUE,0.0417
2018-08-08,NJ-02,market,0.91,TRUE,TRUE,TRUE,0.0081
2018-08-08,NJ-02,model,0.8803,TRUE,TRUE,TRUE,0.0143
2018-08-08,NJ-07,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-08,NJ-07,model,0.6125,TRUE,TRUE,TRUE,0.1502
2018-08-08,NJ-11,market,0.79,TRUE,TRUE,TRUE,0.0441
2018-08-08,NJ-11,model,0.712,TRUE,TRUE,TRUE,0.0829
2018-08-08,NJ-S1,market,0.79,TRUE,TRUE,TRUE,0.0441
2018-08-08,NJ-S1,model,0.9429,TRUE,TRUE,TRUE,0.0033
2018-08-08,NM-S1,market,0.91,TRUE,TRUE,TRUE,0.0081
2018-08-08,NM-S1,model,0.9674,TRUE,TRUE,TRUE,0.0011
2018-08-08,NV-03,market,0.89,TRUE,TRUE,TRUE,0.0121
2018-08-08,NV-03,model,0.6715,TRUE,TRUE,TRUE,0.1079
2018-08-08,NV-04,market,0.73,TRUE,TRUE,TRUE,0.0729
2018-08-08,NV-04,model,0.8387,TRUE,TRUE,TRUE,0.026
2018-08-08,NV-S1,market,0.63,TRUE,TRUE,TRUE,0.1369
2018-08-08,NV-S1,model,0.5316,TRUE,TRUE,TRUE,0.2194
2018-08-08,NY-01,market,0.3,FALSE,FALSE,TRUE,0.09
2018-08-08,NY-01,model,0.1055,FALSE,FALSE,TRUE,0.0111
2018-08-08,NY-09,market,0.98,TRUE,TRUE,TRUE,4e-4
2018-08-08,NY-09,model,1,TRUE,TRUE,TRUE,0
2018-08-08,NY-14,market,0.9,TRUE,TRUE,TRUE,0.01
2018-08-08,NY-14,model,1,TRUE,TRUE,TRUE,0
2018-08-08,NY-19,market,0.63,TRUE,TRUE,TRUE,0.1369
2018-08-08,NY-19,model,0.5296,TRUE,TRUE,TRUE,0.2213
2018-08-08,OH-S1,market,0.82,TRUE,TRUE,TRUE,0.0324
2018-08-08,OH-S1,model,0.9484,TRUE,TRUE,TRUE,0.0027
2018-08-08,PA-06,market,0.96,TRUE,TRUE,TRUE,0.0016
2018-08-08,PA-06,model,0.9785,TRUE,TRUE,TRUE,5e-4
2018-08-08,PA-09,market,0.03,FALSE,FALSE,TRUE,9e-4
2018-08-08,PA-09,model,0.0079,FALSE,FALSE,TRUE,1e-4
2018-08-08,PA-15,market,0.06999999999999995,FALSE,FALSE,TRUE,0.0049
2018-08-08,PA-15,model,0,FALSE,FALSE,TRUE,0
2018-08-08,PA-17,market,0.94,TRUE,TRUE,TRUE,0.0036
2018-08-08,PA-17,model,0.9698,TRUE,TRUE,TRUE,9e-4
2018-08-08,PA-S1,market,0.93,TRUE,TRUE,TRUE,0.0049
2018-08-08,PA-S1,model,0.9482,TRUE,TRUE,TRUE,0.0027
2018-08-08,SC-04,market,0.02,FALSE,FALSE,TRUE,4e-4
2018-08-08,SC-04,model,3e-4,FALSE,FALSE,TRUE,0
2018-08-08,TN-S1,market,0.5,FALSE,FALSE,TRUE,0.25
2018-08-08,TN-S1,model,0.3595,FALSE,FALSE,TRUE,0.1292
2018-08-08,TX-05,market,0.10999999999999999,FALSE,FALSE,TRUE,0.0121
2018-08-08,TX-05,model,9e-4,FALSE,FALSE,TRUE,0
2018-08-08,TX-06,market,0.15,FALSE,FALSE,TRUE,0.0225
2018-08-08,TX-06,model,0.0684,FALSE,FALSE,TRUE,0.0047
2018-08-08,TX-21,market,0.050000000000000044,FALSE,FALSE,TRUE,0.0025
2018-08-08,TX-21,model,0.1514,FALSE,FALSE,TRUE,0.0229
2018-08-08,TX-23,market,0.69,TRUE,FALSE,FALSE,0.4761
2018-08-08,TX-23,model,0.7123,TRUE,FALSE,FALSE,0.5074
2018-08-08,TX-29,market,0.96,TRUE,TRUE,TRUE,0.0016
2018-08-08,TX-29,model,0.9998,TRUE,TRUE,TRUE,0
2018-08-08,TX-S1,market,0.27,FALSE,FALSE,TRUE,0.0729
2018-08-08,TX-S1,model,0.2543,FALSE,FALSE,TRUE,0.0647
2018-08-08,VA-02,market,0.63,TRUE,TRUE,TRUE,0.1369
2018-08-08,VA-02,model,0.2144,FALSE,TRUE,FALSE,0.6172
2018-08-08,VA-06,market,0.1,FALSE,FALSE,TRUE,0.01
2018-08-08,VA-06,model,0.0037,FALSE,FALSE,TRUE,0
2018-08-08,VA-10,market,0.83,TRUE,TRUE,TRUE,0.0289
2018-08-08,VA-10,model,0.7406,TRUE,TRUE,TRUE,0.0673
2018-08-08,VA-S1,market,0.94,TRUE,TRUE,TRUE,0.0036
2018-08-08,VA-S1,model,0.9918,TRUE,TRUE,TRUE,1e-4
2018-08-08,VT-S1,market,0.97,TRUE,TRUE,TRUE,9e-4
2018-08-08,VT-S1,model,0.9999,TRUE,TRUE,TRUE,0
2018-08-08,WA-08,market,0.66,TRUE,TRUE,TRUE,0.1156
2018-08-08,WA-08,model,0.4836,FALSE,TRUE,FALSE,0.2667
2018-08-08,WI-01,market,0.48,FALSE,FALSE,TRUE,0.2304
2018-08-08,WI-01,model,0.2587,FALSE,FALSE,TRUE,0.0669
2018-08-08,WI-S1,market,0.83,TRUE,TRUE,TRUE,0.0289
2018-08-08,WI-S1,model,0.9766,TRUE,TRUE,TRUE,5e-4
2018-08-08,WV-03,market,0.68,TRUE,FALSE,FALSE,0.4624
2018-08-08,WV-03,model,0.0614,FALSE,FALSE,TRUE,0.0038
2018-08-08,WV-S1,market,0.74,TRUE,TRUE,TRUE,0.0676
2018-08-08,WV-S1,model,0.8546,TRUE,TRUE,TRUE,0.0211
2018-08-09,AZ-S1,market,0.61,TRUE,TRUE,TRUE,0.1521
2018-08-09,AZ-S1,model,0.728,TRUE,TRUE,TRUE,0.074
2018-08-09,CA-12,market,0.9,TRUE,TRUE,TRUE,0.01
2018-08-09,CA-12,model,1,TRUE,TRUE,TRUE,0
2018-08-09,CA-22,market,0.33999999999999997,FALSE,FALSE,TRUE,0.1156
2018-08-09,CA-22,model,0.0397,FALSE,FALSE,TRUE,0.0016
2018-08-09,CA-25,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-09,CA-25,model,0.7355,TRUE,TRUE,TRUE,0.07
2018-08-09,CA-39,market,0.58,TRUE,TRUE,TRUE,0.1764
2018-08-09,CA-39,model,0.4658,FALSE,TRUE,FALSE,0.2854
2018-08-09,CA-48,market,0.68,TRUE,TRUE,TRUE,0.1024
2018-08-09,CA-48,model,0.6467,TRUE,TRUE,TRUE,0.1248
2018-08-09,CA-49,market,0.71,TRUE,TRUE,TRUE,0.0841
2018-08-09,CA-49,model,0.8018,TRUE,TRUE,TRUE,0.0393
2018-08-09,CA-S1,market,0.86,TRUE,TRUE,TRUE,0.0196
2018-08-09,CA-S1,model,1,TRUE,TRUE,TRUE,0
2018-08-09,CO-05,market,0.06999999999999995,FALSE,FALSE,TRUE,0.0049
2018-08-09,CO-05,model,0.0228,FALSE,FALSE,TRUE,5e-4
2018-08-09,CO-06,market,0.6,TRUE,TRUE,TRUE,0.16
2018-08-09,CO-06,model,0.6309,TRUE,TRUE,TRUE,0.1362
2018-08-09,CT-05,market,0.96,TRUE,TRUE,TRUE,0.0016
2018-08-09,CT-05,model,0.9677,TRUE,TRUE,TRUE,0.001
2018-08-09,FL-15,market,0.33,FALSE,FALSE,TRUE,0.1089
2018-08-09,FL-15,model,0.2602,FALSE,FALSE,TRUE,0.0677
2018-08-09,FL-17,market,0.1,FALSE,FALSE,TRUE,0.01
2018-08-09,FL-17,model,0.003,FALSE,FALSE,TRUE,0
2018-08-09,FL-26,market,0.5900000000000001,TRUE,TRUE,TRUE,0.1681
2018-08-09,FL-26,model,0.3777,FALSE,TRUE,FALSE,0.3873
2018-08-09,FL-27,market,0.89,TRUE,TRUE,TRUE,0.0121
2018-08-09,FL-27,model,0.9744,TRUE,TRUE,TRUE,7e-4
2018-08-09,FL-S1,market,0.52,TRUE,FALSE,FALSE,0.2704
2018-08-09,FL-S1,model,0.6133,TRUE,FALSE,FALSE,0.3761
2018-08-09,IL-12,market,0.57,TRUE,FALSE,FALSE,0.3249
2018-08-09,IL-12,model,0.3808,FALSE,FALSE,TRUE,0.145
2018-08-09,IN-S1,market,0.45,FALSE,FALSE,TRUE,0.2025
2018-08-09,IN-S1,model,0.8635,TRUE,FALSE,FALSE,0.7456
2018-08-09,MA-S1,market,0.97,TRUE,TRUE,TRUE,9e-4
2018-08-09,MA-S1,model,0.9989,TRUE,TRUE,TRUE,0
2018-08-09,MD-06,market,0.84,TRUE,TRUE,TRUE,0.0256
2018-08-09,MD-06,model,0.9911,TRUE,TRUE,TRUE,1e-4
2018-08-09,ME-S1,market,0.97,TRUE,TRUE,TRUE,9e-4
2018-08-09,ME-S1,model,0.999,TRUE,TRUE,TRUE,0
2018-08-09,MI-08,market,0.55,TRUE,TRUE,TRUE,0.2025
2018-08-09,MI-08,model,0.4203,FALSE,TRUE,FALSE,0.3361
2018-08-09,MI-11,market,0.64,TRUE,TRUE,TRUE,0.1296
2018-08-09,MI-11,model,0.6704,TRUE,TRUE,TRUE,0.1086
2018-08-09,MI-S1,market,0.76,TRUE,TRUE,TRUE,0.0576
2018-08-09,MI-S1,model,0.9861,TRUE,TRUE,TRUE,2e-4
2018-08-09,MN-01,market,0.5,FALSE,FALSE,TRUE,0.25
2018-08-09,MN-01,model,0.4799,FALSE,FALSE,TRUE,0.2303
2018-08-09,MN-02,market,0.85,TRUE,TRUE,TRUE,0.0225
2018-08-09,MN-02,model,0.7471,TRUE,TRUE,TRUE,0.064
2018-08-09,MN-03,market,0.55,TRUE,TRUE,TRUE,0.2025
2018-08-09,MN-03,model,0.636,TRUE,TRUE,TRUE,0.1325
2018-08-09,MN-08,market,0.55,TRUE,FALSE,FALSE,0.3025
2018-08-09,MN-08,model,0.3836,FALSE,FALSE,TRUE,0.1471
2018-08-09,MN-S1,market,0.81,TRUE,TRUE,TRUE,0.0361
2018-08-09,MN-S1,model,0.9982,TRUE,TRUE,TRUE,0
2018-08-09,MO-S1,market,0.49,FALSE,FALSE,TRUE,0.2401
2018-08-09,MO-S1,model,0.7377,TRUE,FALSE,FALSE,0.5442
2018-08-09,MS-03,market,0.1,FALSE,FALSE,TRUE,0.01
2018-08-09,MS-03,model,0.0062,FALSE,FALSE,TRUE,0
2018-08-09,MS-S1,market,0.1,FALSE,FALSE,TRUE,0.01
2018-08-09,MS-S1,model,0.015,FALSE,FALSE,TRUE,2e-4
2018-08-09,MT-S1,market,0.72,TRUE,TRUE,TRUE,0.0784
