cycle,branch,race,forecastdate,version,Democrat_WinProbability,Republican_WinProbability,category,Democrat_Won,Republican_Won,uncalled
2018,House,MT-1,2018-11-06,classic,0.24448,0.75551999,Likely R,FALSE,TRUE,FALSE
2018,House,NC-1,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NC-10,2018-11-06,classic,0.00202,0.99798,Safe R,FALSE,TRUE,FALSE
2018,House,NC-11,2018-11-06,classic,0.00284,0.99716002,Safe R,FALSE,TRUE,FALSE
2018,House,NC-12,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NC-13,2018-11-06,classic,0.38688001,0.61312002,Lean R,FALSE,TRUE,FALSE
2018,House,NC-2,2018-11-06,classic,0.15254,0.84745997,Likely R,FALSE,TRUE,FALSE
2018,House,NC-3,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,NC-4,2018-11-06,classic,0.99997997,1.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NC-5,2018-11-06,classic,0.03822,0.96178001,Safe R,FALSE,TRUE,FALSE
2018,House,NC-6,2018-11-06,classic,0.13410001,0.86589998,Likely R,FALSE,TRUE,FALSE
2018,House,NC-7,2018-11-06,classic,0.18684,0.81316,Likely R,FALSE,TRUE,FALSE
2018,House,NC-8,2018-11-06,classic,0.12352,0.87647998,Likely R,FALSE,TRUE,FALSE
2018,House,NC-9,2018-11-06,classic,0.47608,0.52392,Tossup (Tilt R),FALSE,TRUE,TRUE
2018,House,ND-1,2018-11-06,classic,0.00154,0.99845999,Safe R,FALSE,TRUE,FALSE
2018,House,NE-1,2018-11-06,classic,0.0024999999,0.9975,Safe R,FALSE,TRUE,FALSE
2018,House,NE-2,2018-11-06,classic,0.41944,0.58056003,Tossup (Tilt R),FALSE,TRUE,FALSE
2018,House,NE-3,2018-11-06,classic,3.9999999e-5,0.99996001,Safe R,FALSE,TRUE,FALSE
2018,House,NH-1,2018-11-06,classic,0.89209998,0.1079,Likely D,TRUE,FALSE,FALSE
2018,House,NH-2,2018-11-06,classic,0.99633998,0.0036599999,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-1,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-10,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-11,2018-11-06,classic,0.85364002,0.14636,Likely D,TRUE,FALSE,FALSE
2018,House,NJ-12,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-2,2018-11-06,classic,0.97994,0.020059999,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-3,2018-11-06,classic,0.54856002,0.45144001,Tossup (Tilt D),TRUE,FALSE,FALSE
2018,House,NJ-4,2018-11-06,classic,0.069239996,0.93076003,Likely R,FALSE,TRUE,FALSE
2018,House,NJ-5,2018-11-06,classic,0.98563999,0.01436,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-6,2018-11-06,classic,0.99989998,9.9999997e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-7,2018-11-06,classic,0.78252,0.21748,Likely D,TRUE,FALSE,FALSE
2018,House,NJ-8,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NJ-9,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NM-1,2018-11-06,classic,0.98005998,0.01994,Solid D,TRUE,FALSE,FALSE
2018,House,NM-2,2018-11-06,classic,0.44413999,0.55585998,Tossup (Tilt R),TRUE,FALSE,FALSE
2018,House,NM-3,2018-11-06,classic,0.99958003,4.2e-4,Solid D,TRUE,FALSE,FALSE
2018,House,NV-1,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NV-2,2018-11-06,classic,0.00242,0.99757999,Safe R,FALSE,TRUE,FALSE
2018,House,NV-3,2018-11-06,classic,0.88396001,0.11604,Likely D,TRUE,FALSE,FALSE
2018,House,NV-4,2018-11-06,classic,0.87716001,0.12284,Likely D,TRUE,FALSE,FALSE
2018,House,NY-1,2018-11-06,classic,0.065459996,0.93453997,Likely R,FALSE,TRUE,FALSE
2018,House,NY-10,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-11,2018-11-06,classic,0.23656,0.76344001,Likely R,TRUE,FALSE,FALSE
2018,House,NY-12,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-13,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-14,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-15,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-16,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-17,2018-11-06,classic,0.99993998,5.9999998e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NY-18,2018-11-06,classic,0.99147999,0.0085199997,Solid D,TRUE,FALSE,FALSE
2018,House,NY-19,2018-11-06,classic,0.61166,0.38834,Lean D,TRUE,FALSE,FALSE
2018,House,NY-2,2018-11-06,classic,0.27732,0.72267997,Lean R,FALSE,TRUE,FALSE
2018,House,NY-20,2018-11-06,classic,0.99989998,9.9999997e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NY-21,2018-11-06,classic,0.10676,0.89323997,Likely R,FALSE,TRUE,FALSE
2018,House,NY-22,2018-11-06,classic,0.5223,0.4777,Tossup (Tilt D),TRUE,FALSE,FALSE
2018,House,NY-23,2018-11-06,classic,0.16708,0.83292001,Likely R,FALSE,TRUE,FALSE
2018,House,NY-24,2018-11-06,classic,0.17966001,0.82033998,Likely R,FALSE,TRUE,FALSE
2018,House,NY-25,2018-11-06,classic,0.99044001,0.0095600002,Solid D,TRUE,FALSE,FALSE
2018,House,NY-26,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NY-27,2018-11-06,classic,0.24327999,0.75672001,Likely R,FALSE,TRUE,FALSE
2018,House,NY-3,2018-11-06,classic,0.99636,0.00364,Solid D,TRUE,FALSE,FALSE
2018,House,NY-4,2018-11-06,classic,0.99949998,5.0000002e-4,Solid D,TRUE,FALSE,FALSE
2018,House,NY-5,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-6,2018-11-06,classic,0.99997997,1.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,NY-7,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-8,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,NY-9,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,OH-1,2018-11-06,classic,0.19038001,0.80962002,Likely R,FALSE,TRUE,FALSE
2018,House,OH-10,2018-11-06,classic,0.1034,0.89660001,Likely R,FALSE,TRUE,FALSE
2018,House,OH-11,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,OH-12,2018-11-06,classic,0.34705999,0.65293998,Lean R,FALSE,TRUE,FALSE
2018,House,OH-13,2018-11-06,classic,0.99988002,1.2e-4,Solid D,TRUE,FALSE,FALSE
2018,House,OH-14,2018-11-06,classic,0.15626,0.84373999,Likely R,FALSE,TRUE,FALSE
2018,House,OH-15,2018-11-06,classic,0.020679999,0.97931999,Safe R,FALSE,TRUE,FALSE
2018,House,OH-16,2018-11-06,classic,0.085179999,0.91482002,Likely R,FALSE,TRUE,FALSE
2018,House,OH-2,2018-11-06,classic,0.02272,0.97728002,Safe R,FALSE,TRUE,FALSE
2018,House,OH-3,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,OH-4,2018-11-06,classic,0.0099799996,0.99001998,Safe R,FALSE,TRUE,FALSE
2018,House,OH-5,2018-11-06,classic,0.00144,0.99856001,Safe R,FALSE,TRUE,FALSE
2018,House,OH-6,2018-11-06,classic,1.4e-4,0.99985999,Safe R,FALSE,TRUE,FALSE
2018,House,OH-7,2018-11-06,classic,0.037900001,0.96210003,Safe R,FALSE,TRUE,FALSE
2018,House,OH-8,2018-11-06,classic,1.6e-4,0.99984002,Safe R,FALSE,TRUE,FALSE
2018,House,OH-9,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,OK-1,2018-11-06,classic,0.0017,0.99830002,Safe R,FALSE,TRUE,FALSE
2018,House,OK-2,2018-11-06,classic,0.00178,0.99822003,Safe R,FALSE,TRUE,FALSE
2018,House,OK-3,2018-11-06,classic,1.9999999e-5,0.99997997,Safe R,FALSE,TRUE,FALSE
2018,House,OK-4,2018-11-06,classic,9.9999997e-5,0.99989998,Safe R,FALSE,TRUE,FALSE
2018,House,OK-5,2018-11-06,classic,0.14256001,0.85743999,Likely R,TRUE,FALSE,FALSE
2018,House,OR-1,2018-11-06,classic,0.99988002,1.2e-4,Solid D,TRUE,FALSE,FALSE
2018,House,OR-2,2018-11-06,classic,0.0099999998,0.99000001,Safe R,FALSE,TRUE,FALSE
2018,House,OR-3,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,OR-4,2018-11-06,classic,0.99574,0.0042599998,Solid D,TRUE,FALSE,FALSE
2018,House,OR-5,2018-11-06,classic,0.85588002,0.14411999,Likely D,TRUE,FALSE,FALSE
2018,House,PA-1,2018-11-06,classic,0.42814001,0.57183999,Tossup (Tilt R),FALSE,TRUE,FALSE
2018,House,PA-10,2018-11-06,classic,0.32495999,0.67504001,Lean R,FALSE,TRUE,FALSE
2018,House,PA-11,2018-11-06,classic,0.065399997,0.9346,Likely R,FALSE,TRUE,FALSE
2018,House,PA-12,2018-11-06,classic,1.9999999e-4,0.99980003,Safe R,FALSE,TRUE,FALSE
2018,House,PA-13,2018-11-06,classic,2.6e-4,0.99974,Safe R,FALSE,TRUE,FALSE
2018,House,PA-14,2018-11-06,classic,0.0070799999,0.99291998,Safe R,FALSE,TRUE,FALSE
2018,House,PA-15,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,PA-16,2018-11-06,classic,0.12748,0.87252003,Likely R,FALSE,TRUE,FALSE
2018,House,PA-17,2018-11-06,classic,0.95727998,0.042720001,Solid D,TRUE,FALSE,FALSE
2018,House,PA-18,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,PA-2,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,PA-3,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,PA-4,2018-11-06,classic,0.99922001,7.8e-4,Solid D,TRUE,FALSE,FALSE
2018,House,PA-5,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,PA-6,2018-11-06,classic,0.99089998,0.0091000004,Solid D,TRUE,FALSE,FALSE
2018,House,PA-7,2018-11-06,classic,0.95183998,0.048160002,Solid D,TRUE,FALSE,FALSE
2018,House,PA-8,2018-11-06,classic,0.96288002,0.03712,Solid D,TRUE,FALSE,FALSE
2018,House,PA-9,2018-11-06,classic,0.0017199999,0.99827999,Safe R,FALSE,TRUE,FALSE
2018,House,RI-1,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,RI-2,2018-11-06,classic,0.99989998,9.9999997e-5,Solid D,TRUE,FALSE,FALSE
2018,House,SC-1,2018-11-06,classic,0.093819998,0.90618002,Likely R,TRUE,FALSE,FALSE
2018,House,SC-2,2018-11-06,classic,0.0063200002,0.99368,Safe R,FALSE,TRUE,FALSE
2018,House,SC-3,2018-11-06,classic,5.6000001e-4,0.99944001,Safe R,FALSE,TRUE,FALSE
2018,House,SC-4,2018-11-06,classic,1.4e-4,0.99985999,Safe R,FALSE,TRUE,FALSE
2018,House,SC-5,2018-11-06,classic,0.01312,0.98688,Safe R,FALSE,TRUE,FALSE
2018,House,SC-6,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,SC-7,2018-11-06,classic,0.0057000001,0.99430001,Safe R,FALSE,TRUE,FALSE
2018,House,SD-1,2018-11-06,classic,0.0078999996,0.9921,Safe R,FALSE,TRUE,FALSE
2018,House,TN-1,2018-11-06,classic,1.9999999e-5,0.99997997,Safe R,FALSE,TRUE,FALSE
2018,House,TN-2,2018-11-06,classic,2.2e-4,0.99978,Safe R,FALSE,TRUE,FALSE
2018,House,TN-3,2018-11-06,classic,5.6000001e-4,0.99944001,Safe R,FALSE,TRUE,FALSE
2018,House,TN-4,2018-11-06,classic,0.0059600002,0.99404001,Safe R,FALSE,TRUE,FALSE
2018,House,TN-5,2018-11-06,classic,0.99989998,9.9999997e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TN-6,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,TN-7,2018-11-06,classic,1.2e-4,0.99988002,Safe R,FALSE,TRUE,FALSE
2018,House,TN-8,2018-11-06,classic,7.9999998e-5,0.99992001,Safe R,FALSE,TRUE,FALSE
2018,House,TN-9,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,TX-1,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,TX-10,2018-11-06,classic,0.06278,0.93721998,Likely R,FALSE,TRUE,FALSE
2018,House,TX-11,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,TX-12,2018-11-06,classic,1.9999999e-5,0.99997997,Safe R,FALSE,TRUE,FALSE
2018,House,TX-13,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,TX-14,2018-11-06,classic,0.00844,0.99155998,Safe R,FALSE,TRUE,FALSE
2018,House,TX-15,2018-11-06,classic,0.99963999,3.6000001e-4,Solid D,TRUE,FALSE,FALSE
2018,House,TX-16,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TX-17,2018-11-06,classic,0.00174,0.99826002,Safe R,FALSE,TRUE,FALSE
2018,House,TX-18,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,TX-19,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,TX-2,2018-11-06,classic,0.10656,0.89341998,Likely R,FALSE,TRUE,FALSE
2018,House,TX-20,2018-11-06,classic,0.99997997,1.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TX-21,2018-11-06,classic,0.15458,0.84542,Likely R,FALSE,TRUE,FALSE
2018,House,TX-22,2018-11-06,classic,0.20277999,0.79721999,Likely R,FALSE,TRUE,FALSE
2018,House,TX-23,2018-11-06,classic,0.2251,0.77490002,Likely R,FALSE,TRUE,FALSE
2018,House,TX-24,2018-11-06,classic,0.03294,0.96706003,Safe R,FALSE,TRUE,FALSE
2018,House,TX-25,2018-11-06,classic,0.11944,0.88055998,Likely R,FALSE,TRUE,FALSE
2018,House,TX-26,2018-11-06,classic,5.0000002e-4,0.99949998,Safe R,FALSE,TRUE,FALSE
2018,House,TX-27,2018-11-06,classic,0.0011,0.9989,Safe R,FALSE,TRUE,FALSE
2018,House,TX-28,2018-11-06,classic,0.99992001,7.9999998e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TX-29,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TX-3,2018-11-06,classic,0.0077599999,0.99224001,Safe R,FALSE,TRUE,FALSE
2018,House,TX-30,2018-11-06,classic,0.99997997,1.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TX-31,2018-11-06,classic,0.067259997,0.93273997,Likely R,FALSE,TRUE,FALSE
2018,House,TX-32,2018-11-06,classic,0.37171999,0.62827998,Lean R,TRUE,FALSE,FALSE
2018,House,TX-33,2018-11-06,classic,0.99997997,1.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TX-34,2018-11-06,classic,0.99966002,3.4e-4,Solid D,TRUE,FALSE,FALSE
2018,House,TX-35,2018-11-06,classic,0.99992001,7.9999998e-5,Solid D,TRUE,FALSE,FALSE
2018,House,TX-36,2018-11-06,classic,1.9999999e-5,0.99997997,Safe R,FALSE,TRUE,FALSE
2018,House,TX-4,2018-11-06,classic,1.9999999e-5,0.99997997,Safe R,FALSE,TRUE,FALSE
2018,House,TX-5,2018-11-06,classic,3.9999999e-4,0.99959999,Safe R,FALSE,TRUE,FALSE
2018,House,TX-6,2018-11-06,classic,0.057539999,0.94246,Likely R,FALSE,TRUE,FALSE
2018,House,TX-7,2018-11-06,classic,0.52231997,0.47768,Tossup (Tilt D),TRUE,FALSE,FALSE
2018,House,TX-8,2018-11-06,classic,0,1,Safe R,FALSE,TRUE,FALSE
2018,House,TX-9,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,UT-1,2018-11-06,classic,1.4e-4,0.99985999,Safe R,FALSE,TRUE,FALSE
2018,House,UT-2,2018-11-06,classic,0.01572,0.98427999,Safe R,FALSE,TRUE,FALSE
2018,House,UT-3,2018-11-06,classic,1.4e-4,0.99985999,Safe R,FALSE,TRUE,FALSE
2018,House,UT-4,2018-11-06,classic,0.62276,0.37724,Lean D,TRUE,FALSE,FALSE
2018,House,VA-1,2018-11-06,classic,0.030200001,0.9698,Safe R,FALSE,TRUE,FALSE
2018,House,VA-10,2018-11-06,classic,0.89605999,0.10394,Likely D,TRUE,FALSE,FALSE
2018,House,VA-11,2018-11-06,classic,0.99996001,3.9999999e-5,Solid D,TRUE,FALSE,FALSE
2018,House,VA-2,2018-11-06,classic,0.32712001,0.67287999,Lean R,TRUE,FALSE,FALSE
2018,House,VA-3,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,VA-4,2018-11-06,classic,0.99941999,5.7999999e-4,Solid D,TRUE,FALSE,FALSE
2018,House,VA-5,2018-11-06,classic,0.46164,0.53836,Tossup (Tilt R),FALSE,TRUE,FALSE
2018,House,VA-6,2018-11-06,classic,0.0048400001,0.99515998,Safe R,FALSE,TRUE,FALSE
2018,House,VA-7,2018-11-06,classic,0.43652001,0.56348002,Tossup (Tilt R),TRUE,FALSE,FALSE
2018,House,VA-8,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,VA-9,2018-11-06,classic,0.0091000004,0.99089998,Safe R,FALSE,TRUE,FALSE
2018,House,VT-1,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,WA-1,2018-11-06,classic,0.9993,6.9999998e-4,Solid D,TRUE,FALSE,FALSE
2018,House,WA-10,2018-11-06,classic,0.99958003,4.2e-4,Solid D,TRUE,FALSE,FALSE
2018,House,WA-2,2018-11-06,classic,0.99989998,9.9999997e-5,Solid D,TRUE,FALSE,FALSE
2018,House,WA-3,2018-11-06,classic,0.25914001,0.74085999,Lean R,FALSE,TRUE,FALSE
2018,House,WA-4,2018-11-06,classic,0.00398,0.99602002,Safe R,FALSE,TRUE,FALSE
2018,House,WA-5,2018-11-06,classic,0.2386,0.76139998,Likely R,FALSE,TRUE,FALSE
2018,House,WA-6,2018-11-06,classic,0.99984002,1.6e-4,Solid D,TRUE,FALSE,FALSE
2018,House,WA-7,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,WA-8,2018-11-06,classic,0.66983998,0.33015999,Lean D,TRUE,FALSE,FALSE
2018,House,WA-9,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,WI-1,2018-11-06,classic,0.22130001,0.77869999,Likely R,FALSE,TRUE,FALSE
2018,House,WI-2,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,WI-3,2018-11-06,classic,0.99730003,0.0027000001,Solid D,TRUE,FALSE,FALSE
2018,House,WI-4,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,House,WI-5,2018-11-06,classic,0.01058,0.98942,Safe R,FALSE,TRUE,FALSE
2018,House,WI-6,2018-11-06,classic,0.045639999,0.95436001,Safe R,FALSE,TRUE,FALSE
2018,House,WI-7,2018-11-06,classic,0.0055200001,0.99448001,Safe R,FALSE,TRUE,FALSE
2018,House,WI-8,2018-11-06,classic,0.0046799998,0.99532002,Safe R,FALSE,TRUE,FALSE
2018,House,WV-1,2018-11-06,classic,4.2e-4,0.99958003,Safe R,FALSE,TRUE,FALSE
2018,House,WV-2,2018-11-06,classic,0.065619998,0.93437999,Likely R,FALSE,TRUE,FALSE
2018,House,WV-3,2018-11-06,classic,0.073660001,0.92633998,Likely R,FALSE,TRUE,FALSE
2018,House,WY-1,2018-11-06,classic,3.1999999e-4,0.99967998,Safe R,FALSE,TRUE,FALSE
2018,Senate,AZ-S1,2018-11-06,classic,0.61438,0.38562,Lean D,TRUE,FALSE,FALSE
2018,Senate,CA-S1,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,Senate,CT-S1,2018-11-06,classic,0.99677998,0.0032200001,Solid D,TRUE,FALSE,FALSE
2018,Senate,DE-S1,2018-11-06,classic,0.99892002,0.00108,Solid D,TRUE,FALSE,FALSE
2018,Senate,FL-S1,2018-11-06,classic,0.70384002,0.29616001,Lean D,FALSE,TRUE,FALSE
2018,Senate,HI-S1,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,Senate,IN-S1,2018-11-06,classic,0.71846002,0.28154001,Lean D,FALSE,TRUE,FALSE
2018,Senate,MA-S1,2018-11-06,classic,0.99830002,0.0017,Solid D,TRUE,FALSE,FALSE
2018,Senate,MD-S1,2018-11-06,classic,0.99993998,5.9999998e-5,Solid D,TRUE,FALSE,FALSE
2018,Senate,ME-S1,2018-11-06,classic,0.99052,0.0094799995,Solid D,TRUE,FALSE,FALSE
2018,Senate,MI-S1,2018-11-06,classic,0.95811999,0.04188,Solid D,TRUE,FALSE,FALSE
2018,Senate,MN-S1,2018-11-06,classic,0.99773997,0.00226,Solid D,TRUE,FALSE,FALSE
2018,Senate,MN-S2,2018-11-06,classic,0.92417997,0.075819999,Likely D,TRUE,FALSE,FALSE
2018,Senate,MO-S1,2018-11-06,classic,0.56892002,0.43108001,Tossup (Tilt D),FALSE,TRUE,FALSE
2018,Senate,MS-S1,2018-11-06,classic,0.01384,0.98615998,Safe R,FALSE,TRUE,FALSE
2018,Senate,MS-S2,2018-11-06,classic,0.25229999,0.74769998,Lean R,FALSE,TRUE,FALSE
2018,Senate,MT-S1,2018-11-06,classic,0.76018,0.23982,Likely D,TRUE,FALSE,FALSE
2018,Senate,ND-S1,2018-11-06,classic,0.26763999,0.73236001,Lean R,FALSE,TRUE,FALSE
2018,Senate,NE-S1,2018-11-06,classic,0.02138,0.97861999,Safe R,FALSE,TRUE,FALSE
2018,Senate,NJ-S1,2018-11-06,classic,0.9461,0.053900000000000003,Likely D,TRUE,FALSE,FALSE
2018,Senate,NM-S1,2018-11-06,classic,0.99093997,0.0090600001,Solid D,TRUE,FALSE,FALSE
2018,Senate,NV-S1,2018-11-06,classic,0.57024002,0.42976001,Tossup (Tilt D),TRUE,FALSE,FALSE
2018,Senate,NY-S1,2018-11-06,classic,0.99953997000000006,4.6000001e-4,Solid D,TRUE,FALSE,FALSE
2018,Senate,OH-S1,2018-11-06,classic,0.96667999,0.033319999,Solid D,TRUE,FALSE,FALSE
2018,Senate,PA-S1,2018-11-06,classic,0.96862,0.031380001,Solid D,TRUE,FALSE,FALSE
2018,Senate,RI-S1,2018-11-06,classic,0.99900001,0.001,Solid D,TRUE,FALSE,FALSE
2018,Senate,TN-S1,2018-11-06,classic,0.19648001,0.80352002,Likely R,FALSE,TRUE,FALSE
2018,Senate,TX-S1,2018-11-06,classic,0.21208,0.78792,Likely R,FALSE,TRUE,FALSE
2018,Senate,UT-S1,2018-11-06,classic,9.2000002e-4,0.99908,Safe R,FALSE,TRUE,FALSE
2018,Senate,VA-S1,2018-11-06,classic,0.98725998,0.01274,Solid D,TRUE,FALSE,FALSE
2018,Senate,VT-S1,2018-11-06,classic,1,0,Solid D,TRUE,FALSE,FALSE
2018,Senate,WA-S1,2018-11-06,classic,0.99606001,0.0039400002,Solid D,TRUE,FALSE,FALSE
2018,Senate,WI-S1,2018-11-06,classic,0.97719997,0.0228,Solid D,TRUE,FALSE,FALSE
2018,Senate,WV-S1,2018-11-06,classic,0.87867999,0.12132,Likely D,TRUE,FALSE,FALSE
2018,Senate,WY-S1,2018-11-06,classic,3.4e-4,0.99966002,Safe R,FALSE,TRUE,FALSE
2018,Governor,AK-G1,2018-11-06,deluxe,0.28534001,0.71465999,Lean R,FALSE,TRUE,FALSE
2018,Governor,AL-G1,2018-11-06,deluxe,0.00942,0.99058002,Safe R,FALSE,TRUE,FALSE
2018,Governor,AR-G1,2018-11-06,deluxe,4.4e-4,0.99956,Safe R,FALSE,TRUE,FALSE
2018,Governor,AZ-G1,2018-11-06,deluxe,0.01434,0.98566002,Safe R,FALSE,TRUE,FALSE
2018,Governor,CA-G1,2018-11-06,deluxe,0.99360001,0.0063999998,Solid D,TRUE,FALSE,FALSE
2018,Governor,CO-G1,2018-11-06,deluxe,0.9253,0.074699998,Likely D,TRUE,FALSE,FALSE
2018,Governor,CT-G1,2018-11-06,deluxe,0.79313999,0.20686001,Likely D,TRUE,FALSE,FALSE
2018,Governor,FL-G1,2018-11-06,deluxe,0.77833998,0.22166,Likely D,FALSE,TRUE,FALSE
2018,Governor,GA-G1,2018-11-06,deluxe,0.34092,0.65908003,Lean R,FALSE,TRUE,FALSE
2018,Governor,HI-G1,2018-11-06,deluxe,0.99892002,0.00108,Solid D,TRUE,FALSE,FALSE
2018,Governor,IA-G1,2018-11-06,deluxe,0.63617998,0.36381999,Lean D,FALSE,TRUE,FALSE
2018,Governor,ID-G1,2018-11-06,deluxe,0.0109,0.98909998,Safe R,FALSE,TRUE,FALSE
2018,Governor,IL-G1,2018-11-06,deluxe,0.87585998,0.12414,Likely D,TRUE,FALSE,FALSE
2018,Governor,KS-G1,2018-11-06,deluxe,0.50007999,0.49958,Tossup (Tilt D),TRUE,FALSE,FALSE
2018,Governor,MA-G1,2018-11-06,deluxe,5.2e-4,0.99948001,Safe R,FALSE,TRUE,FALSE
2018,Governor,MD-G1,2018-11-06,deluxe,0.01322,0.98677999,Safe R,FALSE,TRUE,FALSE
2018,Governor,ME-G1,2018-11-06,deluxe,0.89748001,0.10252,Likely D,TRUE,FALSE,FALSE
2018,Governor,MI-G1,2018-11-06,deluxe,0.93235999,0.067639999,Likely D,TRUE,FALSE,FALSE
2018,Governor,MN-G1,2018-11-06,deluxe,0.93988001,0.060120001,Likely D,TRUE,FALSE,FALSE
2018,Governor,NE-G1,2018-11-06,deluxe,0.0080199996,0.99198002,Safe R,FALSE,TRUE,FALSE
2018,Governor,NH-G1,2018-11-06,deluxe,0.14804,0.85196,Likely R,FALSE,TRUE,FALSE
2018,Governor,NM-G1,2018-11-06,deluxe,0.92666,0.073339999,Likely D,TRUE,FALSE,FALSE
2018,Governor,NV-G1,2018-11-06,deluxe,0.60005999,0.39994001,Lean D,TRUE,FALSE,FALSE
2018,Governor,NY-G1,2018-11-06,deluxe,0.99523997,0.0047599999,Solid D,TRUE,FALSE,FALSE
2018,Governor,OH-G1,2018-11-06,deluxe,0.61940002,0.38060001,Lean D,FALSE,TRUE,FALSE
2018,Governor,OK-G1,2018-11-06,deluxe,0.17433999,0.82565999,Likely R,FALSE,TRUE,FALSE
2018,Governor,OR-G1,2018-11-06,deluxe,0.79926002,0.20073999,Likely D,TRUE,FALSE,FALSE
2018,Governor,PA-G1,2018-11-06,deluxe,0.99234003,0.0076600001,Solid D,TRUE,FALSE,FALSE
2018,Governor,RI-G1,2018-11-06,deluxe,0.95455998,0.04544,Solid D,TRUE,FALSE,FALSE
