date,mid,cid,contract,price,volume
2018-09-03,3489,7287,Will Debbie Stabenow be re-elected?,0.79,102
2018-09-04,3489,7287,Will Debbie Stabenow be re-elected?,0.81,1003
2018-09-05,3489,7287,Will Debbie Stabenow be re-elected?,0.8,1163
2018-09-06,3489,7287,Will Debbie Stabenow be re-elected?,0.8,0
2018-09-07,3489,7287,Will Debbie Stabenow be re-elected?,0.8,169
2018-09-08,3489,7287,Will Debbie Stabenow be re-elected?,0.82,273
2018-09-09,3489,7287,Will Debbie Stabenow be re-elected?,0.83,543
2018-09-10,3489,7287,Will Debbie Stabenow be re-elected?,0.82,820
2018-09-11,3489,7287,Will Debbie Stabenow be re-elected?,0.84,251
2018-09-12,3489,7287,Will Debbie Stabenow be re-elected?,0.85,789
2018-09-13,3489,7287,Will Debbie Stabenow be re-elected?,0.86,1084
2018-09-14,3489,7287,Will Debbie Stabenow be re-elected?,0.87,1202
2018-09-15,3489,7287,Will Debbie Stabenow be re-elected?,0.89,110
2018-09-16,3489,7287,Will Debbie Stabenow be re-elected?,0.86,97
2018-09-17,3489,7287,Will Debbie Stabenow be re-elected?,0.87,738
2018-09-18,3489,7287,Will Debbie Stabenow be re-elected?,0.86,482
2018-09-19,3489,7287,Will Debbie Stabenow be re-elected?,0.86,227
2018-09-20,3489,7287,Will Debbie Stabenow be re-elected?,0.86,184
2018-09-21,3489,7287,Will Debbie Stabenow be re-elected?,0.89,1583
2018-09-22,3489,7287,Will Debbie Stabenow be re-elected?,0.85,101
2018-09-23,3489,7287,Will Debbie Stabenow be re-elected?,0.88,1030
2018-09-24,3489,7287,Will Debbie Stabenow be re-elected?,0.86,743
2018-09-25,3489,7287,Will Debbie Stabenow be re-elected?,0.88,206
2018-09-26,3489,7287,Will Debbie Stabenow be re-elected?,0.88,916
2018-09-27,3489,7287,Will Debbie Stabenow be re-elected?,0.89,2625
2018-09-28,3489,7287,Will Debbie Stabenow be re-elected?,0.86,1661
2018-09-29,3489,7287,Will Debbie Stabenow be re-elected?,0.89,397
2018-09-30,3489,7287,Will Debbie Stabenow be re-elected?,0.87,316
2018-10-01,3489,7287,Will Debbie Stabenow be re-elected?,0.9,1293
2018-10-02,3489,7287,Will Debbie Stabenow be re-elected?,0.92,204
2018-10-03,3489,7287,Will Debbie Stabenow be re-elected?,0.89,1375
2018-10-04,3489,7287,Will Debbie Stabenow be re-elected?,0.9,612
2018-10-05,3489,7287,Will Debbie Stabenow be re-elected?,0.9,1565
2018-10-06,3489,7287,Will Debbie Stabenow be re-elected?,0.9,1366
2018-10-07,3489,7287,Will Debbie Stabenow be re-elected?,0.91,2147
2018-10-08,3489,7287,Will Debbie Stabenow be re-elected?,0.9,2481
2018-10-09,3489,7287,Will Debbie Stabenow be re-elected?,0.88,5251
2018-10-10,3489,7287,Will Debbie Stabenow be re-elected?,0.89,4136
2018-10-11,3489,7287,Will Debbie Stabenow be re-elected?,0.89,4633
2018-10-12,3489,7287,Will Debbie Stabenow be re-elected?,0.86,3705
2018-10-13,3489,7287,Will Debbie Stabenow be re-elected?,0.81,4231
2018-10-14,3489,7287,Will Debbie Stabenow be re-elected?,0.86,12497
2018-10-15,3489,7287,Will Debbie Stabenow be re-elected?,0.85,4510
2018-10-16,3489,7287,Will Debbie Stabenow be re-elected?,0.86,5723
2018-10-17,3489,7287,Will Debbie Stabenow be re-elected?,0.84,9841
2018-10-18,3489,7287,Will Debbie Stabenow be re-elected?,0.86,4621
2018-10-19,3489,7287,Will Debbie Stabenow be re-elected?,0.85,10967
2018-10-20,3489,7287,Will Debbie Stabenow be re-elected?,0.85,7355
2018-10-21,3489,7287,Will Debbie Stabenow be re-elected?,0.85,4013
2018-10-22,3489,7287,Will Debbie Stabenow be re-elected?,0.86,7141
2018-10-23,3489,7287,Will Debbie Stabenow be re-elected?,0.84,7059
2018-10-24,3489,7287,Will Debbie Stabenow be re-elected?,0.86,6845
2018-10-25,3489,7287,Will Debbie Stabenow be re-elected?,0.83,10125
2018-10-26,3489,7287,Will Debbie Stabenow be re-elected?,0.84,13564
2018-10-27,3489,7287,Will Debbie Stabenow be re-elected?,0.82,10040
2018-10-28,3489,7287,Will Debbie Stabenow be re-elected?,0.82,6147
2018-10-29,3489,7287,Will Debbie Stabenow be re-elected?,0.82,21985
2018-10-30,3489,7287,Will Debbie Stabenow be re-elected?,0.83,11991
2018-10-31,3489,7287,Will Debbie Stabenow be re-elected?,0.84,20861
2018-11-01,3489,7287,Will Debbie Stabenow be re-elected?,0.84,26057
2018-11-02,3489,7287,Will Debbie Stabenow be re-elected?,0.84,18954
2018-08-05,3490,7288,Will Sherrod Brown be re-elected?,0.88,386
2018-08-06,3490,7288,Will Sherrod Brown be re-elected?,0.88,0
2018-08-07,3490,7288,Will Sherrod Brown be re-elected?,0.83,561
2018-08-08,3490,7288,Will Sherrod Brown be re-elected?,0.82,452
2018-08-09,3490,7288,Will Sherrod Brown be re-elected?,0.86,55
2018-08-10,3490,7288,Will Sherrod Brown be re-elected?,0.82,341
2018-08-11,3490,7288,Will Sherrod Brown be re-elected?,0.82,83
2018-08-12,3490,7288,Will Sherrod Brown be re-elected?,0.88,916
2018-08-13,3490,7288,Will Sherrod Brown be re-elected?,0.88,0
2018-08-14,3490,7288,Will Sherrod Brown be re-elected?,0.83,100
2018-08-15,3490,7288,Will Sherrod Brown be re-elected?,0.83,0
2018-08-16,3490,7288,Will Sherrod Brown be re-elected?,0.86,52
2018-08-17,3490,7288,Will Sherrod Brown be re-elected?,0.86,0
2018-08-18,3490,7288,Will Sherrod Brown be re-elected?,0.85,50
2018-08-19,3490,7288,Will Sherrod Brown be re-elected?,0.86,9
2018-08-20,3490,7288,Will Sherrod Brown be re-elected?,0.86,43
2018-08-21,3490,7288,Will Sherrod Brown be re-elected?,0.87,153
2018-08-22,3490,7288,Will Sherrod Brown be re-elected?,0.85,228
2018-08-23,3490,7288,Will Sherrod Brown be re-elected?,0.84,53
2018-08-24,3490,7288,Will Sherrod Brown be re-elected?,0.86,5
2018-08-25,3490,7288,Will Sherrod Brown be re-elected?,0.86,21
2018-08-26,3490,7288,Will Sherrod Brown be re-elected?,0.85,21
2018-08-27,3490,7288,Will Sherrod Brown be re-elected?,0.85,255
2018-08-28,3490,7288,Will Sherrod Brown be re-elected?,0.87,291
2018-08-29,3490,7288,Will Sherrod Brown be re-elected?,0.86,44
2018-08-30,3490,7288,Will Sherrod Brown be re-elected?,0.87,127
2018-08-31,3490,7288,Will Sherrod Brown be re-elected?,0.84,322
2018-09-01,3490,7288,Will Sherrod Brown be re-elected?,0.86,1
2018-09-02,3490,7288,Will Sherrod Brown be re-elected?,0.86,0
2018-09-03,3490,7288,Will Sherrod Brown be re-elected?,0.86,0
2018-09-04,3490,7288,Will Sherrod Brown be re-elected?,0.8,1824
2018-09-05,3490,7288,Will Sherrod Brown be re-elected?,0.83,222
2018-09-06,3490,7288,Will Sherrod Brown be re-elected?,0.83,539
2018-09-07,3490,7288,Will Sherrod Brown be re-elected?,0.83,247
2018-09-08,3490,7288,Will Sherrod Brown be re-elected?,0.82,22
2018-09-09,3490,7288,Will Sherrod Brown be re-elected?,0.82,788
2018-09-10,3490,7288,Will Sherrod Brown be re-elected?,0.82,1257
2018-09-11,3490,7288,Will Sherrod Brown be re-elected?,0.84,1618
2018-09-12,3490,7288,Will Sherrod Brown be re-elected?,0.86,783
2018-09-13,3490,7288,Will Sherrod Brown be re-elected?,0.85,1614
2018-09-14,3490,7288,Will Sherrod Brown be re-elected?,0.86,1708
2018-09-15,3490,7288,Will Sherrod Brown be re-elected?,0.85,490
2018-09-16,3490,7288,Will Sherrod Brown be re-elected?,0.83,548
2018-09-17,3490,7288,Will Sherrod Brown be re-elected?,0.83,1451
2018-09-18,3490,7288,Will Sherrod Brown be re-elected?,0.86,603
2018-09-19,3490,7288,Will Sherrod Brown be re-elected?,0.85,370
2018-09-20,3490,7288,Will Sherrod Brown be re-elected?,0.88,1425
2018-09-21,3490,7288,Will Sherrod Brown be re-elected?,0.86,105
2018-09-22,3490,7288,Will Sherrod Brown be re-elected?,0.87,865
2018-09-23,3490,7288,Will Sherrod Brown be re-elected?,0.88,1940
2018-09-24,3490,7288,Will Sherrod Brown be re-elected?,0.85,335
2018-09-25,3490,7288,Will Sherrod Brown be re-elected?,0.86,359
2018-09-26,3490,7288,Will Sherrod Brown be re-elected?,0.85,1234
2018-09-27,3490,7288,Will Sherrod Brown be re-elected?,0.87,524
2018-09-28,3490,7288,Will Sherrod Brown be re-elected?,0.86,615
2018-09-29,3490,7288,Will Sherrod Brown be re-elected?,0.86,62
2018-09-30,3490,7288,Will Sherrod Brown be re-elected?,0.85,707
2018-10-01,3490,7288,Will Sherrod Brown be re-elected?,0.88,1465
2018-10-02,3490,7288,Will Sherrod Brown be re-elected?,0.89,1028
2018-10-03,3490,7288,Will Sherrod Brown be re-elected?,0.88,1023
2018-10-04,3490,7288,Will Sherrod Brown be re-elected?,0.89,431
2018-10-05,3490,7288,Will Sherrod Brown be re-elected?,0.86,355
2018-10-06,3490,7288,Will Sherrod Brown be re-elected?,0.9,2696
2018-10-07,3490,7288,Will Sherrod Brown be re-elected?,0.88,1268
2018-10-08,3490,7288,Will Sherrod Brown be re-elected?,0.89,1890
2018-10-09,3490,7288,Will Sherrod Brown be re-elected?,0.88,2398
2018-10-10,3490,7288,Will Sherrod Brown be re-elected?,0.89,2768
2018-10-11,3490,7288,Will Sherrod Brown be re-elected?,0.91,1240
2018-10-12,3490,7288,Will Sherrod Brown be re-elected?,0.89,1309
2018-10-13,3490,7288,Will Sherrod Brown be re-elected?,0.89,3278
2018-10-14,3490,7288,Will Sherrod Brown be re-elected?,0.9,3272
2018-10-15,3490,7288,Will Sherrod Brown be re-elected?,0.91,1900
2018-10-16,3490,7288,Will Sherrod Brown be re-elected?,0.92,830
2018-10-17,3490,7288,Will Sherrod Brown be re-elected?,0.91,950
2018-10-18,3490,7288,Will Sherrod Brown be re-elected?,0.9,3260
2018-10-19,3490,7288,Will Sherrod Brown be re-elected?,0.89,2373
2018-10-20,3490,7288,Will Sherrod Brown be re-elected?,0.91,244
2018-10-21,3490,7288,Will Sherrod Brown be re-elected?,0.91,1393
2018-10-22,3490,7288,Will Sherrod Brown be re-elected?,0.9,2611
2018-10-23,3490,7288,Will Sherrod Brown be re-elected?,0.89,631
2018-10-24,3490,7288,Will Sherrod Brown be re-elected?,0.89,2742
2018-10-25,3490,7288,Will Sherrod Brown be re-elected?,0.89,1339
2018-10-26,3490,7288,Will Sherrod Brown be re-elected?,0.87,2004
2018-10-27,3490,7288,Will Sherrod Brown be re-elected?,0.89,6897
2018-10-28,3490,7288,Will Sherrod Brown be re-elected?,0.88,1240
2018-10-29,3490,7288,Will Sherrod Brown be re-elected?,0.89,1769
2018-10-30,3490,7288,Will Sherrod Brown be re-elected?,0.88,3550
2018-10-31,3490,7288,Will Sherrod Brown be re-elected?,0.89,4602
2018-11-01,3490,7288,Will Sherrod Brown be re-elected?,0.89,8347
2018-11-02,3490,7288,Will Sherrod Brown be re-elected?,0.89,5235
2018-08-05,3496,7308,Will Bob Menendez be re-elected?,0.75,0
2018-08-06,3496,7308,Will Bob Menendez be re-elected?,0.74,139
2018-08-07,3496,7308,Will Bob Menendez be re-elected?,0.78,151
2018-08-08,3496,7308,Will Bob Menendez be re-elected?,0.79,165
2018-08-09,3496,7308,Will Bob Menendez be re-elected?,0.75,42
2018-08-10,3496,7308,Will Bob Menendez be re-elected?,0.75,0
2018-08-11,3496,7308,Will Bob Menendez be re-elected?,0.77,35
2018-08-12,3496,7308,Will Bob Menendez be re-elected?,0.77,3
2018-08-13,3496,7308,Will Bob Menendez be re-elected?,0.76,150
2018-08-14,3496,7308,Will Bob Menendez be re-elected?,0.77,524
2018-08-15,3496,7308,Will Bob Menendez be re-elected?,0.75,1446
2018-08-16,3496,7308,Will Bob Menendez be re-elected?,0.75,0
2018-08-17,3496,7308,Will Bob Menendez be re-elected?,0.74,376
2018-08-18,3496,7308,Will Bob Menendez be re-elected?,0.74,101
2018-08-19,3496,7308,Will Bob Menendez be re-elected?,0.75,152
2018-08-20,3496,7308,Will Bob Menendez be re-elected?,0.75,22
2018-08-21,3496,7308,Will Bob Menendez be re-elected?,0.75,388
2018-08-22,3496,7308,Will Bob Menendez be re-elected?,0.75,775
2018-08-23,3496,7308,Will Bob Menendez be re-elected?,0.72,755
2018-08-24,3496,7308,Will Bob Menendez be re-elected?,0.72,416
2018-08-25,3496,7308,Will Bob Menendez be re-elected?,0.72,69
2018-08-26,3496,7308,Will Bob Menendez be re-elected?,0.72,11
2018-08-27,3496,7308,Will Bob Menendez be re-elected?,0.76,377
2018-08-28,3496,7308,Will Bob Menendez be re-elected?,0.75,138
2018-08-29,3496,7308,Will Bob Menendez be re-elected?,0.7,188
2018-08-30,3496,7308,Will Bob Menendez be re-elected?,0.73,604
2018-08-31,3496,7308,Will Bob Menendez be re-elected?,0.73,181
2018-09-01,3496,7308,Will Bob Menendez be re-elected?,0.73,3
2018-09-02,3496,7308,Will Bob Menendez be re-elected?,0.73,39
2018-09-03,3496,7308,Will Bob Menendez be re-elected?,0.73,0
2018-09-04,3496,7308,Will Bob Menendez be re-elected?,0.75,1171
2018-09-05,3496,7308,Will Bob Menendez be re-elected?,0.75,751
2018-09-06,3496,7308,Will Bob Menendez be re-elected?,0.75,50
2018-09-07,3496,7308,Will Bob Menendez be re-elected?,0.75,120
2018-09-08,3496,7308,Will Bob Menendez be re-elected?,0.75,199
2018-09-09,3496,7308,Will Bob Menendez be re-elected?,0.77,487
2018-09-10,3496,7308,Will Bob Menendez be re-elected?,0.77,149
2018-09-11,3496,7308,Will Bob Menendez be re-elected?,0.75,1222
2018-09-12,3496,7308,Will Bob Menendez be re-elected?,0.77,325
2018-09-13,3496,7308,Will Bob Menendez be re-elected?,0.78,393
2018-09-14,3496,7308,Will Bob Menendez be re-elected?,0.77,1270
2018-09-15,3496,7308,Will Bob Menendez be re-elected?,0.78,187
2018-09-16,3496,7308,Will Bob Menendez be re-elected?,0.77,35
2018-09-17,3496,7308,Will Bob Menendez be re-elected?,0.78,392
2018-09-18,3496,7308,Will Bob Menendez be re-elected?,0.79,332
2018-09-19,3496,7308,Will Bob Menendez be re-elected?,0.78,1029
2018-09-20,3496,7308,Will Bob Menendez be re-elected?,0.77,568
2018-09-21,3496,7308,Will Bob Menendez be re-elected?,0.78,396
2018-09-22,3496,7308,Will Bob Menendez be re-elected?,0.78,404
2018-09-23,3496,7308,Will Bob Menendez be re-elected?,0.82,1973
2018-09-24,3496,7308,Will Bob Menendez be re-elected?,0.75,522
2018-09-25,3496,7308,Will Bob Menendez be re-elected?,0.79,206
2018-09-26,3496,7308,Will Bob Menendez be re-elected?,0.82,1600
2018-09-27,3496,7308,Will Bob Menendez be re-elected?,0.8,874
2018-09-28,3496,7308,Will Bob Menendez be re-elected?,0.8,764
2018-09-29,3496,7308,Will Bob Menendez be re-elected?,0.82,1483
2018-09-30,3496,7308,Will Bob Menendez be re-elected?,0.81,254
2018-10-01,3496,7308,Will Bob Menendez be re-elected?,0.75,5275
2018-10-02,3496,7308,Will Bob Menendez be re-elected?,0.73,1221
2018-10-03,3496,7308,Will Bob Menendez be re-elected?,0.79,3271
2018-10-04,3496,7308,Will Bob Menendez be re-elected?,0.77,1476
2018-10-05,3496,7308,Will Bob Menendez be re-elected?,0.76,354
2018-10-06,3496,7308,Will Bob Menendez be re-elected?,0.78,3191
2018-10-07,3496,7308,Will Bob Menendez be re-elected?,0.78,7592
2018-10-08,3496,7308,Will Bob Menendez be re-elected?,0.77,4144
2018-10-09,3496,7308,Will Bob Menendez be re-elected?,0.77,7748
2018-10-10,3496,7308,Will Bob Menendez be re-elected?,0.78,3834
2018-10-11,3496,7308,Will Bob Menendez be re-elected?,0.79,3519
2018-10-12,3496,7308,Will Bob Menendez be re-elected?,0.8,5331
2018-10-13,3496,7308,Will Bob Menendez be re-elected?,0.79,4016
2018-10-14,3496,7308,Will Bob Menendez be re-elected?,0.79,1100
2018-10-15,3496,7308,Will Bob Menendez be re-elected?,0.77,3071
2018-10-16,3496,7308,Will Bob Menendez be re-elected?,0.74,11011
2018-10-17,3496,7308,Will Bob Menendez be re-elected?,0.76,7841
2018-10-18,3496,7308,Will Bob Menendez be re-elected?,0.77,9948
2018-10-19,3496,7308,Will Bob Menendez be re-elected?,0.79,5665
2018-10-20,3496,7308,Will Bob Menendez be re-elected?,0.78,1000
2018-10-21,3496,7308,Will Bob Menendez be re-elected?,0.81,3409
2018-10-22,3496,7308,Will Bob Menendez be re-elected?,0.83,2145
2018-10-23,3496,7308,Will Bob Menendez be re-elected?,0.8,4293
2018-10-24,3496,7308,Will Bob Menendez be re-elected?,0.77,7249
2018-10-25,3496,7308,Will Bob Menendez be re-elected?,0.8,4039
2018-10-26,3496,7308,Will Bob Menendez be re-elected?,0.76,9385
2018-10-27,3496,7308,Will Bob Menendez be re-elected?,0.75,4073
2018-10-28,3496,7308,Will Bob Menendez be re-elected?,0.73,2701
2018-10-29,3496,7308,Will Bob Menendez be re-elected?,0.77,7475
2018-10-30,3496,7308,Will Bob Menendez be re-elected?,0.75,6117
2018-10-31,3496,7308,Will Bob Menendez be re-elected?,0.79,6669
2018-11-01,3496,7308,Will Bob Menendez be re-elected?,0.76,9466
2018-11-02,3496,7308,Will Bob Menendez be re-elected?,0.8,11437
2018-08-05,3497,7309,Will Martin Heinrich be re-elected?,0.85,0
2018-08-06,3497,7309,Will Martin Heinrich be re-elected?,0.85,0
2018-08-07,3497,7309,Will Martin Heinrich be re-elected?,0.91,25
2018-08-08,3497,7309,Will Martin Heinrich be re-elected?,0.91,0
2018-08-09,3497,7309,Will Martin Heinrich be re-elected?,0.91,0
2018-08-10,3497,7309,Will Martin Heinrich be re-elected?,0.91,0
2018-08-11,3497,7309,Will Martin Heinrich be re-elected?,0.91,0
2018-08-12,3497,7309,Will Martin Heinrich be re-elected?,0.91,0
2018-08-13,3497,7309,Will Martin Heinrich be re-elected?,0.91,4
2018-08-14,3497,7309,Will Martin Heinrich be re-elected?,0.94,25
2018-08-15,3497,7309,Will Martin Heinrich be re-elected?,0.92,104
2018-08-16,3497,7309,Will Martin Heinrich be re-elected?,0.88,66
2018-08-17,3497,7309,Will Martin Heinrich be re-elected?,0.88,164
2018-08-18,3497,7309,Will Martin Heinrich be re-elected?,0.87,22
2018-08-19,3497,7309,Will Martin Heinrich be re-elected?,0.86,25
2018-08-20,3497,7309,Will Martin Heinrich be re-elected?,0.85,75
2018-08-21,3497,7309,Will Martin Heinrich be re-elected?,0.85,0
2018-08-22,3497,7309,Will Martin Heinrich be re-elected?,0.85,0
2018-08-23,3497,7309,Will Martin Heinrich be re-elected?,0.81,161
2018-08-24,3497,7309,Will Martin Heinrich be re-elected?,0.81,45
2018-08-25,3497,7309,Will Martin Heinrich be re-elected?,0.88,1
2018-08-26,3497,7309,Will Martin Heinrich be re-elected?,0.8,4
2018-08-27,3497,7309,Will Martin Heinrich be re-elected?,0.88,2
2018-08-28,3497,7309,Will Martin Heinrich be re-elected?,0.87,2
2018-08-29,3497,7309,Will Martin Heinrich be re-elected?,0.82,2
2018-08-30,3497,7309,Will Martin Heinrich be re-elected?,0.83,120
2018-08-31,3497,7309,Will Martin Heinrich be re-elected?,0.87,50
2018-09-01,3497,7309,Will Martin Heinrich be re-elected?,0.82,1
2018-09-02,3497,7309,Will Martin Heinrich be re-elected?,0.82,0
2018-09-03,3497,7309,Will Martin Heinrich be re-elected?,0.82,0
2018-09-04,3497,7309,Will Martin Heinrich be re-elected?,0.82,0
2018-09-05,3497,7309,Will Martin Heinrich be re-elected?,0.82,4
2018-09-06,3497,7309,Will Martin Heinrich be re-elected?,0.89,1
2018-09-07,3497,7309,Will Martin Heinrich be re-elected?,0.89,2
2018-09-08,3497,7309,Will Martin Heinrich be re-elected?,0.89,0
2018-09-09,3497,7309,Will Martin Heinrich be re-elected?,0.89,0
2018-09-10,3497,7309,Will Martin Heinrich be re-elected?,0.89,0
2018-09-11,3497,7309,Will Martin Heinrich be re-elected?,0.89,97
2018-09-12,3497,7309,Will Martin Heinrich be re-elected?,0.9,12
2018-09-13,3497,7309,Will Martin Heinrich be re-elected?,0.9,0
2018-09-14,3497,7309,Will Martin Heinrich be re-elected?,0.84,2000
2018-09-15,3497,7309,Will Martin Heinrich be re-elected?,0.87,335
2018-09-16,3497,7309,Will Martin Heinrich be re-elected?,0.82,291
2018-09-17,3497,7309,Will Martin Heinrich be re-elected?,0.94,801
2018-09-18,3497,7309,Will Martin Heinrich be re-elected?,0.94,0
2018-09-19,3497,7309,Will Martin Heinrich be re-elected?,0.94,0
2018-09-20,3497,7309,Will Martin Heinrich be re-elected?,0.88,10
2018-09-21,3497,7309,Will Martin Heinrich be re-elected?,0.92,1
2018-09-22,3497,7309,Will Martin Heinrich be re-elected?,0.92,25
2018-09-23,3497,7309,Will Martin Heinrich be re-elected?,0.92,0
2018-09-24,3497,7309,Will Martin Heinrich be re-elected?,0.92,0
2018-09-25,3497,7309,Will Martin Heinrich be re-elected?,0.88,110
2018-09-26,3497,7309,Will Martin Heinrich be re-elected?,0.84,1342
2018-09-27,3497,7309,Will Martin Heinrich be re-elected?,0.82,839
2018-09-28,3497,7309,Will Martin Heinrich be re-elected?,0.8,713
2018-09-29,3497,7309,Will Martin Heinrich be re-elected?,0.85,2275
2018-09-30,3497,7309,Will Martin Heinrich be re-elected?,0.78,205
2018-10-01,3497,7309,Will Martin Heinrich be re-elected?,0.81,815
2018-10-02,3497,7309,Will Martin Heinrich be re-elected?,0.84,285
2018-10-03,3497,7309,Will Martin Heinrich be re-elected?,0.91,1528
2018-10-04,3497,7309,Will Martin Heinrich be re-elected?,0.86,603
2018-10-05,3497,7309,Will Martin Heinrich be re-elected?,0.86,97
2018-10-06,3497,7309,Will Martin Heinrich be re-elected?,0.9,1090
2018-10-07,3497,7309,Will Martin Heinrich be re-elected?,0.86,3163
2018-10-08,3497,7309,Will Martin Heinrich be re-elected?,0.92,1125
2018-10-09,3497,7309,Will Martin Heinrich be re-elected?,0.88,3416
2018-10-10,3497,7309,Will Martin Heinrich be re-elected?,0.89,2628
2018-10-11,3497,7309,Will Martin Heinrich be re-elected?,0.88,1267
2018-10-12,3497,7309,Will Martin Heinrich be re-elected?,0.88,379
2018-10-13,3497,7309,Will Martin Heinrich be re-elected?,0.87,1375
2018-10-14,3497,7309,Will Martin Heinrich be re-elected?,0.88,390
2018-10-15,3497,7309,Will Martin Heinrich be re-elected?,0.89,1213
2018-10-16,3497,7309,Will Martin Heinrich be re-elected?,0.9,3246
2018-10-17,3497,7309,Will Martin Heinrich be re-elected?,0.88,1119
2018-10-18,3497,7309,Will Martin Heinrich be re-elected?,0.9,1674
2018-10-19,3497,7309,Will Martin Heinrich be re-elected?,0.9,345
2018-10-20,3497,7309,Will Martin Heinrich be re-elected?,0.9,373
2018-10-21,3497,7309,Will Martin Heinrich be re-elected?,0.93,19
2018-10-22,3497,7309,Will Martin Heinrich be re-elected?,0.92,339
2018-10-23,3497,7309,Will Martin Heinrich be re-elected?,0.93,561
2018-10-24,3497,7309,Will Martin Heinrich be re-elected?,0.94,178
2018-10-25,3497,7309,Will Martin Heinrich be re-elected?,0.94,629
2018-10-26,3497,7309,Will Martin Heinrich be re-elected?,0.92,272
2018-10-27,3497,7309,Will Martin Heinrich be re-elected?,0.92,75
2018-10-28,3497,7309,Will Martin Heinrich be re-elected?,0.93,252
2018-10-29,3497,7309,Will Martin Heinrich be re-elected?,0.93,1209
2018-10-30,3497,7309,Will Martin Heinrich be re-elected?,0.93,752
2018-10-31,3497,7309,Will Martin Heinrich be re-elected?,0.93,310
2018-11-01,3497,7309,Will Martin Heinrich be re-elected?,0.95,43
2018-11-02,3497,7309,Will Martin Heinrich be re-elected?,0.95,3
2018-08-05,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-06,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-07,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-08,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-09,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-10,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-11,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-12,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-13,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-14,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-15,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-16,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-17,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-18,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-19,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-20,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-21,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-22,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-23,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-24,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-25,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-26,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-27,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-28,3503,7332,Will Angus King be re-elected?,0.97,0
2018-08-29,3503,7332,Will Angus King be re-elected?,0.96,25
2018-08-30,3503,7332,Will Angus King be re-elected?,0.96,0
2018-08-31,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-01,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-02,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-03,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-04,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-05,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-06,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-07,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-08,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-09,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-10,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-11,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-12,3503,7332,Will Angus King be re-elected?,0.96,0
2018-09-13,3503,7332,Will Angus King be re-elected?,0.98,1
2018-09-14,3503,7332,Will Angus King be re-elected?,0.94,886
2018-09-15,3503,7332,Will Angus King be re-elected?,0.94,0
2018-09-16,3503,7332,Will Angus King be re-elected?,0.92,211
2018-09-17,3503,7332,Will Angus King be re-elected?,0.92,0
2018-09-18,3503,7332,Will Angus King be re-elected?,0.98,110
2018-09-19,3503,7332,Will Angus King be re-elected?,0.98,0
2018-09-20,3503,7332,Will Angus King be re-elected?,0.98,1
2018-09-21,3503,7332,Will Angus King be re-elected?,0.98,0
2018-09-22,3503,7332,Will Angus King be re-elected?,0.98,10
2018-09-23,3503,7332,Will Angus King be re-elected?,0.98,64
2018-09-24,3503,7332,Will Angus King be re-elected?,0.98,0
2018-09-25,3503,7332,Will Angus King be re-elected?,0.98,0
2018-09-26,3503,7332,Will Angus King be re-elected?,0.98,0
2018-09-27,3503,7332,Will Angus King be re-elected?,0.95,280
2018-09-28,3503,7332,Will Angus King be re-elected?,0.95,10
2018-09-29,3503,7332,Will Angus King be re-elected?,0.95,0
2018-09-30,3503,7332,Will Angus King be re-elected?,0.95,0
2018-10-01,3503,7332,Will Angus King be re-elected?,0.97,1
2018-10-02,3503,7332,Will Angus King be re-elected?,0.97,0
2018-10-03,3503,7332,Will Angus King be re-elected?,0.97,20
2018-10-04,3503,7332,Will Angus King be re-elected?,0.97,0
