date,mid,cid,contract,price,volume
2018-08-05,2918,5264,Will Elizabeth Warren be re-elected?,0.94,1
2018-08-06,2918,5264,Will Elizabeth Warren be re-elected?,0.94,0
2018-08-07,2918,5264,Will Elizabeth Warren be re-elected?,0.94,92
2018-08-08,2918,5264,Will Elizabeth Warren be re-elected?,0.97,100
2018-08-09,2918,5264,Will Elizabeth Warren be re-elected?,0.97,0
2018-08-10,2918,5264,Will Elizabeth Warren be re-elected?,0.95,56
2018-08-11,2918,5264,Will Elizabeth Warren be re-elected?,0.95,50
2018-08-12,2918,5264,Will Elizabeth Warren be re-elected?,0.89,100
2018-08-13,2918,5264,Will Elizabeth Warren be re-elected?,0.9,40
2018-08-14,2918,5264,Will Elizabeth Warren be re-elected?,0.91,61
2018-08-15,2918,5264,Will Elizabeth Warren be re-elected?,0.91,85
2018-08-16,2918,5264,Will Elizabeth Warren be re-elected?,0.91,59
2018-08-17,2918,5264,Will Elizabeth Warren be re-elected?,0.91,0
2018-08-18,2918,5264,Will Elizabeth Warren be re-elected?,0.91,0
2018-08-19,2918,5264,Will Elizabeth Warren be re-elected?,0.95,50
2018-08-20,2918,5264,Will Elizabeth Warren be re-elected?,0.95,0
2018-08-21,2918,5264,Will Elizabeth Warren be re-elected?,0.93,144
2018-08-22,2918,5264,Will Elizabeth Warren be re-elected?,0.97,1
2018-08-23,2918,5264,Will Elizabeth Warren be re-elected?,0.95,76
2018-08-24,2918,5264,Will Elizabeth Warren be re-elected?,0.95,0
2018-08-25,2918,5264,Will Elizabeth Warren be re-elected?,0.96,72
2018-08-26,2918,5264,Will Elizabeth Warren be re-elected?,0.96,86
2018-08-27,2918,5264,Will Elizabeth Warren be re-elected?,0.96,49
2018-08-28,2918,5264,Will Elizabeth Warren be re-elected?,0.96,0
2018-08-29,2918,5264,Will Elizabeth Warren be re-elected?,0.96,0
2018-08-30,2918,5264,Will Elizabeth Warren be re-elected?,0.96,51
2018-08-31,2918,5264,Will Elizabeth Warren be re-elected?,0.92,11
2018-09-01,2918,5264,Will Elizabeth Warren be re-elected?,0.96,2
2018-09-02,2918,5264,Will Elizabeth Warren be re-elected?,0.94,211
2018-09-03,2918,5264,Will Elizabeth Warren be re-elected?,0.94,0
2018-09-04,2918,5264,Will Elizabeth Warren be re-elected?,0.94,224
2018-09-05,2918,5264,Will Elizabeth Warren be re-elected?,0.94,376
2018-09-06,2918,5264,Will Elizabeth Warren be re-elected?,0.91,700
2018-09-07,2918,5264,Will Elizabeth Warren be re-elected?,0.94,21
2018-09-08,2918,5264,Will Elizabeth Warren be re-elected?,0.94,0
2018-09-09,2918,5264,Will Elizabeth Warren be re-elected?,0.95,392
2018-09-10,2918,5264,Will Elizabeth Warren be re-elected?,0.93,34
2018-09-11,2918,5264,Will Elizabeth Warren be re-elected?,0.93,201
2018-09-12,2918,5264,Will Elizabeth Warren be re-elected?,0.93,1
2018-09-13,2918,5264,Will Elizabeth Warren be re-elected?,0.95,1525
2018-09-14,2918,5264,Will Elizabeth Warren be re-elected?,0.93,101
2018-09-15,2918,5264,Will Elizabeth Warren be re-elected?,0.95,1402
2018-09-16,2918,5264,Will Elizabeth Warren be re-elected?,0.95,0
2018-09-17,2918,5264,Will Elizabeth Warren be re-elected?,0.94,2
2018-09-18,2918,5264,Will Elizabeth Warren be re-elected?,0.95,291
2018-09-19,2918,5264,Will Elizabeth Warren be re-elected?,0.95,1
2018-09-20,2918,5264,Will Elizabeth Warren be re-elected?,0.95,384
2018-09-21,2918,5264,Will Elizabeth Warren be re-elected?,0.97,1716
2018-09-22,2918,5264,Will Elizabeth Warren be re-elected?,0.97,187
2018-09-23,2918,5264,Will Elizabeth Warren be re-elected?,0.93,16
2018-09-24,2918,5264,Will Elizabeth Warren be re-elected?,0.94,325
2018-09-25,2918,5264,Will Elizabeth Warren be re-elected?,0.93,236
2018-09-26,2918,5264,Will Elizabeth Warren be re-elected?,0.93,353
2018-09-27,2918,5264,Will Elizabeth Warren be re-elected?,0.91,2892
2018-09-28,2918,5264,Will Elizabeth Warren be re-elected?,0.96,62
2018-09-29,2918,5264,Will Elizabeth Warren be re-elected?,0.93,94
2018-09-30,2918,5264,Will Elizabeth Warren be re-elected?,0.93,216
2018-10-01,2918,5264,Will Elizabeth Warren be re-elected?,0.93,317
2018-10-02,2918,5264,Will Elizabeth Warren be re-elected?,0.94,1359
2018-10-03,2918,5264,Will Elizabeth Warren be re-elected?,0.93,251
2018-10-04,2918,5264,Will Elizabeth Warren be re-elected?,0.92,1187
2018-10-05,2918,5264,Will Elizabeth Warren be re-elected?,0.94,856
2018-10-06,2918,5264,Will Elizabeth Warren be re-elected?,0.94,2096
2018-10-07,2918,5264,Will Elizabeth Warren be re-elected?,0.95,5944
2018-10-08,2918,5264,Will Elizabeth Warren be re-elected?,0.94,2142
2018-10-09,2918,5264,Will Elizabeth Warren be re-elected?,0.94,292
2018-10-10,2918,5264,Will Elizabeth Warren be re-elected?,0.96,987
2018-10-11,2918,5264,Will Elizabeth Warren be re-elected?,0.95,546
2018-10-12,2918,5264,Will Elizabeth Warren be re-elected?,0.97,566
2018-10-13,2918,5264,Will Elizabeth Warren be re-elected?,0.97,811
2018-10-14,2918,5264,Will Elizabeth Warren be re-elected?,0.95,795
2018-10-15,2918,5264,Will Elizabeth Warren be re-elected?,0.95,3385
2018-10-16,2918,5264,Will Elizabeth Warren be re-elected?,0.95,9150
2018-10-17,2918,5264,Will Elizabeth Warren be re-elected?,0.95,2101
2018-10-18,2918,5264,Will Elizabeth Warren be re-elected?,0.94,2866
2018-10-19,2918,5264,Will Elizabeth Warren be re-elected?,0.94,228
2018-10-20,2918,5264,Will Elizabeth Warren be re-elected?,0.96,327
2018-10-21,2918,5264,Will Elizabeth Warren be re-elected?,0.95,697
2018-10-22,2918,5264,Will Elizabeth Warren be re-elected?,0.96,495
2018-10-23,2918,5264,Will Elizabeth Warren be re-elected?,0.96,1354
2018-10-24,2918,5264,Will Elizabeth Warren be re-elected?,0.96,251
2018-10-25,2918,5264,Will Elizabeth Warren be re-elected?,0.97,204
2018-10-26,2918,5264,Will Elizabeth Warren be re-elected?,0.96,586
2018-10-27,2918,5264,Will Elizabeth Warren be re-elected?,0.97,1242
2018-10-28,2918,5264,Will Elizabeth Warren be re-elected?,0.97,172
2018-10-29,2918,5264,Will Elizabeth Warren be re-elected?,0.96,1029
2018-10-30,2918,5264,Will Elizabeth Warren be re-elected?,0.96,2179
2018-10-31,2918,5264,Will Elizabeth Warren be re-elected?,0.97,1717
2018-11-01,2918,5264,Will Elizabeth Warren be re-elected?,0.95,1247
2018-11-02,2918,5264,Will Elizabeth Warren be re-elected?,0.97,4785
2018-08-05,2928,5313,Will Ted Cruz be re-elected?,0.74,2499
2018-08-06,2928,5313,Will Ted Cruz be re-elected?,0.72,2181
2018-08-07,2928,5313,Will Ted Cruz be re-elected?,0.76,1450
2018-08-08,2928,5313,Will Ted Cruz be re-elected?,0.73,1652
2018-08-09,2928,5313,Will Ted Cruz be re-elected?,0.74,395
2018-08-10,2928,5313,Will Ted Cruz be re-elected?,0.7,1303
2018-08-11,2928,5313,Will Ted Cruz be re-elected?,0.72,1128
2018-08-12,2928,5313,Will Ted Cruz be re-elected?,0.73,1360
2018-08-13,2928,5313,Will Ted Cruz be re-elected?,0.72,236
2018-08-14,2928,5313,Will Ted Cruz be re-elected?,0.73,650
2018-08-15,2928,5313,Will Ted Cruz be re-elected?,0.74,1807
2018-08-16,2928,5313,Will Ted Cruz be re-elected?,0.72,1236
2018-08-17,2928,5313,Will Ted Cruz be re-elected?,0.72,789
2018-08-18,2928,5313,Will Ted Cruz be re-elected?,0.71,491
2018-08-19,2928,5313,Will Ted Cruz be re-elected?,0.74,1070
2018-08-20,2928,5313,Will Ted Cruz be re-elected?,0.71,2099
2018-08-21,2928,5313,Will Ted Cruz be re-elected?,0.68,849
2018-08-22,2928,5313,Will Ted Cruz be re-elected?,0.67,4305
2018-08-23,2928,5313,Will Ted Cruz be re-elected?,0.67,4632
2018-08-24,2928,5313,Will Ted Cruz be re-elected?,0.65,1720
2018-08-25,2928,5313,Will Ted Cruz be re-elected?,0.66,1035
2018-08-26,2928,5313,Will Ted Cruz be re-elected?,0.66,1290
2018-08-27,2928,5313,Will Ted Cruz be re-elected?,0.66,6129
2018-08-28,2928,5313,Will Ted Cruz be re-elected?,0.65,2982
2018-08-29,2928,5313,Will Ted Cruz be re-elected?,0.66,3483
2018-08-30,2928,5313,Will Ted Cruz be re-elected?,0.65,3744
2018-08-31,2928,5313,Will Ted Cruz be re-elected?,0.66,3569
2018-09-01,2928,5313,Will Ted Cruz be re-elected?,0.66,1552
2018-09-02,2928,5313,Will Ted Cruz be re-elected?,0.66,2943
2018-09-03,2928,5313,Will Ted Cruz be re-elected?,0.63,3708
2018-09-04,2928,5313,Will Ted Cruz be re-elected?,0.65,5710
2018-09-05,2928,5313,Will Ted Cruz be re-elected?,0.61,4187
2018-09-06,2928,5313,Will Ted Cruz be re-elected?,0.61,3035
2018-09-07,2928,5313,Will Ted Cruz be re-elected?,0.66,4051
2018-09-08,2928,5313,Will Ted Cruz be re-elected?,0.62,4603
2018-09-09,2928,5313,Will Ted Cruz be re-elected?,0.63,3046
2018-09-10,2928,5313,Will Ted Cruz be re-elected?,0.61,4365
2018-09-11,2928,5313,Will Ted Cruz be re-elected?,0.62,9187
2018-09-12,2928,5313,Will Ted Cruz be re-elected?,0.61,6101
2018-09-13,2928,5313,Will Ted Cruz be re-elected?,0.62,4806
2018-09-14,2928,5313,Will Ted Cruz be re-elected?,0.62,4846
2018-09-15,2928,5313,Will Ted Cruz be re-elected?,0.61,2450
2018-09-16,2928,5313,Will Ted Cruz be re-elected?,0.61,2355
2018-09-17,2928,5313,Will Ted Cruz be re-elected?,0.59,6332
2018-09-18,2928,5313,Will Ted Cruz be re-elected?,0.66,17743
2018-09-19,2928,5313,Will Ted Cruz be re-elected?,0.66,12253
2018-09-20,2928,5313,Will Ted Cruz be re-elected?,0.63,7419
2018-09-21,2928,5313,Will Ted Cruz be re-elected?,0.65,8610
2018-09-22,2928,5313,Will Ted Cruz be re-elected?,0.65,8245
2018-09-23,2928,5313,Will Ted Cruz be re-elected?,0.65,8063
2018-09-24,2928,5313,Will Ted Cruz be re-elected?,0.65,4258
2018-09-25,2928,5313,Will Ted Cruz be re-elected?,0.67,4474
2018-09-26,2928,5313,Will Ted Cruz be re-elected?,0.64,8501
2018-09-27,2928,5313,Will Ted Cruz be re-elected?,0.65,5152
2018-09-28,2928,5313,Will Ted Cruz be re-elected?,0.66,2958
2018-09-29,2928,5313,Will Ted Cruz be re-elected?,0.65,2774
2018-09-30,2928,5313,Will Ted Cruz be re-elected?,0.65,2375
2018-10-01,2928,5313,Will Ted Cruz be re-elected?,0.64,8341
2018-10-02,2928,5313,Will Ted Cruz be re-elected?,0.66,5537
2018-10-03,2928,5313,Will Ted Cruz be re-elected?,0.68,6417
2018-10-04,2928,5313,Will Ted Cruz be re-elected?,0.68,5053
2018-10-05,2928,5313,Will Ted Cruz be re-elected?,0.74,7837
2018-10-06,2928,5313,Will Ted Cruz be re-elected?,0.78,14450
2018-10-07,2928,5313,Will Ted Cruz be re-elected?,0.79,15134
2018-10-08,2928,5313,Will Ted Cruz be re-elected?,0.79,20559
2018-10-09,2928,5313,Will Ted Cruz be re-elected?,0.79,19356
2018-10-10,2928,5313,Will Ted Cruz be re-elected?,0.81,13245
2018-10-11,2928,5313,Will Ted Cruz be re-elected?,0.82,11859
2018-10-12,2928,5313,Will Ted Cruz be re-elected?,0.81,16853
2018-10-13,2928,5313,Will Ted Cruz be re-elected?,0.8,6279
2018-10-14,2928,5313,Will Ted Cruz be re-elected?,0.81,7802
2018-10-15,2928,5313,Will Ted Cruz be re-elected?,0.81,9949
2018-10-16,2928,5313,Will Ted Cruz be re-elected?,0.81,12500
2018-10-17,2928,5313,Will Ted Cruz be re-elected?,0.83,18415
2018-10-18,2928,5313,Will Ted Cruz be re-elected?,0.83,12271
2018-10-19,2928,5313,Will Ted Cruz be re-elected?,0.83,5000
2018-10-20,2928,5313,Will Ted Cruz be re-elected?,0.84,4083
2018-10-21,2928,5313,Will Ted Cruz be re-elected?,0.83,12368
2018-10-22,2928,5313,Will Ted Cruz be re-elected?,0.82,14916
2018-10-23,2928,5313,Will Ted Cruz be re-elected?,0.8,15846
2018-10-24,2928,5313,Will Ted Cruz be re-elected?,0.82,12693
2018-10-25,2928,5313,Will Ted Cruz be re-elected?,0.82,16128
2018-10-26,2928,5313,Will Ted Cruz be re-elected?,0.8,9435
2018-10-27,2928,5313,Will Ted Cruz be re-elected?,0.8,7680
2018-10-28,2928,5313,Will Ted Cruz be re-elected?,0.81,7062
2018-10-29,2928,5313,Will Ted Cruz be re-elected?,0.81,19132
2018-10-30,2928,5313,Will Ted Cruz be re-elected?,0.81,16146
2018-10-31,2928,5313,Will Ted Cruz be re-elected?,0.81,28104
2018-11-01,2928,5313,Will Ted Cruz be re-elected?,0.79,38418
2018-11-02,2928,5313,Will Ted Cruz be re-elected?,0.78,32068
2018-08-05,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-06,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-07,2940,5368,Will Bernie Sanders be re-elected?,0.95,91
2018-08-08,2940,5368,Will Bernie Sanders be re-elected?,0.97,10
2018-08-09,2940,5368,Will Bernie Sanders be re-elected?,0.97,0
2018-08-10,2940,5368,Will Bernie Sanders be re-elected?,0.95,542
2018-08-11,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-12,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-13,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-14,2940,5368,Will Bernie Sanders be re-elected?,0.94,210
2018-08-15,2940,5368,Will Bernie Sanders be re-elected?,0.96,700
2018-08-16,2940,5368,Will Bernie Sanders be re-elected?,0.97,1
2018-08-17,2940,5368,Will Bernie Sanders be re-elected?,0.97,0
2018-08-18,2940,5368,Will Bernie Sanders be re-elected?,0.97,0
2018-08-19,2940,5368,Will Bernie Sanders be re-elected?,0.96,20
2018-08-20,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-08-21,2940,5368,Will Bernie Sanders be re-elected?,0.96,46
2018-08-22,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-08-23,2940,5368,Will Bernie Sanders be re-elected?,0.95,8
2018-08-24,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-25,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-26,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-27,2940,5368,Will Bernie Sanders be re-elected?,0.95,200
2018-08-28,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-29,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-08-30,2940,5368,Will Bernie Sanders be re-elected?,0.95,10
2018-08-31,2940,5368,Will Bernie Sanders be re-elected?,0.96,1
2018-09-01,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-02,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-03,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-04,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-05,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-06,2940,5368,Will Bernie Sanders be re-elected?,0.95,3
2018-09-07,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-09-08,2940,5368,Will Bernie Sanders be re-elected?,0.95,264
2018-09-09,2940,5368,Will Bernie Sanders be re-elected?,0.96,599
2018-09-10,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-11,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-12,2940,5368,Will Bernie Sanders be re-elected?,0.96,0
2018-09-13,2940,5368,Will Bernie Sanders be re-elected?,0.97,1
2018-09-14,2940,5368,Will Bernie Sanders be re-elected?,0.97,0
2018-09-15,2940,5368,Will Bernie Sanders be re-elected?,0.97,0
2018-09-16,2940,5368,Will Bernie Sanders be re-elected?,0.97,0
2018-09-17,2940,5368,Will Bernie Sanders be re-elected?,0.95,40
2018-09-18,2940,5368,Will Bernie Sanders be re-elected?,0.97,100
2018-09-19,2940,5368,Will Bernie Sanders be re-elected?,0.97,60
2018-09-20,2940,5368,Will Bernie Sanders be re-elected?,0.97,127
2018-09-21,2940,5368,Will Bernie Sanders be re-elected?,0.98,74
2018-09-22,2940,5368,Will Bernie Sanders be re-elected?,0.98,10
2018-09-23,2940,5368,Will Bernie Sanders be re-elected?,0.98,0
2018-09-24,2940,5368,Will Bernie Sanders be re-elected?,0.95,2
2018-09-25,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-09-26,2940,5368,Will Bernie Sanders be re-elected?,0.95,316
2018-09-27,2940,5368,Will Bernie Sanders be re-elected?,0.97,433
2018-09-28,2940,5368,Will Bernie Sanders be re-elected?,0.97,12
2018-09-29,2940,5368,Will Bernie Sanders be re-elected?,0.97,0
2018-09-30,2940,5368,Will Bernie Sanders be re-elected?,0.97,1708
2018-10-01,2940,5368,Will Bernie Sanders be re-elected?,0.99,599
2018-10-02,2940,5368,Will Bernie Sanders be re-elected?,0.95,88
2018-10-03,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-10-04,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-10-05,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-10-06,2940,5368,Will Bernie Sanders be re-elected?,0.95,0
2018-10-07,2940,5368,Will Bernie Sanders be re-elected?,0.85,1562
2018-10-08,2940,5368,Will Bernie Sanders be re-elected?,0.96,1067
2018-10-09,2940,5368,Will Bernie Sanders be re-elected?,0.99,202
2018-10-10,2940,5368,Will Bernie Sanders be re-elected?,0.99,0
2018-10-11,2940,5368,Will Bernie Sanders be re-elected?,0.98,119
2018-10-12,2940,5368,Will Bernie Sanders be re-elected?,0.99,122
2018-10-13,2940,5368,Will Bernie Sanders be re-elected?,0.99,0
2018-10-14,2940,5368,Will Bernie Sanders be re-elected?,0.98,630
2018-10-15,2940,5368,Will Bernie Sanders be re-elected?,0.99,164
2018-10-16,2940,5368,Will Bernie Sanders be re-elected?,0.98,75
2018-10-17,2940,5368,Will Bernie Sanders be re-elected?,0.98,0
2018-10-18,2940,5368,Will Bernie Sanders be re-elected?,0.98,700
2018-10-19,2940,5368,Will Bernie Sanders be re-elected?,0.97,549
2018-10-20,2940,5368,Will Bernie Sanders be re-elected?,0.98,3
2018-10-21,2940,5368,Will Bernie Sanders be re-elected?,0.99,7
2018-10-22,2940,5368,Will Bernie Sanders be re-elected?,0.99,2
2018-10-23,2940,5368,Will Bernie Sanders be re-elected?,0.98,33
2018-10-24,2940,5368,Will Bernie Sanders be re-elected?,0.98,41
2018-10-25,2940,5368,Will Bernie Sanders be re-elected?,0.99,1
2018-10-26,2940,5368,Will Bernie Sanders be re-elected?,0.98,501
2018-10-27,2940,5368,Will Bernie Sanders be re-elected?,0.98,0
2018-10-28,2940,5368,Will Bernie Sanders be re-elected?,0.98,140
2018-10-29,2940,5368,Will Bernie Sanders be re-elected?,0.99,25
2018-10-30,2940,5368,Will Bernie Sanders be re-elected?,0.98,6
2018-10-31,2940,5368,Will Bernie Sanders be re-elected?,0.98,197
2018-11-01,2940,5368,Will Bernie Sanders be re-elected?,0.98,6
2018-11-02,2940,5368,Will Bernie Sanders be re-elected?,0.98,1
2018-08-05,2941,5369,Will Joe Manchin be re-elected?,0.75,300
2018-08-06,2941,5369,Will Joe Manchin be re-elected?,0.74,1
2018-08-07,2941,5369,Will Joe Manchin be re-elected?,0.75,190
2018-08-08,2941,5369,Will Joe Manchin be re-elected?,0.74,174
2018-08-09,2941,5369,Will Joe Manchin be re-elected?,0.75,684
2018-08-10,2941,5369,Will Joe Manchin be re-elected?,0.75,533
2018-08-11,2941,5369,Will Joe Manchin be re-elected?,0.79,470
2018-08-12,2941,5369,Will Joe Manchin be re-elected?,0.76,39
2018-08-13,2941,5369,Will Joe Manchin be re-elected?,0.83,2074
2018-08-14,2941,5369,Will Joe Manchin be re-elected?,0.75,181
2018-08-15,2941,5369,Will Joe Manchin be re-elected?,0.75,376
2018-08-16,2941,5369,Will Joe Manchin be re-elected?,0.77,10
2018-08-17,2941,5369,Will Joe Manchin be re-elected?,0.77,49
2018-08-18,2941,5369,Will Joe Manchin be re-elected?,0.77,27
2018-08-19,2941,5369,Will Joe Manchin be re-elected?,0.77,84
2018-08-20,2941,5369,Will Joe Manchin be re-elected?,0.79,232
2018-08-21,2941,5369,Will Joe Manchin be re-elected?,0.71,435
2018-08-22,2941,5369,Will Joe Manchin be re-elected?,0.71,1435
2018-08-23,2941,5369,Will Joe Manchin be re-elected?,0.73,421
2018-08-24,2941,5369,Will Joe Manchin be re-elected?,0.78,841
2018-08-25,2941,5369,Will Joe Manchin be re-elected?,0.78,181
2018-08-26,2941,5369,Will Joe Manchin be re-elected?,0.73,66
2018-08-27,2941,5369,Will Joe Manchin be re-elected?,0.75,208
2018-08-28,2941,5369,Will Joe Manchin be re-elected?,0.76,360
2018-08-29,2941,5369,Will Joe Manchin be re-elected?,0.71,583
2018-08-30,2941,5369,Will Joe Manchin be re-elected?,0.74,460
2018-08-31,2941,5369,Will Joe Manchin be re-elected?,0.76,172
2018-09-01,2941,5369,Will Joe Manchin be re-elected?,0.71,139
2018-09-02,2941,5369,Will Joe Manchin be re-elected?,0.75,76
2018-09-03,2941,5369,Will Joe Manchin be re-elected?,0.76,33
2018-09-04,2941,5369,Will Joe Manchin be re-elected?,0.7,251
2018-09-05,2941,5369,Will Joe Manchin be re-elected?,0.75,726
2018-09-06,2941,5369,Will Joe Manchin be re-elected?,0.75,154
2018-09-07,2941,5369,Will Joe Manchin be re-elected?,0.75,1992
2018-09-08,2941,5369,Will Joe Manchin be re-elected?,0.74,282
2018-09-09,2941,5369,Will Joe Manchin be re-elected?,0.74,908
2018-09-10,2941,5369,Will Joe Manchin be re-elected?,0.75,170
2018-09-11,2941,5369,Will Joe Manchin be re-elected?,0.73,773
2018-09-12,2941,5369,Will Joe Manchin be re-elected?,0.71,986
2018-09-13,2941,5369,Will Joe Manchin be re-elected?,0.74,917
2018-09-14,2941,5369,Will Joe Manchin be re-elected?,0.73,1779
2018-09-15,2941,5369,Will Joe Manchin be re-elected?,0.73,185
2018-09-16,2941,5369,Will Joe Manchin be re-elected?,0.69,95
2018-09-17,2941,5369,Will Joe Manchin be re-elected?,0.74,738
2018-09-18,2941,5369,Will Joe Manchin be re-elected?,0.75,2290
2018-09-19,2941,5369,Will Joe Manchin be re-elected?,0.77,310
2018-09-20,2941,5369,Will Joe Manchin be re-elected?,0.77,433
2018-09-21,2941,5369,Will Joe Manchin be re-elected?,0.76,477
2018-09-22,2941,5369,Will Joe Manchin be re-elected?,0.83,976
2018-09-23,2941,5369,Will Joe Manchin be re-elected?,0.81,431
2018-09-24,2941,5369,Will Joe Manchin be re-elected?,0.81,761
2018-09-25,2941,5369,Will Joe Manchin be re-elected?,0.82,519
2018-09-26,2941,5369,Will Joe Manchin be re-elected?,0.82,805
2018-09-27,2941,5369,Will Joe Manchin be re-elected?,0.82,403
2018-09-28,2941,5369,Will Joe Manchin be re-elected?,0.73,2979
2018-09-29,2941,5369,Will Joe Manchin be re-elected?,0.75,1830
2018-09-30,2941,5369,Will Joe Manchin be re-elected?,0.78,3114
2018-10-01,2941,5369,Will Joe Manchin be re-elected?,0.77,1619
2018-10-02,2941,5369,Will Joe Manchin be re-elected?,0.76,1908
2018-10-03,2941,5369,Will Joe Manchin be re-elected?,0.79,2779
2018-10-04,2941,5369,Will Joe Manchin be re-elected?,0.77,2631
2018-10-05,2941,5369,Will Joe Manchin be re-elected?,0.78,4767
2018-10-06,2941,5369,Will Joe Manchin be re-elected?,0.83,9158
2018-10-07,2941,5369,Will Joe Manchin be re-elected?,0.8,4779
2018-10-08,2941,5369,Will Joe Manchin be re-elected?,0.77,5704
2018-10-09,2941,5369,Will Joe Manchin be re-elected?,0.8,2292
2018-10-10,2941,5369,Will Joe Manchin be re-elected?,0.75,4717
2018-10-11,2941,5369,Will Joe Manchin be re-elected?,0.77,5402
2018-10-12,2941,5369,Will Joe Manchin be re-elected?,0.74,3461
2018-10-13,2941,5369,Will Joe Manchin be re-elected?,0.75,3891
2018-10-14,2941,5369,Will Joe Manchin be re-elected?,0.75,1776
2018-10-15,2941,5369,Will Joe Manchin be re-elected?,0.76,3269
2018-10-16,2941,5369,Will Joe Manchin be re-elected?,0.74,6021
2018-10-17,2941,5369,Will Joe Manchin be re-elected?,0.77,3867
2018-10-18,2941,5369,Will Joe Manchin be re-elected?,0.75,4096
2018-10-19,2941,5369,Will Joe Manchin be re-elected?,0.78,3039
2018-10-20,2941,5369,Will Joe Manchin be re-elected?,0.77,500
2018-10-21,2941,5369,Will Joe Manchin be re-elected?,0.8,4167
2018-10-22,2941,5369,Will Joe Manchin be re-elected?,0.88,5842
2018-10-23,2941,5369,Will Joe Manchin be re-elected?,0.84,9050
2018-10-24,2941,5369,Will Joe Manchin be re-elected?,0.79,12385
2018-10-25,2941,5369,Will Joe Manchin be re-elected?,0.73,9973
2018-10-26,2941,5369,Will Joe Manchin be re-elected?,0.74,3226
2018-10-27,2941,5369,Will Joe Manchin be re-elected?,0.77,8090
2018-10-28,2941,5369,Will Joe Manchin be re-elected?,0.74,3032
2018-10-29,2941,5369,Will Joe Manchin be re-elected?,0.77,5867
2018-10-30,2941,5369,Will Joe Manchin be re-elected?,0.81,4856
2018-10-31,2941,5369,Will Joe Manchin be re-elected?,0.82,10649
2018-11-01,2941,5369,Will Joe Manchin be re-elected?,0.77,11493
2018-11-02,2941,5369,Will Joe Manchin be re-elected?,0.77,14918
2018-08-05,2998,5563,Will Joe Donnelly be re-elected?,0.4,0
2018-08-06,2998,5563,Will Joe Donnelly be re-elected?,0.38,449
2018-08-07,2998,5563,Will Joe Donnelly be re-elected?,0.38,351
2018-08-08,2998,5563,Will Joe Donnelly be re-elected?,0.38,0
2018-08-09,2998,5563,Will Joe Donnelly be re-elected?,0.45,258
2018-08-10,2998,5563,Will Joe Donnelly be re-elected?,0.39,12
2018-08-11,2998,5563,Will Joe Donnelly be re-elected?,0.4,10
2018-08-12,2998,5563,Will Joe Donnelly be re-elected?,0.39,401
2018-08-13,2998,5563,Will Joe Donnelly be re-elected?,0.39,82
2018-08-14,2998,5563,Will Joe Donnelly be re-elected?,0.39,141
2018-08-15,2998,5563,Will Joe Donnelly be re-elected?,0.48,2637
2018-08-16,2998,5563,Will Joe Donnelly be re-elected?,0.43,1550
2018-08-17,2998,5563,Will Joe Donnelly be re-elected?,0.43,26
2018-08-18,2998,5563,Will Joe Donnelly be re-elected?,0.43,131
2018-08-19,2998,5563,Will Joe Donnelly be re-elected?,0.42,217
2018-08-20,2998,5563,Will Joe Donnelly be re-elected?,0.42,1131
2018-08-21,2998,5563,Will Joe Donnelly be re-elected?,0.43,154
2018-08-22,2998,5563,Will Joe Donnelly be re-elected?,0.45,2819
2018-08-23,2998,5563,Will Joe Donnelly be re-elected?,0.47,1166
2018-08-24,2998,5563,Will Joe Donnelly be re-elected?,0.48,728
2018-08-25,2998,5563,Will Joe Donnelly be re-elected?,0.49,963
2018-08-26,2998,5563,Will Joe Donnelly be re-elected?,0.45,728
2018-08-27,2998,5563,Will Joe Donnelly be re-elected?,0.47,76
2018-08-28,2998,5563,Will Joe Donnelly be re-elected?,0.41,846
2018-08-29,2998,5563,Will Joe Donnelly be re-elected?,0.42,105
2018-08-30,2998,5563,Will Joe Donnelly be re-elected?,0.42,137
